State,City,Population,Never Married,Married,Divorced,Separated,Widowed,Total
Kentucky,Monticello,6088,1464,1890,666,228,661,4909
Kentucky,Glencoe,347,74,101,30,14,17,236
Kentucky,Bowling Green,65731,25563,18197,6409,1025,2746,53940
Kentucky,Cambridge,165,37,53,28,4,5,127
Kentucky,Blue Ridge Manor,827,284,279,124,6,66,759
Kentucky,McKee,1060,143,338,130,49,120,780
Kentucky,Melbourne,441,157,153,30,3,23,366
Kentucky,Lynch,613,88,326,52,8,57,531
Kentucky,Dayton,5422,1497,1984,612,69,283,4445
Kentucky,Barbourville,3119,936,928,442,166,234,2706
Kentucky,Elkhorn City,1064,145,412,163,9,147,876
Kentucky,Stanton,2646,575,1008,319,98,132,2132
Kentucky,Livingston,126,35,32,20,8,13,108
Kentucky,Oak Grove,7411,1757,2504,854,287,91,5493
Kentucky,Paintsville,4134,844,1387,747,109,347,3434
Kentucky,Cadiz,2608,610,781,420,70,233,2114
Kentucky,Crestview,461,106,189,29,3,18,345
Kentucky,Park Hills,2983,973,1064,216,81,86,2420
Kentucky,Berry,352,99,139,38,3,22,301
Kentucky,Breckinridge Center,2363,1563,264,91,47,7,1972
Kentucky,Hardin,544,116,153,79,15,22,385
Kentucky,Murray,19037,8324,5478,1563,350,914,16629
Kentucky,Mortons Gap,1241,206,525,201,12,78,1022
Kentucky,Prospect,4876,623,2986,319,22,198,4148
Kentucky,Taylorsville,1547,559,410,192,29,149,1339
Kentucky,Columbus,256,88,60,37,9,10,204
Kentucky,Uniontown,754,145,307,138,8,37,635
Kentucky,Walton,4281,717,1739,509,6,123,3094
Kentucky,Frankfort,27582,8151,8693,3935,695,1557,23031
Kentucky,Lewisport,1877,482,689,191,41,77,1480
Kentucky,Smithfield,132,28,45,28,1,3,105
Kentucky,Bedford,698,179,193,86,35,36,529
Kentucky,Bonnieville,236,63,48,34,0,36,181
Kentucky,Mount Washington,14433,2892,6110,1249,129,829,11209
Kentucky,Salt Lick,411,69,201,39,13,7,329
Kentucky,Danville,16685,5114,5520,2006,396,959,13995
Kentucky,Loyall,657,130,252,70,10,61,523
Kentucky,Crittenden,3861,764,1489,426,109,115,2903
Kentucky,Russell,3311,553,1612,310,28,209,2712
Kentucky,Tolu,60,22,6,19,0,5,52
Kentucky,Symsonia,549,85,246,44,0,36,411
Kentucky,Summersville,583,46,261,16,0,50,373
Kentucky,Verona,1502,275,689,147,0,120,1231
Kentucky,Summer Shade,207,7,104,25,0,39,175
Kentucky,Spottsville,406,51,301,17,0,0,369
Kentucky,South Williamson,533,54,350,19,34,25,482
Kentucky,Sedalia,444,172,198,32,0,7,409
Kentucky,Salvisa,286,85,107,16,0,18,226
Kentucky,Rosine,136,0,89,17,0,9,115
Kentucky,Evarts,691,207,268,65,34,36,610
Kentucky,Rabbit Hash,426,102,134,60,0,0,296
Kentucky,Pryorsburg,308,81,71,8,47,10,217
Kentucky,Pleasant View,527,164,234,70,0,24,492
Kentucky,Plano,1015,211,547,108,0,13,879
Kentucky,Petersburg,551,155,200,124,0,18,497
Kentucky,Payne Gap,340,85,160,23,0,44,312
Kentucky,Pathfork,432,63,221,37,0,33,354
Kentucky,Pembroke,852,156,370,68,2,55,651
Kentucky,Fairfield,86,14,51,4,0,14,83
Kentucky,New Haven,609,126,189,101,16,56,488
Kentucky,Cave City,2772,860,816,261,78,172,2187
Kentucky,Grand Rivers,336,44,220,35,7,22,328
Kentucky,Sharpsburg,466,88,210,40,13,27,378
Kentucky,Centertown,471,87,231,35,10,11,374
Kentucky,Virgie,129,0,93,0,12,10,115
Kentucky,Westport,271,74,132,5,22,20,253
Kentucky,Rockholds,289,85,102,60,0,14,261
Kentucky,Water Valley,217,15,125,22,15,16,193
Kentucky,Flatwoods,7186,1218,3073,911,144,686,6032
Kentucky,Wallins Creek,411,32,255,54,6,12,359
Kentucky,Strathmoor Village,679,154,297,59,9,21,540
Kentucky,Spring Mill,269,55,144,18,0,11,228
Kentucky,South Park View,2,0,2,0,0,0,2
Kentucky,Utica,487,70,204,19,0,0,293
Kentucky,Rineyville,2793,662,1092,243,71,94,2162
Kentucky,Poole,186,14,85,0,9,20,128
Kentucky,McKinney,135,0,103,17,0,0,120
Kentucky,McDowell,635,115,199,40,25,137,516
Kentucky,Ironville,918,243,351,49,32,64,739
Kentucky,Hickory,272,102,70,79,4,0,255
Kentucky,Sycamore,150,30,48,47,3,7,135
Kentucky,Coxton,154,28,87,0,21,9,145
Kentucky,Cunningham,292,37,122,7,0,72,238
Kentucky,Allensville,207,15,99,13,0,19,146
Kentucky,Elk Creek,1600,232,924,60,0,79,1295
Kentucky,Maytown,294,49,161,0,0,0,210
Kentucky,Ages,457,77,165,40,0,43,325
Kentucky,Anthoston,273,84,61,36,0,11,192
Kentucky,Dunmor,278,45,154,19,8,0,226
Kentucky,Belfry,313,41,146,15,10,55,267
Kentucky,Big Clifty,337,56,193,8,0,0,257
Kentucky,Cleaton,159,49,64,27,0,19,159
Kentucky,Combs,299,25,129,46,0,48,248
Kentucky,Arjay,502,152,132,65,12,27,388
Louisiana,Jordan Hill,87,0,50,0,0,0,50
Louisiana,Fifth Ward,738,129,287,78,0,67,561
Louisiana,Hester,361,23,179,22,10,12,246
Louisiana,Hayes,1106,343,327,44,40,70,824
Louisiana,Grand Point,2996,631,1385,167,24,105,2312
Louisiana,Gloster,161,0,110,0,0,0,110
Louisiana,Glencoe,230,144,20,45,0,21,230
Louisiana,Gillis,403,19,137,86,0,42,284
Louisiana,Frierson,225,23,57,0,15,13,108
Louisiana,Fort Jesup,278,34,163,0,0,43,240
Louisiana,Jeanerette,5410,1808,1575,240,234,370,4227
Louisiana,Dubach,1083,296,374,120,29,80,899
Louisiana,Varnado village,460,72,162,51,3,48,336
Louisiana,New Iberia,29992,8733,9199,3021,517,1768,23238
Louisiana,Arnaudville,1330,340,367,134,37,93,971
Louisiana,Port Sulphur,2175,792,554,84,67,92,1589
Louisiana,Belle Chasse,13490,2425,6192,996,223,355,10191
Louisiana,Heflin village,224,52,101,21,0,9,183
Louisiana,Chalmette,23602,7131,6185,2717,616,1121,17770
Louisiana,Eunice,10407,2830,2828,1116,430,605,7809
Louisiana,Morse village,938,223,353,86,14,27,703
Louisiana,Pioneer village,202,37,87,36,5,16,181
Louisiana,Joyce,148,37,81,25,0,5,148
Louisiana,Dulac,1504,332,653,101,82,131,1299
Louisiana,Kraemer,826,124,443,127,6,21,721
Louisiana,Carencro,8775,2928,2499,809,111,447,6794
Louisiana,Lafourche Crossing,2270,536,1042,104,62,82,1826
Louisiana,Cotton Valley,1039,335,290,37,30,36,728
Louisiana,Lillie village,218,41,73,30,0,48,192
Louisiana,Arabi,4501,1311,1481,499,78,213,3582
Louisiana,Leesville,6055,1753,1764,704,208,381,4810
Louisiana,Hornbeck,561,120,225,89,2,18,454
Louisiana,Fort Polk North,2425,186,1554,52,0,0,1792
Louisiana,Sibley,1333,206,580,161,12,95,1054
Louisiana,East Hodge village,266,100,36,32,6,39,213
Louisiana,Downsville village,92,17,46,9,4,8,84
Louisiana,Violet,5424,1665,1644,485,159,263,4216
Louisiana,Rosepine,1971,353,747,306,81,117,1604
Louisiana,Doyline village,777,181,251,100,11,64,607
Louisiana,Fort Polk South,9233,2350,3783,206,164,6,6509
Louisiana,Abbeville,12286,3416,3442,1411,306,991,9566
Louisiana,Farmerville,3815,1541,691,328,49,259,2868
Louisiana,Labadieville,2092,616,920,143,45,61,1785
Louisiana,Bossier City,67935,18508,24887,5928,1034,3335,53692
Louisiana,Haughton,3390,534,1378,389,50,120,2471
Louisiana,Palmetto village,133,39,17,13,4,19,92
Louisiana,Springhill,4980,1267,1691,531,104,444,4037
Louisiana,Quitman village,273,57,104,11,3,25,200
Louisiana,Reeves village,244,44,114,13,7,9,187
Louisiana,Simpson village,591,133,290,16,0,41,480
Louisiana,New Llano,2528,678,814,289,59,143,1983
Louisiana,Clayton,569,217,78,63,33,40,431
Louisiana,Norco,2917,615,1235,391,29,88,2358
Louisiana,Albany village,1194,231,482,173,6,41,933
Louisiana,Vinton,3343,862,916,497,220,186,2681
Louisiana,Sulphur,20241,4076,7877,2087,440,1120,15600
Louisiana,Hahnville,3430,1113,1302,290,72,135,2912
Louisiana,Tallulah,6929,2479,1567,553,245,501,5345
Louisiana,Richmond village,568,143,214,41,8,67,473
Louisiana,Dry Prong village,502,113,186,22,24,29,374
Louisiana,Port Vincent village,612,89,330,91,17,24,551
Louisiana,French Settlement village,1133,186,398,142,19,81,826
Louisiana,Delcambre,2267,567,699,228,50,157,1701
Louisiana,Oil City,1113,318,290,148,51,107,914
Louisiana,Lafayette,126515,44601,40237,11684,1978,5927,104427
Louisiana,Rodessa village,214,67,69,18,12,5,171
Louisiana,Welsh,3234,831,905,363,63,315,2477
Louisiana,Barataria,979,257,396,85,7,102,847
Louisiana,Wilson village,501,123,168,52,18,23,384
Louisiana,Estherwood village,895,220,289,57,19,39,624
Louisiana,Kinder,2909,596,922,238,96,134,1986
Louisiana,Oberlin,1660,484,372,234,32,102,1224
Louisiana,Converse village,389,69,189,19,3,31,311
Louisiana,Noble village,258,67,110,25,8,15,225
Louisiana,Zwolle,1960,584,463,131,72,205,1455
Louisiana,Hodge village,404,91,140,57,3,68,359
Louisiana,North Hodge village,467,77,149,42,12,27,307
Louisiana,New Orleans,389648,158888,94538,40375,9458,19792,323051
Louisiana,Marion,999,395,281,91,26,77,870
Louisiana,Estelle,17099,3922,7123,1508,208,822,13583
Louisiana,Bernice,1616,535,463,76,28,143,1245
Louisiana,Elton,1370,337,343,119,51,201,1051
Louisiana,Shongaloo village,142,2,85,10,0,2,99
Louisiana,Ruston,22055,12030,4656,969,311,813,18779
Louisiana,Houma,33520,9125,11434,3630,456,1756,26401
Louisiana,Cameron,209,27,82,24,5,41,179
Louisiana,Maringouin,932,395,307,78,12,62,854
Louisiana,Choudrant village,1252,114,604,81,10,58,867
Louisiana,Vienna,503,79,268,26,4,29,406
Louisiana,Melville,1172,466,209,127,47,69,918
Louisiana,Opelousas,16399,5802,3618,1556,416,1187,12579
