State,City,Population,Never Married,Married,Divorced,Separated,Widowed,Total
Kansas,Valley Falls,1017,261,435,91,8,106,901
Kansas,Iola,5400,1362,1770,710,141,336,4319
Kansas,Meriden,731,105,301,88,14,39,547
Kansas,Prescott,255,38,82,43,10,53,226
Kansas,Pleasanton,1454,196,564,159,54,117,1090
Kansas,Norcatur,316,40,134,48,0,29,251
Kansas,Greeley County unified government (balance),326,48,178,22,5,18,271
Kansas,Chase,514,68,188,80,4,25,365
Kansas,Frederick,6,0,6,0,0,0,6
Kansas,Niotaze,91,16,57,4,3,1,81
Kansas,Lincoln Center,1323,313,515,160,5,115,1108
Kansas,Mission,9437,3055,3602,1049,40,429,8175
Kansas,Larned,3865,984,1437,636,0,239,3296
Kansas,Minneola,928,146,324,135,22,62,689
Kansas,Baileyville,269,94,114,0,0,9,217
Kansas,Parkerville,70,22,14,8,0,3,47
Kansas,Chetopa,1329,267,490,158,24,101,1040
Kansas,Oswego,1839,397,739,205,14,152,1507
Kansas,Shawnee,65239,14285,29444,5468,559,2108,51864
Kansas,Westwood,1624,410,684,166,11,44,1315
Kansas,Westwood Hills,378,57,199,41,0,8,305
Kansas,Cheney,2028,252,949,159,18,110,1488
Kansas,Linn,444,101,175,44,1,36,357
Kansas,Cherryvale,2194,392,769,275,81,140,1657
Kansas,Elk City,299,43,137,25,0,15,220
Kansas,Cullison,48,13,25,4,0,3,45
Kansas,Pratt,6774,1432,2655,679,102,487,5355
Kansas,Richfield,37,8,23,1,0,0,32
Kansas,Rolla,589,130,233,44,0,26,433
Kansas,Jewell,506,98,208,47,15,36,404
Kansas,Inman,1309,251,628,81,4,138,1102
Kansas,Clearwater,2608,352,1184,242,12,153,1943
Kansas,Leavenworth,36008,8023,13672,4269,684,1446,28094
Kansas,Asherville,0,0,0,0,0,0,0
Kansas,Ada,139,139,0,0,0,0,139
Kansas,LeRoy,657,129,301,51,2,53,536
Kansas,Parkerfield,376,66,233,10,1,12,322
Kansas,Ransom,345,22,184,35,2,30,273
Kansas,Manhattan,55489,27359,16108,3739,316,1320,48842
Kansas,Riley,1434,156,635,189,11,83,1074
Kansas,Portis,100,13,51,7,0,3,74
Kansas,Reserve,54,9,32,8,2,3,54
Kansas,Hiawatha,3158,488,1294,409,33,207,2431
Kansas,Nickerson,1038,186,461,116,19,40,822
Kansas,Chapman,1241,253,516,141,11,85,1006
Kansas,Labette,55,3,43,0,0,2,48
Kansas,Linwood,508,120,151,108,0,30,409
Kansas,Bird City,530,64,248,54,13,36,415
Kansas,Elbing,336,54,180,6,0,10,250
Kansas,Barnard,39,2,21,5,0,11,39
Kansas,Harveyville,265,72,124,19,0,22,237
Kansas,Oberlin,1640,244,646,237,13,205,1345
Kansas,Plains,1121,209,471,59,39,35,813
Kansas,Galesburg,166,32,65,10,0,4,111
Kansas,Ford,226,48,94,42,0,13,197
Kansas,Louisburg,4386,805,1810,522,19,196,3352
Kansas,Willard,95,20,20,17,0,7,64
Kansas,Andover,12862,2357,5653,1026,24,541,9601
Kansas,Bern,168,19,87,17,0,4,127
Kansas,Corning,235,58,74,14,0,4,150
Kansas,Goff,167,46,38,24,10,4,122
Kansas,Roseland,99,38,40,12,0,1,91
Kansas,Enterprise,1069,266,383,97,20,78,844
Kansas,Delphos,406,82,157,75,0,20,334
Kansas,Concordia,5138,1164,1951,520,12,433,4080
Kansas,Madison,854,137,428,88,20,19,692
Kansas,Sharon Springs,858,140,372,63,22,75,672
Kansas,Atlanta,172,28,97,21,0,16,162
Kansas,Freeport,0,0,0,0,0,0,0
Kansas,Waldron,19,8,11,0,0,0,19
Kansas,Minneapolis,1736,259,783,174,14,156,1386
Kansas,Hillsboro,2851,895,1184,186,21,218,2504
Kansas,Otis,274,58,108,33,0,32,231
Kansas,Olivet,44,3,25,12,0,1,41
Kansas,Quenemo,370,78,141,48,19,16,302
Kansas,Lenexa,53051,11584,24620,4193,445,1998,42840
Kansas,Leoti,1549,257,781,72,28,75,1213
Kansas,McDonald,184,31,96,10,1,15,153
Kansas,Richmond,657,111,239,90,9,49,498
Kansas,Lansing,11835,3590,4723,1365,175,314,10167
Kansas,Derby,23768,4408,10903,1656,287,1157,18411
Kansas,La Crosse,1170,205,459,172,8,132,976
Kansas,Offerle,228,41,120,6,2,9,178
Kansas,Cambridge,161,36,63,6,0,17,122
Kansas,Arkansas City,11986,2581,4166,1513,216,775,9251
Kansas,Oneida,86,61,12,6,0,5,84
Kansas,Munden,105,16,59,13,0,8,96
Kansas,Vining,73,22,9,6,6,7,50
Kansas,Washington,1088,166,460,117,3,99,845
Kansas,Coffeyville,9578,2378,3063,1140,323,834,7738
Kansas,Sawyer,140,44,48,7,9,4,112
Kansas,Oak Hill,58,29,9,13,0,1,52
Kansas,Randall,65,8,23,14,0,6,51
Kansas,Florence,460,62,183,79,12,33,369
Kansas,Rossville,1263,296,512,104,12,74,998
Kansas,Marion,1832,243,840,140,7,209,1439
Kansas,Assaria,466,96,212,47,0,23,378
Kansas,Brookville,296,67,122,36,0,14,239
Kansas,White City,635,163,256,67,8,54,548
Kansas,Wilsey,144,37,64,25,0,4,130
Kansas,Kinsley,1569,279,652,183,25,129,1268
Kansas,Morganville,192,19,98,24,8,4,153
Kansas,Wakefield,1048,208,465,116,17,56,862
Kansas,Durham,100,8,65,10,0,6,89
Kansas,Lincolnville,167,20,87,37,0,7,151
Kansas,Burr Oak,199,42,102,22,0,23,189
Kansas,Maize,4696,1214,1466,430,67,112,3289
Kansas,Belpre,125,24,30,9,11,6,80
Kansas,Allen,166,35,62,24,3,12,136
Kansas,Robinson,204,21,82,27,5,15,150
Kansas,Ozawkie,647,84,351,44,2,31,512
Kansas,Bennington,749,128,318,67,0,48,561
Kansas,Cuba,283,19,130,54,0,12,215
Kansas,Cottonwood Falls,770,177,290,76,16,104,663
Kansas,South Haven,342,76,138,30,1,27,272
Kansas,Grainfield,289,36,157,13,8,27,241
Kansas,Hunnewell,108,15,63,2,0,5,85
Kansas,Matfield Green,22,0,8,10,0,4,22
Kansas,Parsons,9876,2395,3553,1043,85,724,7800
Kansas,Hanover,627,116,318,46,0,39,519
Kansas,Iuka,162,15,82,12,0,9,118
Kansas,Webber,26,1,21,4,0,0,26
Kansas,Centralia,558,78,275,44,1,42,440
Kansas,Scandia,507,75,219,68,4,27,393
Kansas,Clay Center,4079,459,1813,523,40,285,3120
Kansas,Sterling,2515,914,850,206,24,164,2158
Kansas,Mildred,12,2,4,3,0,0,9
Kansas,La Cygne,1134,270,425,87,33,73,888
Kansas,Quinter,889,122,431,53,14,79,699
Kansas,Norton,2792,455,1163,276,23,280,2197
Kansas,Leon,675,125,317,64,5,30,541
Kansas,Liberal,20251,5185,6626,1684,148,984,14627
Kansas,Hoyt,601,167,241,73,5,20,506
Kansas,Elgin,85,20,40,9,0,8,77
Kansas,Susank,24,3,17,3,0,0,23
Kansas,Mission Woods,177,22,107,15,4,6,154
Kansas,Albert,159,23,85,10,0,12,130
Kansas,Ellinwood,2375,451,1105,204,79,72,1911
Kansas,St. George,951,131,345,100,20,25,621
Kansas,Bison,164,27,92,14,6,8,147
Kansas,Eudora,6745,1291,2840,503,111,156,4901
Kansas,Macksville,545,64,271,22,8,12,377
Kansas,Bonner Springs,7796,1586,3136,848,33,384,5987
Kansas,Hope,380,31,181,40,15,35,302
Kansas,Bluff City,146,39,33,3,7,21,103
Kansas,Onaga,808,131,304,118,2,93,648
Kansas,Overland Park,188687,44476,83820,15552,1588,7703,153139
Kansas,Lebanon,283,44,122,30,5,25,226
Kansas,Sabetha,2555,425,1162,188,49,225,2049
Kansas,Baxter Springs,4004,795,1666,468,28,218,3175
Kansas,Tipton,218,31,102,18,1,21,173
Kansas,North Newton,1879,623,844,74,0,126,1667
Kansas,Edwardsville,4462,852,1683,430,55,206,3226
Kansas,Linn Valley,745,84,402,86,10,35,617
Kansas,Cunningham,403,47,184,46,2,32,311
Kansas,Stafford,1122,160,423,144,30,128,885
Kansas,Hays,20956,7557,7123,1613,160,1020,17473
Kansas,Fort Scott,7800,1907,2837,697,96,675,6212
Kansas,Fulton,116,11,55,9,0,7,82
Kansas,Cimarron,2312,308,1109,94,35,87,1633
Kansas,Oskaloosa,1438,333,563,138,14,103,1151
Kansas,Elk Falls,94,9,42,16,0,6,73
Kansas,Vermillion,86,14,32,8,4,6,64
Kansas,Clyde,861,145,356,74,16,81,672
Kansas,Eureka,2308,358,833,413,42,172,1818
Kansas,Lenora,326,24,179,20,2,35,260
Kansas,Hamilton,271,70,96,41,7,12,226
Kansas,Russell,4460,708,2350,380,40,284,3762
Kansas,Tescott,289,76,105,25,4,31,241
Kansas,Severy,207,28,98,39,1,19,185
Kansas,Liebenthal,163,51,47,21,0,14,133
Kansas,Hugoton,4067,835,1643,227,113,188,3006
Kansas,Baldwin City,4658,1586,1495,469,13,291,3854
Kansas,Lecompton,701,153,252,82,2,30,519
Kansas,Green,171,21,92,14,3,2,132
Kansas,Burns,288,46,124,19,6,18,213
Kansas,Burlingame,968,202,355,133,15,43,748
Kansas,Savonburg,57,7,14,16,0,6,43
Kansas,Neosho Rapids,212,30,102,15,6,32,185
Kansas,Rose Hill,4024,747,2052,219,32,168,3218
Kansas,Winona,270,68,109,21,1,8,207
Kansas,Circleville,193,27,93,14,1,8,143
Kansas,Rexford,232,22,93,7,1,14,137
Kansas,Gorham,408,77,148,24,8,16,273
Kansas,Osborne,1507,306,627,115,14,152,1214
Kansas,Milford,321,32,145,37,4,5,223
Kansas,Denison,127,15,60,15,0,8,98
Kansas,Zenda,79,17,34,5,1,13,70
Kansas,Meade,1592,358,647,186,40,103,1334
Kansas,Ellsworth,3030,878,1152,326,111,183,2650
Kansas,Alta Vista,504,79,233,65,17,20,414
Kansas,Penalosa,2,0,2,0,0,0,2
Kansas,Kismet,424,51,252,28,9,19,359
Kansas,Norwich,487,99,207,30,3,26,365
Kansas,Russell Springs,25,1,5,6,2,5,19
Kansas,Nashville,27,3,15,4,0,4,26
Kansas,Fontana,263,52,122,7,2,10,193
Kansas,Osawatomie,4315,1032,1080,828,29,240,3209
Kansas,Spring Hill,6315,942,2747,562,71,228,4550
Kansas,Speed,33,3,17,6,0,2,28
Kansas,Kingman,2977,485,1278,310,19,401,2493
Kansas,Burrton,876,113,374,97,14,49,647
Kansas,Beattie,215,58,101,11,0,17,187
Kansas,Agenda,44,2,20,6,0,7,35
Kansas,Rush Center,221,47,89,11,0,40,187
Kansas,Mount Hope,784,127,332,84,4,83,630
Kansas,Eastborough,762,144,413,42,0,27,626
Kansas,Garden Plain,779,133,366,42,0,58,599
Kansas,Goodland,4515,921,1819,444,13,383,3580
Kansas,Bartlett,60,19,23,3,0,2,47
Kansas,Girard,2721,804,904,265,34,169,2176
Kansas,Neodesha,2074,401,779,298,40,176,1694
Kansas,Buffalo,298,50,94,41,1,33,219
Kansas,Fredonia,2314,401,876,304,88,160,1829
Kansas,Sylvia,246,26,92,20,0,11,149
Kansas,Kirwin,155,8,90,15,4,7,124
Kansas,South Hutchinson,2494,392,1037,378,53,293,2153
Kansas,Abbyville,80,16,47,3,0,5,71
Kansas,Auburn,1181,133,537,143,8,61,882
Kansas,McCracken,202,24,108,6,0,25,163
Kansas,Netawaka,174,43,81,19,1,2,146
Kansas,Carbondale,1371,311,516,173,3,57,1060
Kansas,Moscow,225,47,110,9,0,8,174
Kansas,Osage City,2821,312,1305,292,61,281,2251
Kansas,Mission Hills,3580,561,2110,82,11,81,2845
Kansas,Galena,2924,606,1057,440,117,185,2405
Kansas,Haviland,727,216,277,37,4,67,601
Kansas,WaKeeney,1988,389,915,193,10,203,1710
Kansas,Eskridge,555,98,217,85,6,75,481
Kansas,McFarland,358,84,164,18,1,27,294
Kansas,Bogue,344,29,98,43,10,12,192
Kansas,Hudson,98,25,44,9,0,15,93
Kansas,Chanute,9119,1785,3270,1325,149,634,7163
Kansas,Lyons,3608,435,1800,248,17,326,2826
Kansas,Hazelton,150,33,45,7,6,21,112
Kansas,Highland,1069,700,192,37,4,45,978
Kansas,Alexander,82,11,15,17,0,23,66
Kansas,Spivey,39,10,15,8,0,6,39
Kansas,Ogden,1745,411,577,228,61,46,1323
Kansas,Randolph,160,33,75,15,0,4,127
Kansas,Maple Hill,648,119,291,62,4,23,499
Kansas,Glade,15,1,10,2,0,2,15
Kansas,Yates Center,1309,233,490,182,17,141,1063
Kansas,Grenola,184,8,107,18,0,8,141
Kansas,Plevna,76,16,39,6,5,1,67
Kansas,Topeka,126877,33052,45234,14945,1317,7287,101835
Kansas,Mullinville,226,45,99,17,1,9,171
Kansas,Ness City,1512,180,786,61,6,137,1170
Kansas,Mayetta,301,49,126,44,1,22,242
Kansas,Delia,168,12,100,8,0,4,124
Kansas,Culver,112,16,44,5,9,16,90
Kansas,Mahaska,66,16,38,4,0,0,58
Kansas,Whiting,193,32,87,18,0,8,145
Kansas,Lyndon,1043,254,412,115,5,37,823
Kansas,Altamont,1047,173,463,76,20,55,787
Kansas,Morrowville,148,35,70,6,0,9,120
Kansas,Caney,1838,405,758,228,34,96,1521
Kansas,Liberty,91,39,20,13,0,6,78
Kansas,Wilmore,34,3,27,3,0,1,34
Kansas,Preston,167,31,54,35,3,12,135
Kansas,Republic,110,13,59,12,4,12,100
Kansas,Windom,110,6,50,11,0,1,68
Kansas,Howard,684,94,314,64,6,85,563
Kansas,Silver Lake,1514,222,665,128,0,70,1085
Kansas,Uniontown,311,51,84,35,5,39,214
Kansas,Bushong,10,1,6,0,0,3,10
Kansas,Hartford,377,108,149,26,0,29,312
Kansas,Reading,201,27,90,22,5,6,150
Kansas,Clayton,63,11,28,4,0,8,51
Kansas,Everest,283,49,134,17,0,45,245
Kansas,Fairview,359,57,170,43,2,20,292
Kansas,St. Francis,1428,211,627,168,4,168,1178
Kansas,Kanopolis,491,56,243,53,4,41,397
Kansas,Seneca,1990,327,926,165,4,244,1666
Kansas,Goddard,4319,789,1681,463,21,134,3088
Kansas,Waterville,743,100,362,43,9,44,558
Kansas,Marysville,3289,616,1263,376,39,324,2618
Kansas,Waldo,62,18,24,0,6,3,51
Kansas,Grinnell,283,48,127,35,0,31,241
Kansas,Syracuse,1808,478,673,101,59,55,1366
Kansas,Olmitz,110,24,44,16,0,10,94
Kansas,Hoisington,2589,616,969,225,43,99,1952
Kansas,Victoria,975,239,457,48,18,56,818
Kansas,Augusta,9358,1610,3780,835,127,719,7071
Kansas,Park City,7885,1350,3402,769,109,176,5806
Kansas,Cassoday,136,10,70,21,0,8,109
Kansas,Lorraine,182,38,75,13,0,8,134
Kansas,Rozel,119,17,58,15,4,6,100
Kansas,Satanta,1083,173,457,46,31,58,765
Kansas,Edna,367,37,177,54,3,15,286
Kansas,Manchester,140,41,38,11,11,16,117
Kansas,Cherokee,873,154,349,69,5,58,635
Kansas,Pittsburg,20280,7770,5710,1995,292,801,16568
Kansas,Mound Valley,351,74,135,56,8,20,293
Kansas,Kanorado,220,23,132,4,2,18,179
Kansas,Potwin,553,133,205,36,4,17,395
Kansas,Holyrood,500,81,225,64,9,42,421
Kansas,Isabel,104,5,62,9,0,7,83
Kansas,Johnson City,1229,192,645,54,17,59,967
Kansas,Belvue,384,111,90,16,3,24,244
Kansas,St. Marys,2653,571,1127,80,17,87,1882
Kansas,Easton,288,59,106,46,9,31,251
Kansas,Smith Center,1527,232,741,159,4,133,1269
Kansas,Belleville,1852,279,816,169,25,249,1538
Kansas,Courtland,315,52,149,28,0,29,258
Kansas,Narka,124,40,30,11,13,8,102
Kansas,Grandview Plaza,1438,243,724,162,20,32,1181
Kansas,Turon,365,63,155,36,6,17,277
Kansas,Lindsborg,3309,902,1164,356,19,281,2722
Kansas,Colony,511,139,144,66,5,35,389
Kansas,Virgil,37,0,20,5,0,12,37
Kansas,Lone Elm,14,4,8,0,0,2,14
Kansas,Englewood,77,15,28,7,0,0,50
Kansas,West Mineral,126,18,51,14,2,5,90
Kansas,Haven,1195,160,547,105,4,66,882
Kansas,Willowbrook,88,8,64,0,1,3,76
Kansas,Smolan,178,45,84,26,3,6,164
Kansas,Solomon,1171,218,459,112,2,65,856
Kansas,Galva,1066,148,550,87,7,59,851
Kansas,McPherson,13041,2860,5891,810,215,696,10472
Kansas,Frontenac,3424,622,1498,459,0,210,2789
Kansas,Colwich,1159,168,533,92,5,45,843
Kansas,Kechi,2643,625,1404,166,4,46,2245
Kansas,Protection,379,81,150,49,2,29,311
Kansas,Attica,749,103,305,48,11,44,511
Kansas,Climax,40,3,22,0,0,5,30
Kansas,Glasco,514,106,180,82,0,56,424
Kansas,Hollenberg,22,1,10,6,0,5,22
Kansas,Dearing,603,134,284,27,16,32,493
Kansas,Tyro,195,32,90,16,0,14,152
Kansas,Byers,30,0,17,6,0,0,23
Kansas,Columbus,3113,647,1235,402,22,182,2488
Kansas,Scammon,591,127,234,64,5,25,455
Kansas,Mapleton,90,16,47,7,0,6,76
Kansas,Humboldt,1793,396,719,198,6,157,1476
Kansas,Edmond,121,76,31,1,0,1,109
Kansas,Damar,161,34,78,7,1,14,134
Kansas,Jetmore,857,141,411,69,12,78,711
Kansas,Mound City,1019,250,416,99,13,61,839
Kansas,Manter,308,97,102,21,5,25,250
Kansas,Oakley,1965,348,933,130,3,158,1572
Kansas,Hill City,1559,278,721,157,16,137,1309
Kansas,Morland,131,11,64,27,0,13,115
Kansas,Erie,1210,156,487,139,11,101,894
Kansas,Alden,114,6,51,19,0,3,79
Kansas,Herington,2163,304,1005,270,23,132,1734
Kansas,Leawood,34570,4882,19078,1846,122,1335,27263
Kansas,Roeland Park,6796,2153,2703,534,36,386,5812
Kansas,Dwight,197,44,93,10,0,28,175
Kansas,Atwood,1104,208,467,94,21,109,899
Kansas,Andale,901,124,401,40,0,28,593
Kansas,Muscotah,176,36,61,20,0,16,133
Kansas,Oaklawn-Sunview,3144,766,861,471,129,109,2336
Kansas,Garnett,3251,344,1416,422,14,336,2532
Kansas,Kincaid,111,13,42,13,2,2,72
Kansas,Westphalia,161,26,75,17,0,10,128
Kansas,St. John,1269,187,684,104,13,82,1070
Kansas,Geneseo,234,56,103,14,4,19,196
Kansas,Parker,484,144,179,29,0,10,362
Kansas,Bazine,339,44,202,15,8,11,280
Kansas,Wilson,730,112,326,76,6,63,583
Kansas,New Strawn,437,63,263,21,1,5,353
Kansas,Towanda,1292,163,570,89,9,75,906
Kansas,Whitewater,789,137,358,69,7,39,610
Kansas,Phillipsburg,2655,525,1108,280,20,196,2129
Kansas,Alma,953,160,450,82,15,80,787
Kansas,Paola,5585,1031,2346,532,0,446,4355
Kansas,Kiowa,937,137,411,112,15,54,729
Kansas,Sharon,166,26,83,25,0,13,147
Kansas,Burlington,2587,581,983,289,70,166,2089
Kansas,Hanston,304,40,157,13,9,10,229
Kansas,Beverly,133,32,42,23,0,3,100
Kansas,Leonardville,486,86,258,34,0,33,411
Kansas,Troy,937,225,403,115,0,48,791
Kansas,Viola,92,12,41,14,2,7,76
Kansas,Langdon,36,25,6,5,0,0,36
Kansas,Mankato,870,138,350,113,4,87,692
Kansas,Esbon,126,7,69,22,0,12,110
Kansas,Valley Center,6747,1123,3201,524,0,361,5209
Kansas,Elkhart,1689,287,732,119,4,200,1342
Kansas,Independence,8847,2030,3204,1068,58,645,7005
Kansas,Wichita,389563,100804,142230,40910,5737,16727,306408
Kansas,Princeton,242,60,91,22,2,21,196
Kansas,Pomona,1158,276,444,151,14,51,936
Kansas,Hutchinson,41146,9838,15718,5111,456,2511,33634
Kansas,Buhler,1188,166,594,116,21,76,973
Kansas,Greensburg,910,198,376,82,9,78,743
Kansas,Weir,624,106,268,83,9,47,513
Kansas,Moline,381,57,165,38,2,31,293
Kansas,Coldwater,892,159,343,104,0,78,684
Kansas,Haysville,11298,2011,4342,1156,107,739,8355
Kansas,Sedgwick,1432,357,637,85,14,87,1180
Kentucky,Bremen,226,16,124,24,0,9,173
Kentucky,St. Regis Park,1336,268,645,120,11,80,1124
Kentucky,Pioneer Village,2872,456,1492,293,59,190,2490
Kentucky,Augusta,1119,221,482,121,25,78,927
Kentucky,Falmouth,2915,689,937,325,54,249,2254
Kentucky,Fort Knox,8965,1872,4082,481,72,54,6561
Kentucky,Gamaliel,303,46,149,17,13,25,250
Kentucky,Goshen,960,181,446,80,6,26,739
Kentucky,Buckhorn,115,45,28,17,0,4,94
Kentucky,Pikeville,6967,2074,2329,734,174,525,5836
Kentucky,Newport,15152,5022,4323,2024,389,904,12662
Kentucky,Worthington Hills,1494,416,523,195,14,45,1193
Kentucky,Woodland Hills,723,141,319,67,7,43,577
Kentucky,Phelps,750,51,389,141,14,16,611
Kentucky,Kuttawa,678,67,273,110,9,72,531
Kentucky,Brandenburg,2850,825,948,375,45,215,2408
Kentucky,Clay,1030,162,380,174,17,113,846
Kentucky,Wheatcroft,130,23,70,10,14,5,122
Kentucky,Hyden,443,99,165,53,19,72,408
Kentucky,Windy Hills,2297,296,1204,272,40,167,1979
Kentucky,Calvert City,2509,381,1121,223,34,215,1974
Kentucky,Tompkinsville,2731,530,1111,301,38,278,2258
Kentucky,Lebanon,5621,1335,1487,1271,62,439,4594
Kentucky,Raywick,139,38,39,25,15,12,129
Kentucky,Coal Run Village,1534,380,571,203,30,143,1327
Kentucky,La Grange,8735,2060,3086,963,117,576,6802
Kentucky,River Bluff,471,87,239,27,4,23,380
Kentucky,Lakeview Heights,304,40,164,31,0,14,249
Kentucky,Ravenna,673,106,249,87,19,57,518
Kentucky,Crestview Hills,3281,975,1391,339,22,235,2962
Kentucky,Erlanger,18776,4918,7155,1779,368,1112,15332
Kentucky,Ekron,333,98,82,36,9,28,253
Kentucky,Princeton,6157,1151,2314,894,46,426,4831
Kentucky,Claryville,2581,495,1200,200,9,129,2033
Kentucky,Mentor,312,77,134,22,1,17,251
Kentucky,Clinton,1368,388,294,190,77,180,1129
Kentucky,Edgewood,8723,1358,4601,547,25,379,6910
Kentucky,Fort Mitchell,8237,2241,3089,703,0,282,6315
Kentucky,Irvington,1268,230,472,155,31,149,1037
Kentucky,Perryville,1009,314,380,129,31,50,904
Kentucky,Clay City,1059,198,233,260,58,65,814
Kentucky,Brodhead,1527,325,544,151,70,120,1210
Kentucky,Alexandria,9211,2090,4148,833,18,390,7479
Kentucky,Jeffersonville,1912,289,831,209,83,70,1482
Kentucky,Owenton,1616,299,532,232,36,198,1297
Kentucky,Beattyville,1375,351,322,224,98,156,1151
Kentucky,Warfield,350,36,140,34,4,19,233
Kentucky,Berea,15188,4441,5181,1598,198,662,12080
Kentucky,Eddyville,2565,849,753,532,57,112,2303
Kentucky,Science Hill,553,111,232,73,15,40,471
Kentucky,Gratz,90,13,42,0,6,3,64
Kentucky,McRoberts,893,257,391,36,0,93,777
Kentucky,Woodlawn Park,864,244,407,60,8,28,747
Kentucky,Westwood,670,87,333,44,0,28,492
Kentucky,Seneca Gardens,662,82,390,46,2,28,548
Kentucky,Fleming-Neon,599,147,233,87,8,59,534
Kentucky,Rolling Hills,909,235,364,108,3,24,734
Kentucky,Bellevue,5828,1590,2104,823,89,235,4841
Kentucky,Hunters Hollow,269,62,130,33,8,3,236
Kentucky,Hillview,8987,2251,3500,1077,102,440,7370
Kentucky,Salyersville,1772,325,618,251,63,181,1438
Kentucky,Fredonia,628,118,294,25,7,25,469
Kentucky,Sardis,93,35,26,19,0,3,83
Kentucky,Indian Hills,2965,418,1773,84,11,94,2380
Kentucky,Mockingbird Valley,155,14,89,4,2,16,125
Kentucky,Old Brownsboro Place,394,63,227,20,4,19,333
Kentucky,Highland Heights,7136,3666,1765,626,35,425,6517
Kentucky,Annville,1110,171,447,155,65,94,932
Kentucky,Manor Creek,322,21,160,23,3,9,216
Kentucky,Lexington-Fayette urban,318734,101736,112055,31679,4655,12026,262151
Kentucky,Bancroft,469,80,268,25,0,21,394
Kentucky,South Wallins,583,62,260,18,27,79,446
Kentucky,Hodgenville,3213,687,1062,324,48,337,2458
Kentucky,Upton,699,97,320,65,24,38,544
Kentucky,Bellemeade,814,128,417,85,5,93,728
Kentucky,Bellewood,302,35,156,26,0,17,234
Kentucky,Crossgate,241,30,134,13,2,15,194
Kentucky,Audubon Park,1352,299,726,80,7,84,1196
Kentucky,Goose Creek,267,48,151,28,0,17,244
Kentucky,Fincastle,868,191,397,96,5,19,708
Kentucky,Hurstbourne Acres,1891,661,694,206,21,63,1645
Kentucky,Parkway Village,644,165,218,119,10,28,540
Kentucky,St. Matthews,18147,5036,6612,2480,315,1111,15554
Kentucky,Strathmoor Manor,367,50,210,18,2,10,290
Kentucky,Watterson Park,1082,347,282,166,32,37,864
Kentucky,Wellington,438,112,196,48,2,31,389
Kentucky,Norbourne Estates,430,81,224,36,1,21,363
Kentucky,Benham,527,70,300,28,10,29,437
Kentucky,Wingo,728,209,210,101,38,40,598
Kentucky,Wheelwright,645,147,206,109,51,64,577
Kentucky,Booneville,143,17,80,3,0,3,103
Kentucky,Pewee Valley,1568,338,783,85,7,113,1326
Kentucky,Greenville,4323,886,1505,671,177,360,3599
Kentucky,Central City,5822,1446,2233,553,117,401,4750
Kentucky,West Liberty,3369,1222,906,622,111,192,3053
Kentucky,Benton,4460,634,2047,365,92,477,3615
Kentucky,Vanceburg,1400,311,382,271,45,159,1168
Kentucky,St. Charles,334,40,151,10,8,20,229
Kentucky,Nebo,184,15,106,5,6,7,139
Kentucky,Madisonville,19138,4089,6977,2541,435,966,15008
Kentucky,Nicholasville,29977,6587,11372,3689,440,1432,23520
Kentucky,Sonora,709,143,290,52,9,13,507
Kentucky,Westwood,4509,744,1958,811,58,240,3811
Kentucky,Jeffersontown,28178,6812,11630,2698,310,1542,22992
Kentucky,Milton,693,96,295,113,7,39,550
Kentucky,Greensburg,2214,417,745,342,85,255,1844
Kentucky,Plum Springs,464,92,180,62,6,16,356
Kentucky,East Bernstadt,876,215,378,70,57,21,741
Kentucky,Blackey,150,24,72,11,4,20,131
Kentucky,Oakland,240,32,123,38,2,16,211
Kentucky,Sanders,233,75,51,40,18,25,209
Kentucky,North Middletown,747,175,268,91,12,32,578
Kentucky,Ashland,20822,4526,7703,2772,365,1417,16783
Kentucky,Owensboro,59188,14216,19896,8135,1123,3538,46908
Kentucky,Warsaw,1861,592,558,296,34,130,1610
Kentucky,South Shore,982,229,292,121,45,136,823
Kentucky,Anchorage,2281,299,1217,88,0,41,1645
Kentucky,Vine Grove,5969,1300,2562,645,55,258,4820
Kentucky,Harlan,1452,309,519,222,45,129,1224
Kentucky,Forest Hills,437,87,220,41,0,14,362
Kentucky,Belleview,308,25,170,7,0,8,210
Kentucky,Hickory Hill,117,16,76,4,0,4,100
Kentucky,Beechmont,755,121,330,97,29,18,595
Kentucky,Beech Grove,415,94,198,64,17,16,389
Kentucky,Bandana,355,59,227,0,0,0,286
Kentucky,Auxier,892,261,481,36,14,0,792
Kentucky,Artemus,531,112,188,39,25,19,383
Kentucky,Louisville/Jefferson County metro government (balance),617032,180857,209568,68289,10496,30383,499593
Kentucky,Middlesborough,9583,1851,3180,1421,274,890,7616
Kentucky,Heritage Creek,1069,221,512,105,15,96,949
Kentucky,Woodburn,365,69,180,44,3,33,329
Kentucky,Meadow Vale,733,122,408,44,2,39,615
Kentucky,Worthville,178,39,59,24,4,11,137
Kentucky,Liberty,1970,351,620,340,59,282,1652
Kentucky,Dry Ridge,2465,540,771,317,44,73,1745
Kentucky,Wurtland,1385,222,570,185,17,197,1191
Kentucky,Horse Cave,2376,541,718,377,64,221,1921
Kentucky,Eminence,2546,650,803,341,58,159,2011
Kentucky,Briarwood,514,126,174,89,2,27,418
Kentucky,Douglass Hills,5702,1233,2410,549,19,306,4517
Kentucky,Druid Hills,399,28,178,62,0,12,280
Kentucky,Glenview,455,43,297,26,3,19,388
Kentucky,Glenview Manor,266,48,114,25,1,15,203
