State,City,Median Income
Pennsylvania,Johnsonburg borough,22746
Pennsylvania,Joffre,30399
Pennsylvania,Jim Thorpe borough,28133
Pennsylvania,Kelayres,25100
Pennsylvania,Jessup borough,28806
Pennsylvania,Jerome,21212
Pennsylvania,Jermyn borough,26997
Pennsylvania,Jennerstown borough,22500
Pennsylvania,Jenkintown borough,46817
Pennsylvania,Jefferson Hills borough,41375
Pennsylvania,Jefferson borough (York County),28182
Pennsylvania,Jefferson borough (Greene County),27232
Pennsylvania,Jeddo borough,38852
Pennsylvania,Jeannette,26937
Pennsylvania,Jamison City,31375
Pennsylvania,Jamestown borough,23355
Pennsylvania,Jerseytown,17250
Pennsylvania,James City,20536
Pennsylvania,Kempton,40568
Pennsylvania,Kenilworth,40588
Pennsylvania,Laflin borough,38661
Pennsylvania,Laceyville borough,21563
Pennsylvania,Kylertown,30330
Pennsylvania,Kutztown University,3908
Pennsylvania,Kutztown borough,30303
Pennsylvania,Kulpsville,41358
Pennsylvania,Kulpmont borough,24226
Pennsylvania,Kreamer,26989
Pennsylvania,Kratzerville,24583
Pennsylvania,Koppel borough,34375
Pennsylvania,Knoxville borough,26653
Pennsylvania,Kenhorst borough,29147
Pennsylvania,Knox borough,27841
Pennsylvania,Kittanning borough,21043
Pennsylvania,Kistler borough,23333
Pennsylvania,Kiskimere,24583
Pennsylvania,Kirkwood,26250
Pennsylvania,Kingston borough,29517
Pennsylvania,King of Prussia,48444
Pennsylvania,Kersey,30931
Pennsylvania,Kerrtown,25804
Pennsylvania,Kennett Square borough,28548
Pennsylvania,Kennerdell,40833
Pennsylvania,Kenmar,25629
Pennsylvania,Klingerstown,23125
Pennsylvania,Lake Arthur Estates,20000
Pennsylvania,Jacobus borough,35662
Pennsylvania,Jacksonville CDP (Indiana County),31367
Pennsylvania,Hudson,34836
Pennsylvania,Hublersburg,35703
Pennsylvania,Howard borough,30357
Pennsylvania,Houtzdale borough,21493
Pennsylvania,Houston borough,26111
Pennsylvania,Houserville,43341
Pennsylvania,Hostetter,27670
Pennsylvania,Horsham,40694
Pennsylvania,Hopwood,26982
Pennsylvania,Hopewell borough,17431
Pennsylvania,Hopeland,31375
Pennsylvania,Hughestown borough,31575
Pennsylvania,Hop Bottom borough,25893
Pennsylvania,Hookstown borough,18750
Pennsylvania,Honey Brook borough,35000
Pennsylvania,Honesdale borough,22023
Pennsylvania,Homewood borough,27045
Pennsylvania,Hometown,42390
Pennsylvania,Homestead borough,19367
Pennsylvania,Homer City borough,24258
Pennsylvania,Homeacre-Lyndora,32314
Pennsylvania,Hollidaysburg borough,29045
Pennsylvania,Holiday Pocono,23000
Pennsylvania,Hokendauqua,32650
Pennsylvania,Hooversville borough,23011
Pennsylvania,Jacksonwald,36182
Pennsylvania,Hughesville borough,28650
Pennsylvania,Hummelstown borough,32013
Pennsylvania,Jacksonville CDP (Centre County),20625
Pennsylvania,Jackson Center borough,28750
Pennsylvania,Ivyland borough,40391
Pennsylvania,Irwin borough,30746
Pennsylvania,Irvona borough,25313
Pennsylvania,Iola,19583
Pennsylvania,Intercourse,26667
Pennsylvania,Inkerman,21392
Pennsylvania,Ingram borough,30253
Pennsylvania,Industry borough,30486
Pennsylvania,Indian Mountain Lake,27820
Pennsylvania,Hulmeville borough,39500
Pennsylvania,Indian Lake borough,49205
Pennsylvania,Imperial,35846
Pennsylvania,Idaville,42083
Pennsylvania,Hyndman borough,22313
Pennsylvania,Hydetown borough,24213
Pennsylvania,Hyde Park borough,30847
Pennsylvania,Hyde Park,24863
Pennsylvania,Hyde,21148
Pennsylvania,Huntingdon borough,16823
Pennsylvania,Hunterstown,25486
Pennsylvania,Hunker borough,29583
Pennsylvania,Hummels Wharf,32408
Pennsylvania,Indiana borough,7153
Pennsylvania,Hiller,28750
Pennsylvania,Lake City borough,26819
Pennsylvania,Lake Latonka,40375
Pennsylvania,Long Branch borough,27132
Pennsylvania,Loganville borough,37976
Pennsylvania,Loganton borough,24896
Pennsylvania,Locustdale,27500
Pennsylvania,Lock Haven,14576
Pennsylvania,Liverpool borough,30446
Pennsylvania,Littlestown borough,31654
Pennsylvania,Little Meadows borough,23750
Pennsylvania,Little Britain,17818
Pennsylvania,Lititz borough,32199
Pennsylvania,Lionville,48685
Pennsylvania,Longfellow,31364
Pennsylvania,Linwood,27949
Pennsylvania,Linglestown,39300
Pennsylvania,Linesville borough,25529
Pennsylvania,Lincolnville,33750
Pennsylvania,Lincoln University,3665
Pennsylvania,Lincoln Park,41404
Pennsylvania,Lincoln borough,32717
Pennsylvania,Lime Ridge,28000
Pennsylvania,Lima,32861
Pennsylvania,Lilly borough,23542
Pennsylvania,Ligonier borough,30066
Pennsylvania,Lightstreet,29119
Pennsylvania,Linntown,42829
Pennsylvania,Liberty borough (Tioga County),20714
Pennsylvania,Lorain borough,23913
Pennsylvania,Loretto borough,4572
Pennsylvania,McMurray,50304
Pennsylvania,McKnightstown,14403
Pennsylvania,McKees Rocks borough,22056
Pennsylvania,McKeesport,19667
Pennsylvania,McKeansburg,32361
Pennsylvania,McKean borough,31367
Pennsylvania,McGovern,33796
Pennsylvania,McEwensville borough,27467
Pennsylvania,McElhattan,20357
Pennsylvania,McDonald borough,26295
Pennsylvania,McConnellstown,29405
Pennsylvania,Lorane,32416
Pennsylvania,McConnellsburg borough,23750
Pennsylvania,McAlisterville,21250
Pennsylvania,McAdoo borough,20979
Pennsylvania,Lyons borough,30000
Pennsylvania,Lynnwood-Pricedale,26644
Pennsylvania,Lykens borough,24607
Pennsylvania,Luzerne borough,25575
Pennsylvania,Lumber City,33125
Pennsylvania,Lucerne Mines,26192
Pennsylvania,Loyalhanna,29750
Pennsylvania,Lower Burrell,32642
Pennsylvania,Lower Allen,36999
Pennsylvania,McClure borough,22396
Pennsylvania,Lake Heritage,45227
Pennsylvania,Liberty borough (Allegheny County),28013
Pennsylvania,Lewis Run borough,33438
Pennsylvania,Laurel Run borough,25938
Pennsylvania,Laurel Mountain borough,26875
Pennsylvania,Laureldale borough,27270
Pennsylvania,Lattimer,21434
Pennsylvania,Latrobe borough,26708
Pennsylvania,Larksville borough,25533
Pennsylvania,Laporte borough,21346
Pennsylvania,Lansford borough,20864
Pennsylvania,Lansdowne borough,36126
Pennsylvania,Lansdale borough,33327
Pennsylvania,Langhorne Manor borough,13750
Pennsylvania,Laurelton,30217
Pennsylvania,Langhorne borough,32009
Pennsylvania,Lanesboro borough,25551
Pennsylvania,Landisville,37425
Pennsylvania,Landisburg borough,27273
Pennsylvania,Landingville borough,36563
Pennsylvania,Lancaster,21918
Pennsylvania,Lampeter,30450
Pennsylvania,Lamar,27896
Pennsylvania,Lake Wynonah,39725
Pennsylvania,Lake Winola,31591
Pennsylvania,Lakemont,31406
Pennsylvania,Lake Meade,39691
Pennsylvania,Elco borough,19821
Pennsylvania,Lewistown borough,21113
Pennsylvania,Laurys Station,50726
Pennsylvania,Lawnton,35122
Pennsylvania,Lewisburg borough,12404
Pennsylvania,Lewisberry borough,31571
Pennsylvania,Levittown,34418
Pennsylvania,Level Green,35518
Pennsylvania,Le Raysville borough,29500
Pennsylvania,Leola,33300
Pennsylvania,Lenkerville,27019
Pennsylvania,Lenhartsville borough,27679
Pennsylvania,Lenape Heights,26959
Pennsylvania,Lemoyne borough,39313
Pennsylvania,Lemont Furnace,23179
Pennsylvania,Lavelle,23150
Pennsylvania,Lemont,34788
Pennsylvania,Lehighton borough,26094
Pennsylvania,Leetsdale borough,27446
Pennsylvania,Leesport borough,36842
Pennsylvania,Leeper,26458
Pennsylvania,Leechburg borough,25678
Pennsylvania,Lebanon South,26986
Pennsylvania,Lebanon,23375
Pennsylvania,Lawson Heights,30857
Pennsylvania,Lawrenceville borough,21979
Pennsylvania,Lawrence Park,28788
Pennsylvania,Lawrence,26550
Pennsylvania,Leith-Hatfield,36203
Pennsylvania,Hilldale,34384
Pennsylvania,Langeloth,20458
Pennsylvania,Highland Park,24455
Pennsylvania,Fort Indiantown Gap,-666666666
Pennsylvania,Forksville borough,31477
Pennsylvania,Forestville,31146
Pennsylvania,Forest Hills borough,40205
Pennsylvania,Forest City borough,22663
Pennsylvania,Ford Cliff borough,26806
Pennsylvania,Ford City borough,20578
Pennsylvania,Force,28750
Pennsylvania,Foot of Ten,22313
Pennsylvania,Folsom,41195
Pennsylvania,Folcroft borough,31186
Pennsylvania,Fort Loudon,23405
Pennsylvania,Flying Hills,40929
Pennsylvania,Flora Dale,-666666666
Pennsylvania,Flemington borough,26712
Pennsylvania,Fleetwood borough,36925
Pennsylvania,Fivepointville,30413
Pennsylvania,Finleyville borough,26131
Pennsylvania,Fernville,40750
Pennsylvania,Ferndale borough,24684
Pennsylvania,Felton borough,34792
Pennsylvania,Fellsburg,31713
Pennsylvania,Feasterville,37107
Pennsylvania,Fayetteville,30606
Pennsylvania,Flourtown,49137
Pennsylvania,Fayette City borough,22969
Pennsylvania,Fort Washington,48607
Pennsylvania,Foster Brook,33026
Pennsylvania,Friendsville borough,30278
Pennsylvania,Friedensburg,30735
Pennsylvania,Friedens,27688
Pennsylvania,Freeport borough,29192
Pennsylvania,Freemansburg borough,30915
Pennsylvania,Freeland borough,25645
Pennsylvania,Freedom borough,25467
Pennsylvania,Freeburg borough,26774
Pennsylvania,Fredonia borough,21429
Pennsylvania,Fredericktown,25268
Pennsylvania,Fredericksburg CDP (Lebanon County),36122
Pennsylvania,Forty Fort borough,32376
Pennsylvania,Fredericksburg CDP (Crawford County),29107
Pennsylvania,Franklin Park borough,54711
Pennsylvania,Franklin,22064
Pennsylvania,Franklin borough,24000
Pennsylvania,Frankfort Springs borough,31250
Pennsylvania,Frackville borough,28369
Pennsylvania,Fox Chase,36346
Pennsylvania,Fox Chapel borough,90034
Pennsylvania,Foxburg borough,19750
Pennsylvania,Fountain Springs,21007
Pennsylvania,Fountain Hill borough,27597
Pennsylvania,Foundryville,25167
Pennsylvania,Franklintown borough,34321
Pennsylvania,Faxon,37308
Pennsylvania,Fawn Lake Forest,40625
Pennsylvania,Fawn Grove borough,32361
Pennsylvania,Enon Valley borough,22734
Pennsylvania,Enola,25219
Pennsylvania,Enlow,33567
Pennsylvania,Enhaut,31679
Pennsylvania,Englewood,20536
Pennsylvania,Emsworth borough,34551
Pennsylvania,Emporium borough,21509
Pennsylvania,Emmaus borough,36307
Pennsylvania,Emlenton borough,36739
Pennsylvania,Emigsville,26401
Pennsylvania,Emerald Lakes,28399
Pennsylvania,Ephrata borough,27806
Pennsylvania,Elysburg,31902
Pennsylvania,Elrama,36614
Pennsylvania,Ellwood City borough,25773
Pennsylvania,Ellsworth borough,23750
Pennsylvania,Ellport borough,24226
Pennsylvania,Elkland borough,21146
Pennsylvania,Elizabethville borough,26023
Pennsylvania,Elizabethtown borough,25032
Pennsylvania,Elizabeth borough,24576
Pennsylvania,Elim,29219
Pennsylvania,Elgin borough,25313
Pennsylvania,Eldred borough,23750
Pennsylvania,Elverson borough,30410
Pennsylvania,Erie,20899
Pennsylvania,Highspire borough,27339
Pennsylvania,Ernest borough,29792
Pennsylvania,Farrell,17430
Pennsylvania,Farmington,22000
Pennsylvania,Farmersville,22564
Pennsylvania,Falmouth,31389
Pennsylvania,Fallston borough,30000
Pennsylvania,Falls Creek borough,24679
Pennsylvania,Fairview-Ferndale,25223
Pennsylvania,Fairview,32202
Pennsylvania,Fairview borough,22500
Pennsylvania,Fairless Hills,30799
Pennsylvania,Fairhope,35438
Pennsylvania,Fairfield borough,27120
Pennsylvania,Fairdale,19385
Pennsylvania,Fairchance borough,23113
Pennsylvania,Factoryville borough,17763
Pennsylvania,Eyers Grove,-666666666
Pennsylvania,Exton,52895
Pennsylvania,Export borough,29113
Pennsylvania,Exeter borough,26760
Pennsylvania,Everson borough,21274
Pennsylvania,Everett borough,16855
Pennsylvania,Evans City borough,29583
Pennsylvania,Evansburg,51818
Pennsylvania,Etna borough,26230
Pennsylvania,Espy,31410
Pennsylvania,Frizzleburg,21652
Pennsylvania,Frystown,25640
Pennsylvania,Amity Gardens,31633
Pennsylvania,Galeton borough,22458
Pennsylvania,Hershey,33353
Pennsylvania,Hickory,37807
Pennsylvania,Harrisburg,22440
Pennsylvania,Hickory Hills,31953
Pennsylvania,Harmony borough,29853
Pennsylvania,Harmonsburg,24519
Pennsylvania,Harleysville,45103
Pennsylvania,Harleigh,29157
Pennsylvania,Hanover borough,27625
Pennsylvania,Hannasville,39531
Pennsylvania,Hampton,33452
Pennsylvania,Harrison City,30063
Pennsylvania,Hamburg borough,26089
Pennsylvania,Hallam borough,33052
Pennsylvania,Halifax borough,26738
Pennsylvania,Halfway House,39802
Pennsylvania,Guys Mills,11406
Pennsylvania,Guilford,40352
Pennsylvania,Grove City borough,15239
Pennsylvania,Grindstone,26298
Pennsylvania,Grill,33438
Pennsylvania,Grier City,-666666666
Pennsylvania,Greenwood,20241
Pennsylvania,Greenville borough,19230
Pennsylvania,Hallstead borough,23750
Pennsylvania,Green Tree borough,42937
Pennsylvania,Hebron,22198
Pennsylvania,Hegins,31152
Pennsylvania,Hendersonville,31734
Pennsylvania,Hereford,26250
Pennsylvania,Haverford College,4366
Pennsylvania,Hatboro borough,38291
Pennsylvania,Hastings borough,29803
Pennsylvania,Hasson Heights,32578
Pennsylvania,Fullerton,33088
Pennsylvania,Hemlock Farms,29821
Pennsylvania,Hellertown borough,32193
Pennsylvania,Hawk Run,24190
Pennsylvania,Herminie,27589
Pennsylvania,Herndon borough,27679
Pennsylvania,Harwick,27619
Pennsylvania,Hermitage,28601
Pennsylvania,Heidlersburg,27344
Pennsylvania,Hawley borough,20647
Pennsylvania,Hawthorn borough,20208
Pennsylvania,Harveys Lake borough,37342
Pennsylvania,Heidelberg borough,29388
Pennsylvania,Hartstown,14417
Pennsylvania,Haysville borough,20313
Pennsylvania,Hartleton borough,27321
Pennsylvania,Hazleton,23253
Pennsylvania,Harrisville borough,28879
Pennsylvania,Heilwood,27132
Pennsylvania,Greens Landing,30877
Pennsylvania,Heckscherville,19676
Pennsylvania,Greensboro borough,20391
Pennsylvania,Glenolden borough,31335
Pennsylvania,Glen Lyon,24019
Pennsylvania,Glen Hope borough,25625
Pennsylvania,Glenfield borough,39000
Pennsylvania,Greensburg,22872
Pennsylvania,Glendon borough,30962
Pennsylvania,Glen Campbell borough,21563
Pennsylvania,Glenburn,41691
Pennsylvania,Glassport borough,25720
Pennsylvania,Glasgow borough,18750
Pennsylvania,Girardville borough,21142
Pennsylvania,Girard borough,30489
Pennsylvania,Gilbertsville,41861
Pennsylvania,Glen Osborne borough,59423
Pennsylvania,Gilberton borough,21734
Pennsylvania,Gibraltar,34609
Pennsylvania,Gettysburg borough,11817
Pennsylvania,Georgetown CDP (Luzerne County),30344
Pennsylvania,Georgetown CDP (Lancaster County),30125
Pennsylvania,Georgetown borough,33672
Pennsylvania,Geneva,24167
Pennsylvania,Geistown borough,36151
Pennsylvania,Gastonville,30094
Pennsylvania,Garrett borough,17829
Pennsylvania,Gardners,11250
Pennsylvania,Garden View,26811
Pennsylvania,Gap,39625
Pennsylvania,Gallitzin borough,27799
Pennsylvania,Gibsonia,44591
Pennsylvania,Glen Rock borough,38448
Pennsylvania,Hatfield borough,28703
Pennsylvania,Grantley,9534
Pennsylvania,Goldsboro borough,28438
Pennsylvania,Goodville,22545
Pennsylvania,Gordon borough,28676
Pennsylvania,Great Bend borough,22786
Pennsylvania,Gordonville,17121
Pennsylvania,Gouglersville,32216
Pennsylvania,Greencastle borough,33977
Pennsylvania,Grazierville,25605
Pennsylvania,Gratz borough,29522
Pennsylvania,Graceton,16563
Pennsylvania,Grampian borough,20313
Pennsylvania,Glenshaw,41329
Pennsylvania,Granville,26591
Pennsylvania,Grapeville,15000
Pennsylvania,Gouldsboro,25167
Pennsylvania,Greenfields,31937
Pennsylvania,Gold Key Lake,22173
Pennsylvania,Green Lane borough,38173
Pennsylvania,Glenside,36070
Pennsylvania,Greenock,24375
Pennsylvania,Green Hills borough,33750
Pennsylvania,Grassflat,21713
Puerto Rico,Guayama zona urbana,
Puerto Rico,Patillas zona urbana,
Puerto Rico,Juncos zona urbana,
Puerto Rico,Jauca comunidad,
Puerto Rico,Coco comunidad,
Puerto Rico,Palo Seco comunidad,
Puerto Rico,Yauco zona urbana,
Puerto Rico,Rafael González comunidad,
Puerto Rico,Jagual comunidad,
Puerto Rico,Bayamón comunidad,
Puerto Rico,Imbéry comunidad,
Puerto Rico,Lomas comunidad,
Puerto Rico,Cabán comunidad,
Puerto Rico,Miranda comunidad,
Puerto Rico,Palomas comunidad (Comerío Municipio),
Puerto Rico,El Tumbao comunidad,
Puerto Rico,Lares zona urbana,
Puerto Rico,Luyando comunidad,
Puerto Rico,Yabucoa zona urbana,
Puerto Rico,Cabo Rojo zona urbana,
Puerto Rico,La Parguera comunidad,
Puerto Rico,Jobos comunidad,
Puerto Rico,Las Ollas comunidad,
Puerto Rico,Mora comunidad,
Puerto Rico,Maguayo comunidad,
Puerto Rico,Culebra zona urbana,
Puerto Rico,Alianza comunidad,
Puerto Rico,Toa Alta zona urbana,
Puerto Rico,San José comunidad,
Puerto Rico,Rodríguez Hevia comunidad,
Puerto Rico,Pueblito del Carmen comunidad,
Puerto Rico,Sabana Eneas comunidad,
Puerto Rico,Trujillo Alto zona urbana,
Puerto Rico,Barranquitas zona urbana,
Puerto Rico,Juana Díaz zona urbana,
Puerto Rico,San Germán zona urbana,
Puerto Rico,Maunabo zona urbana,
Puerto Rico,Boquerón comunidad (Las Piedras Municipio),
Puerto Rico,Playita Cortada comunidad,
Puerto Rico,Candelaria comunidad,
Puerto Rico,Monte Grande comunidad,
Puerto Rico,La Yuca comunidad,
Puerto Rico,Loíza zona urbana,
Puerto Rico,Calzada comunidad,
Puerto Rico,Arecibo zona urbana,
Puerto Rico,Bayamón zona urbana,
Puerto Rico,Monte Verde comunidad,
Puerto Rico,Rincón zona urbana,
Puerto Rico,Peña Pobre comunidad,
Puerto Rico,Utuado zona urbana,
Puerto Rico,Villalba zona urbana,
Puerto Rico,Coto Laurel comunidad,
Puerto Rico,Guayanilla zona urbana,
Puerto Rico,Vayas comunidad,
Puerto Rico,Candelaria Arenas comunidad,
Puerto Rico,Candelero Abajo comunidad,
Puerto Rico,Dorado zona urbana,
Puerto Rico,San Antonio comunidad (Quebradillas Municipio),
Puerto Rico,Búfalo comunidad,
Puerto Rico,Morovis zona urbana,
Puerto Rico,H. Rivera Colón comunidad,
Puerto Rico,Toa Baja zona urbana,
Puerto Rico,Parcelas de Navarro comunidad,
Puerto Rico,Florida zona urbana,
Puerto Rico,Naranjito zona urbana,
Puerto Rico,Aguas Claras comunidad,
Puerto Rico,Corazón comunidad,
Puerto Rico,Fránquez comunidad,
Puerto Rico,Luis Lloréns Torres comunidad,
Puerto Rico,Comerío zona urbana,
Puerto Rico,El Mangó comunidad,
Puerto Rico,Palmarejo comunidad (Coamo Municipio),
Puerto Rico,Mucarabones comunidad,
Puerto Rico,Parcelas Mandry comunidad,
Puerto Rico,Quebradillas zona urbana,
Puerto Rico,San Antonio comunidad (Aguadilla Municipio),
Puerto Rico,Boquerón comunidad (Cabo Rojo Municipio),
Puerto Rico,Playita comunidad (Yabucoa Municipio),
Puerto Rico,Parcelas Peñuelas comunidad,
Puerto Rico,Orocovis zona urbana,
Puerto Rico,Mayagüez zona urbana,
Puerto Rico,Rafael Hernández comunidad,
Puerto Rico,Puerto Real comunidad,
Puerto Rico,Suárez comunidad,
Puerto Rico,Tiburones comunidad,
Puerto Rico,Parcelas Viejas Borinquen comunidad,
Puerto Rico,Playa Fortuna comunidad,
Puerto Rico,Playita comunidad (Salinas Municipio),
Puerto Rico,Canóvanas zona urbana,
Puerto Rico,Buena Vista comunidad (Arroyo Municipio),
Puerto Rico,Potala Pastillo comunidad,
Puerto Rico,Sabana comunidad,
Puerto Rico,Aguadilla zona urbana,
Puerto Rico,San Isidro comunidad,
Puerto Rico,Mariano Colón comunidad,
Puerto Rico,La Plena comunidad,
Puerto Rico,Humacao zona urbana,
Puerto Rico,Bairoa La Veinticinco comunidad,
Puerto Rico,Central Aguirre comunidad,
Puerto Rico,Arroyo zona urbana,
Puerto Rico,Isabela zona urbana,
Puerto Rico,Capitanejo comunidad,
Puerto Rico,Guayabal comunidad,
Puerto Rico,Guaynabo zona urbana,
Puerto Rico,Santo Domingo comunidad,
Puerto Rico,Garrochales comunidad,
Puerto Rico,Rafael Capó comunidad,
Puerto Rico,Pájaros comunidad,
Puerto Rico,Vieques comunidad,
Puerto Rico,Ceiba comunidad,
Puerto Rico,Ramos comunidad,
Puerto Rico,San Antonio comunidad (Dorado Municipio),
Puerto Rico,Indios comunidad,
Puerto Rico,Aguas Buenas zona urbana,
Puerto Rico,Sabana Seca comunidad,
Puerto Rico,El Ojo comunidad,
Puerto Rico,Las Croabas comunidad,
Puerto Rico,Hacienda San José comunidad,
Puerto Rico,Vieques zona urbana,
Puerto Rico,Las Marías zona urbana,
Puerto Rico,Adjuntas zona urbana,
Puerto Rico,Salinas zona urbana,
Puerto Rico,María Antonia comunidad,
Puerto Rico,Antón Ruíz comunidad,
Puerto Rico,Ingenio comunidad,
Puerto Rico,Palomas comunidad (Yauco Municipio),
Puerto Rico,Pueblito del Río comunidad,
Puerto Rico,Animas comunidad,
Puerto Rico,Tallaboa comunidad,
Puerto Rico,Santa Bárbara comunidad,
Puerto Rico,El Negro comunidad,
Puerto Rico,Cayuco comunidad,
Puerto Rico,Lajas zona urbana,
Puerto Rico,Campo Rico comunidad,
Puerto Rico,La Playa comunidad,
Puerto Rico,Magas Arriba comunidad,
Puerto Rico,Corcovado comunidad,
Puerto Rico,Las Piedras zona urbana,
Puerto Rico,El Combate comunidad,
Puerto Rico,Cidra zona urbana,
Puerto Rico,Los Panes comunidad,
Puerto Rico,Esperanza comunidad,
Puerto Rico,Hato Arriba comunidad,
Puerto Rico,Vega Baja zona urbana,
Puerto Rico,Luquillo zona urbana,
Puerto Rico,Parcelas La Milagrosa comunidad,
Puerto Rico,Santa Isabel zona urbana,
Puerto Rico,Corral Viejo comunidad,
Puerto Rico,Tallaboa Alta comunidad,
Puerto Rico,La Alianza comunidad,
Puerto Rico,Naguabo zona urbana,
Puerto Rico,Monserrate comunidad,
Puerto Rico,Levittown comunidad,
Puerto Rico,Stella comunidad,
Puerto Rico,Bajadero comunidad,
Puerto Rico,Marueño comunidad,
Puerto Rico,La Fermina comunidad,
Puerto Rico,La Luisa comunidad,
Puerto Rico,Corozal zona urbana,
Puerto Rico,Los Prados comunidad,
Puerto Rico,Maricao zona urbana,
Puerto Rico,Liborio Negrón Torres comunidad,
Puerto Rico,Parcelas Nuevas comunidad,
Puerto Rico,Sabana Hoyos comunidad,
Puerto Rico,Las Marías comunidad,
Puerto Rico,Galateo comunidad,
Puerto Rico,Hatillo zona urbana,
Puerto Rico,Daguao comunidad,
Puerto Rico,Piedra Aguza comunidad,
Puerto Rico,Palmer comunidad,
Puerto Rico,Coquí comunidad,
Puerto Rico,Gurabo zona urbana,
Puerto Rico,Vázquez comunidad,
Puerto Rico,Aguilita comunidad,
Puerto Rico,Candelero Arriba comunidad,
Puerto Rico,San Juan zona urbana,
Puerto Rico,Jayuya zona urbana,
Puerto Rico,Caguas zona urbana,
Puerto Rico,San Sebastián zona urbana,
Puerto Rico,Guánica zona urbana,
Puerto Rico,Campanilla comunidad,
Puerto Rico,Rosa Sánchez comunidad,
Puerto Rico,Ceiba zona urbana,
Puerto Rico,Río Lajas comunidad,
Puerto Rico,La Liga comunidad,
Puerto Rico,Río Grande zona urbana,
Puerto Rico,La Dolores comunidad,
Puerto Rico,Bajandas comunidad,
Puerto Rico,Los Llanos comunidad,
Puerto Rico,Bartolo comunidad,
Puerto Rico,Quebrada comunidad,
Puerto Rico,Las Carolinas comunidad,
Puerto Rico,Buena Vista comunidad (Humacao Municipio),
Puerto Rico,Barceloneta zona urbana,
Puerto Rico,Río Cañas Abajo comunidad,
Puerto Rico,Benítez comunidad,
Puerto Rico,Barahona comunidad,
Puerto Rico,Espino comunidad,
Puerto Rico,Breñas comunidad,
Puerto Rico,Juncal comunidad,
Puerto Rico,Sabana Grande zona urbana,
Puerto Rico,Santa Clara comunidad,
Puerto Rico,Pastos comunidad,
Puerto Rico,Peñuelas zona urbana,
Puerto Rico,Ciales zona urbana,
Puerto Rico,Vega Alta zona urbana,
Puerto Rico,Hato Candal comunidad,
Puerto Rico,Punta Santiago comunidad,
Puerto Rico,Tierras Nuevas Poniente comunidad,
Puerto Rico,Quebrada del Agua comunidad,
Puerto Rico,Martorell comunidad,
Puerto Rico,San Lorenzo zona urbana,
Puerto Rico,Aibonito zona urbana,
Puerto Rico,Hormigueros zona urbana,
Puerto Rico,Piedra Gorda comunidad,
Puerto Rico,Duque comunidad,
Puerto Rico,Aceitunas comunidad,
Puerto Rico,Las Ochenta comunidad,
Puerto Rico,Lluveras comunidad,
Puerto Rico,Pajonal comunidad,
Puerto Rico,Ponce zona urbana,
Puerto Rico,Anon Raices comunidad,
Puerto Rico,Betances comunidad,
Puerto Rico,Comunas comunidad,
Puerto Rico,Cayey zona urbana,
Puerto Rico,Pole Ojea comunidad,
Puerto Rico,Cerrillos Hoyos comunidad,
Puerto Rico,Moca zona urbana,
Puerto Rico,Celada comunidad,
Puerto Rico,Olimpo comunidad,
Puerto Rico,Cacao comunidad,
Puerto Rico,Palmas comunidad,
Puerto Rico,Palmarejo comunidad (Lajas Municipio),
Puerto Rico,Yaurel comunidad,
Puerto Rico,Río Blanco comunidad,
Puerto Rico,G. L. García comunidad,
Puerto Rico,Luis M. Cintrón comunidad,
Puerto Rico,Palmas del Mar comunidad,
Puerto Rico,Aguada zona urbana,
Puerto Rico,Manatí zona urbana,
Puerto Rico,Cataño zona urbana,
Puerto Rico,Coamo zona urbana,
Puerto Rico,Fajardo zona urbana,
Puerto Rico,Emajagua comunidad,
Puerto Rico,Coto Norte comunidad,
Puerto Rico,El Paraiso comunidad,
Puerto Rico,Fuig comunidad,
Puerto Rico,Carrizales comunidad,
Puerto Rico,Lamboglia comunidad,
Puerto Rico,Carolina zona urbana,
Puerto Rico,Añasco zona urbana,
Puerto Rico,Tibes comunidad,
Puerto Rico,Camuy zona urbana,
Rhode Island,Pascoag,35333
Rhode Island,Narragansett Pier,37237
Rhode Island,Newport,32688
Rhode Island,Newport East,32136
Rhode Island,Pawtucket,26337
Rhode Island,Providence,21165
Rhode Island,Quonochontaug,26970
Rhode Island,Tiverton,37183
Rhode Island,Valley Falls,36032
Rhode Island,Wakefield-Peacedale,27522
Rhode Island,Warwick,36814
Rhode Island,Watch Hill,31136
Rhode Island,Weekapaug,41736
Rhode Island,Westerly,31565
Rhode Island,Woonsocket,23594
Rhode Island,Wyoming,32500
Rhode Island,Misquamicut,44327
Rhode Island,Melville,35167
Rhode Island,Ashaway,40353
Rhode Island,Hopkinton,22444
Rhode Island,Kingston,4422
Rhode Island,Bradford,28272
Rhode Island,Carolina,37647
Rhode Island,Charlestown,45189
Rhode Island,Chepachet,30375
Rhode Island,Clayville,30221
Rhode Island,Cranston,31671
Rhode Island,Central Falls,17176
Rhode Island,East Providence,31184
Rhode Island,Foster Center,24310
Rhode Island,Greene,34250
Rhode Island,Greenville,38228
Rhode Island,Harmony,40492
Rhode Island,Harrisville,29417
Rhode Island,Cumberland Hill,43483
Rhode Island,Hope Valley,37863
South Carolina,Columbia,21352
South Carolina,Converse,13848
South Carolina,Conway,20145
South Carolina,Cope,37500
South Carolina,Cottageville,27106
South Carolina,Coronaca,-666666666
South Carolina,Coward,20948
South Carolina,Cowpens,23786
South Carolina,Cokesbury,27250
South Carolina,Cordova,21500
South Carolina,Clover,25551
South Carolina,City View,13125
South Carolina,Clinton,14474
South Carolina,Clifton,17193
