State,City,Population,Black,American Indian/Alaskan Native,Asian,Native Hawaiian / Pacific Islander,Hispanic/Latino,White,Other,Two or More,Total
Kansas,McPherson,13041,166,40,133,0,682,11702,65,351,13139
Kansas,Frontenac,3424,0,6,16,0,51,3324,0,27,3424
Kansas,Colwich,1159,0,3,2,0,31,1117,4,6,1163
Kansas,Kechi,2643,43,79,32,0,160,2318,4,49,2685
Kansas,Protection,379,0,0,0,0,86,288,0,5,379
Kansas,Attica,749,0,5,0,0,14,732,3,1,755
Kansas,Climax,40,0,0,0,0,0,40,0,0,40
Kansas,Glasco,514,0,0,0,0,4,510,2,0,516
Kansas,Hollenberg,22,0,0,0,0,2,20,0,0,22
Kansas,Dearing,603,0,53,0,0,55,491,0,17,616
Kansas,Tyro,195,0,8,0,0,5,181,0,1,195
Kansas,Byers,30,0,0,0,0,0,30,0,0,30
Kansas,Columbus,3113,0,9,20,0,36,2872,30,165,3132
Kansas,Scammon,591,0,3,17,0,6,517,0,49,592
Kansas,Mapleton,90,0,0,2,0,0,83,0,5,90
Kansas,Humboldt,1793,38,0,0,0,107,1557,21,97,1820
Kansas,Edmond,121,0,0,0,0,0,121,0,0,121
Kansas,Damar,161,0,0,4,0,2,155,0,0,161
Kansas,Jetmore,857,0,0,35,0,54,752,0,16,857
Kansas,Mound City,1019,22,4,0,0,2,953,0,38,1019
Kansas,Manter,308,0,5,0,0,58,197,6,67,333
Kansas,Oakley,1965,1,21,0,6,127,1761,8,51,1975
Kansas,Hill City,1559,78,5,25,0,29,1385,0,45,1567
Kansas,Morland,131,0,0,0,0,0,131,0,0,131
Kansas,Erie,1210,6,8,12,0,70,1086,0,41,1223
Kansas,Alden,114,0,0,4,0,1,103,0,6,114
Kansas,Herington,2163,93,30,70,0,249,1606,19,120,2187
Kansas,Leawood,34570,403,22,1397,0,940,31380,96,503,34741
Kansas,Roeland Park,6796,221,20,139,0,517,5556,194,392,7039
Kansas,Dwight,197,0,0,3,0,8,182,0,4,197
Kansas,Atwood,1104,9,3,0,0,135,936,75,21,1179
Kansas,Andale,901,2,0,0,0,44,855,2,0,903
Kansas,Muscotah,176,5,0,0,0,8,168,0,0,181
Kansas,Oaklawn-Sunview,3144,88,188,388,0,578,1723,306,222,3493
Kansas,Garnett,3251,27,144,0,0,57,3021,0,2,3251
Kansas,Kincaid,111,0,0,0,0,0,111,0,0,111
Kansas,Westphalia,161,0,6,0,0,5,150,0,2,163
Kansas,St. John,1269,4,7,0,0,160,1078,8,27,1284
Kansas,Geneseo,234,2,0,0,0,20,212,0,0,234
Kansas,Parker,484,0,0,0,0,3,481,0,0,484
Kansas,Bazine,339,0,0,0,0,78,258,76,3,415
Kansas,Wilson,730,7,0,3,0,18,673,0,29,730
Kansas,New Strawn,437,0,10,0,0,61,361,3,5,440
Kansas,Towanda,1292,0,6,0,0,18,1207,4,66,1301
Kansas,Whitewater,789,5,4,1,0,15,732,0,38,795
Kansas,Phillipsburg,2655,27,4,11,0,123,2450,0,40,2655
Kansas,Alma,953,0,5,4,0,112,799,0,33,953
Kansas,Paola,5585,185,201,46,0,67,5014,40,75,5628
Kansas,Kiowa,937,14,16,0,0,24,830,2,53,939
Kansas,Sharon,166,0,0,9,0,1,149,0,7,166
Kansas,Burlington,2587,30,18,12,0,29,2370,4,135,2598
Kansas,Hanston,304,0,2,0,0,53,245,4,4,308
Kansas,Beverly,133,0,0,0,0,17,116,0,0,133
Kansas,Leonardville,486,0,1,2,0,6,476,0,1,486
Kansas,Troy,937,1,0,3,0,88,833,1,19,945
Kansas,Viola,92,0,0,0,0,0,91,0,1,92
Kansas,Langdon,36,0,0,0,0,0,36,0,0,36
Kansas,Mankato,870,18,0,0,4,24,819,0,5,870
Kansas,Esbon,126,0,9,0,0,18,97,0,3,127
Kansas,Valley Center,6747,77,11,57,0,450,5968,26,184,6773
Kansas,Elkhart,1689,9,0,0,0,428,1228,63,31,1759
Kansas,Independence,8847,568,91,216,41,642,7033,66,302,8959
Kansas,Wichita,389563,43345,3956,19534,201,66379,245327,15403,16565,410710
Kansas,Princeton,242,0,0,2,0,4,231,0,5,242
Kansas,Pomona,1158,14,17,0,4,39,1024,45,52,1195
Kansas,Hutchinson,41146,1660,407,289,0,5183,32713,497,1418,42167
Kansas,Buhler,1188,0,5,2,0,37,1125,5,33,1207
Kansas,Greensburg,910,15,2,20,0,96,781,12,10,936
Kansas,Weir,624,0,1,0,0,3,620,0,0,624
Kansas,Moline,381,0,0,0,0,2,375,1,4,382
Kansas,Coldwater,892,0,0,0,0,23,849,2,20,894
Kansas,Haysville,11298,64,217,45,0,547,9845,150,696,11564
Kansas,Sedgwick,1432,0,9,0,0,88,1273,0,62,1432
Kentucky,Bremen,226,0,0,0,0,0,226,0,0,226
Kentucky,St. Regis Park,1336,9,0,12,0,17,1290,0,8,1336
Kentucky,Pioneer Village,2872,35,0,52,0,49,2687,12,37,2872
Kentucky,Augusta,1119,0,0,0,0,8,1107,0,4,1119
Kentucky,Falmouth,2915,15,8,8,0,10,2845,0,29,2915
Kentucky,Fort Knox,8965,1368,116,195,86,1546,5407,173,722,9613
Kentucky,Gamaliel,303,0,0,0,0,0,289,0,14,303
Kentucky,Goshen,960,32,0,15,0,1,884,0,28,960
Kentucky,Buckhorn,115,7,0,0,0,15,93,0,0,115
Kentucky,Pikeville,6967,250,70,84,0,124,6330,0,116,6974
Kentucky,Newport,15152,1708,1,19,20,736,12443,359,240,15526
Kentucky,Worthington Hills,1494,396,0,78,0,152,833,3,81,1543
Kentucky,Woodland Hills,723,50,17,3,0,14,625,0,14,723
Kentucky,Phelps,750,0,0,0,0,0,750,0,0,750
Kentucky,Kuttawa,678,100,0,9,0,30,488,0,51,678
Kentucky,Brandenburg,2850,101,34,94,0,30,2519,22,72,2872
Kentucky,Clay,1030,0,0,0,0,0,1024,0,6,1030
Kentucky,Wheatcroft,130,0,0,0,0,0,130,0,0,130
Kentucky,Hyden,443,0,0,30,0,1,409,0,4,444
Kentucky,Windy Hills,2297,39,0,40,0,46,2104,32,68,2329
Kentucky,Calvert City,2509,4,12,14,0,132,2309,20,83,2574
Kentucky,Tompkinsville,2731,218,11,0,7,218,2252,37,25,2768
Kentucky,Lebanon,5621,1099,0,0,0,406,4062,125,54,5746
Kentucky,Raywick,139,0,0,0,0,0,139,0,0,139
Kentucky,Coal Run Village,1534,0,0,26,0,73,1386,68,49,1602
Kentucky,La Grange,8735,476,0,141,17,669,7116,294,307,9020
Kentucky,River Bluff,471,22,4,3,0,26,407,3,23,488
Kentucky,Lakeview Heights,304,2,0,0,0,2,300,0,0,304
Kentucky,Ravenna,673,0,21,12,7,40,578,0,19,677
Kentucky,Crestview Hills,3281,96,0,57,0,50,3031,10,61,3305
Kentucky,Erlanger,18776,691,24,455,0,544,16460,231,649,19054
Kentucky,Ekron,333,0,0,7,0,0,322,0,4,333
Kentucky,Princeton,6157,800,0,0,0,173,5181,0,55,6209
Kentucky,Claryville,2581,26,0,10,0,13,2526,13,6,2594
Kentucky,Mentor,312,0,0,0,0,0,312,0,0,312
Kentucky,Clinton,1368,355,12,10,0,19,932,0,42,1370
Kentucky,Edgewood,8723,122,9,119,0,15,8279,0,188,8732
Kentucky,Fort Mitchell,8237,45,0,290,14,456,7235,324,211,8575
Kentucky,Irvington,1268,149,0,0,0,19,1054,18,47,1287
Kentucky,Perryville,1009,59,0,0,0,6,935,8,5,1013
Kentucky,Clay City,1059,0,20,0,0,20,1031,0,8,1079
Kentucky,Brodhead,1527,0,11,0,0,13,1496,0,7,1527
Kentucky,Alexandria,9211,0,0,51,0,155,8828,0,177,9211
Kentucky,Jeffersonville,1912,0,0,0,0,17,1864,0,31,1912
Kentucky,Owenton,1616,34,0,0,17,16,1533,0,16,1616
Kentucky,Beattyville,1375,46,0,19,0,40,1280,0,3,1388
Kentucky,Warfield,350,0,0,0,0,0,350,0,0,350
Kentucky,Berea,15188,565,47,115,0,726,13396,234,338,15421
Kentucky,Eddyville,2565,194,0,0,0,150,2201,12,36,2593
Kentucky,Science Hill,553,0,0,0,0,22,531,0,0,553
Kentucky,Gratz,90,0,0,0,0,0,90,0,0,90
Kentucky,McRoberts,893,37,0,0,0,0,856,0,0,893
Kentucky,Woodlawn Park,864,38,0,11,0,11,799,0,5,864
Kentucky,Westwood,670,20,0,6,0,29,606,0,9,670
Kentucky,Seneca Gardens,662,0,0,0,0,0,657,5,0,662
Kentucky,Fleming-Neon,599,7,0,0,0,10,582,0,10,609
Kentucky,Rolling Hills,909,195,0,25,0,58,607,11,35,931
Kentucky,Bellevue,5828,142,0,33,0,31,5483,0,139,5828
Kentucky,Hunters Hollow,269,3,0,0,0,3,255,0,8,269
Kentucky,Hillview,8987,255,0,0,0,103,8244,75,368,9045
Kentucky,Salyersville,1772,0,4,0,0,25,1743,0,0,1772
Kentucky,Fredonia,628,36,0,0,0,0,576,0,16,628
Kentucky,Sardis,93,0,0,0,0,0,91,0,2,93
Kentucky,Indian Hills,2965,27,3,129,0,40,2723,5,46,2973
Kentucky,Mockingbird Valley,155,0,0,4,0,0,150,0,1,155
Kentucky,Old Brownsboro Place,394,16,0,9,0,5,360,0,4,394
Kentucky,Highland Heights,7136,366,14,104,0,165,6473,56,6,7184
Kentucky,Annville,1110,7,0,0,0,2,1085,0,16,1110
Kentucky,Manor Creek,322,7,0,0,0,18,291,0,6,322
Kentucky,Lexington-Fayette urban,318734,45876,810,11602,168,22854,227283,8555,11459,328607
Kentucky,Bancroft,469,15,0,9,0,17,425,6,1,473
Kentucky,South Wallins,583,0,0,0,0,0,583,0,0,583
Kentucky,Hodgenville,3213,210,0,0,0,214,2754,166,22,3366
Kentucky,Upton,699,36,2,0,0,2,649,0,10,699
Kentucky,Bellemeade,814,34,0,9,0,22,718,10,31,824
Kentucky,Bellewood,302,0,0,3,0,5,291,5,3,307
Kentucky,Crossgate,241,0,0,1,0,4,236,2,0,243
Kentucky,Audubon Park,1352,6,6,14,0,15,1304,10,7,1362
Kentucky,Goose Creek,267,13,0,2,0,4,242,0,6,267
Kentucky,Fincastle,868,316,0,43,0,43,396,3,70,871
Kentucky,Hurstbourne Acres,1891,150,19,756,0,90,778,19,79,1891
Kentucky,Parkway Village,644,49,0,3,0,4,575,0,13,644
Kentucky,St. Matthews,18147,1276,29,353,16,1286,14856,335,445,18596
Kentucky,Strathmoor Manor,367,0,0,2,0,3,357,0,5,367
Kentucky,Watterson Park,1082,407,0,0,0,180,493,56,17,1153
Kentucky,Wellington,438,0,0,6,0,11,408,3,16,444
Kentucky,Norbourne Estates,430,0,0,0,0,7,423,0,0,430
Kentucky,Benham,527,0,0,0,0,0,501,4,22,527
Kentucky,Wingo,728,17,3,25,0,19,653,2,17,736
Kentucky,Wheelwright,645,58,0,0,0,0,587,0,0,645
Kentucky,Booneville,143,0,0,3,0,0,140,0,0,143
Kentucky,Pewee Valley,1568,19,0,30,0,20,1463,8,33,1573
Kentucky,Greenville,4323,358,5,13,0,26,3875,5,46,4328
Kentucky,Central City,5822,736,0,23,0,144,4864,0,55,5822
Kentucky,West Liberty,3369,341,0,98,0,22,2836,29,58,3384
Kentucky,Benton,4460,51,0,0,0,14,4327,0,68,4460
Kentucky,Vanceburg,1400,4,0,0,0,0,1391,0,5,1400
Kentucky,St. Charles,334,0,0,0,0,2,327,0,7,336
Kentucky,Nebo,184,3,0,0,0,0,175,0,6,184
Kentucky,Madisonville,19138,2176,153,230,0,647,15346,203,669,19424
Kentucky,Nicholasville,29977,1743,104,340,0,1086,26243,374,575,30465
Kentucky,Sonora,709,5,0,5,0,13,682,6,4,715
Kentucky,Westwood,4509,0,0,0,0,66,4411,0,32,4509
Kentucky,Jeffersontown,28178,3298,86,901,18,1391,21715,604,857,28870
Kentucky,Milton,693,0,0,6,0,12,661,1,14,694
Kentucky,Greensburg,2214,45,0,0,0,52,2057,0,60,2214
Kentucky,Plum Springs,464,39,0,0,0,47,374,19,3,482
Kentucky,East Bernstadt,876,9,6,0,0,0,853,0,8,876
Kentucky,Blackey,150,0,0,0,0,0,150,0,0,150
Kentucky,Oakland,240,15,0,0,0,0,221,2,2,240
Kentucky,Sanders,233,21,0,0,0,0,203,0,9,233
Kentucky,North Middletown,747,0,0,0,0,25,714,3,8,750
Kentucky,Ashland,20822,493,23,133,0,352,19223,95,646,20965
Kentucky,Owensboro,59188,3803,69,1113,262,2377,49684,385,2131,59824
Kentucky,Warsaw,1861,118,0,6,0,318,1401,226,28,2097
Kentucky,South Shore,982,6,0,12,0,20,885,7,72,1002
Kentucky,Anchorage,2281,37,10,74,0,14,2092,10,46,2283
Kentucky,Vine Grove,5969,951,15,139,30,223,4154,25,531,6068
Kentucky,Harlan,1452,55,7,64,0,4,1313,7,2,1452
Kentucky,Forest Hills,437,7,0,5,0,5,415,4,6,442
Kentucky,Belleview,308,0,0,0,0,0,308,0,0,308
Kentucky,Hickory Hill,117,11,0,12,0,0,92,0,2,117
Kentucky,Beechmont,755,0,0,0,0,0,725,0,30,755
Kentucky,Beech Grove,415,17,0,0,0,0,398,0,0,415
Kentucky,Bandana,355,0,0,0,0,0,355,0,0,355
Kentucky,Auxier,892,0,0,0,0,0,892,0,0,892
Kentucky,Artemus,531,35,0,0,0,0,496,0,0,531
Kentucky,Louisville/Jefferson County metro government (balance),617032,144744,1116,16618,329,33343,405969,5779,16870,624768
Kentucky,Middlesborough,9583,558,14,30,0,251,8552,31,154,9590
Kentucky,Heritage Creek,1069,80,0,0,0,43,938,12,8,1081
Kentucky,Woodburn,365,3,0,0,0,0,362,0,0,365
Kentucky,Meadow Vale,733,57,0,5,0,13,629,5,27,736
Kentucky,Worthville,178,15,0,0,0,0,163,0,0,178
Kentucky,Liberty,1970,37,0,0,0,67,1832,9,34,1979
Kentucky,Dry Ridge,2465,0,0,0,0,34,2284,34,147,2499
Kentucky,Wurtland,1385,0,0,4,0,18,1331,0,36,1389
Kentucky,Horse Cave,2376,312,6,21,0,131,1798,0,108,2376
Kentucky,Eminence,2546,296,0,100,0,268,1771,164,136,2735
Kentucky,Briarwood,514,26,3,0,0,33,427,0,25,514
Kentucky,Douglass Hills,5702,668,10,279,0,23,4445,0,277,5702
Kentucky,Druid Hills,399,0,0,0,0,2,392,5,0,399
Kentucky,Glenview,455,0,0,24,0,12,419,0,0,455
Kentucky,Glenview Manor,266,0,0,2,0,0,262,0,2,266
Kentucky,Hills and Dales,182,2,0,0,0,0,180,0,0,182
Kentucky,Hollow Creek,765,70,0,21,0,23,642,5,9,770
Kentucky,Hollyvilla,477,14,0,2,0,7,442,0,12,477
Kentucky,Meadowview Estates,425,96,0,20,3,12,290,0,6,427
Kentucky,Kingsley,406,0,0,0,0,4,397,0,5,406
Kentucky,Trenton,445,63,0,0,0,7,354,7,21,452
Kentucky,Richlawn,387,5,0,2,0,7,373,0,3,390
Kentucky,Drakesboro,474,42,0,0,0,3,429,0,0,474
Kentucky,Greenup,1268,102,0,0,0,39,1104,3,38,1286
Kentucky,Guthrie,1340,545,0,0,0,28,719,0,48,1340
Kentucky,Raceland,2661,0,0,0,0,0,2631,0,30,2661
Kentucky,West Point,907,0,22,0,0,14,869,0,2,907
Kentucky,Munfordville,1688,158,0,0,0,0,1516,0,14,1688
Kentucky,Lincolnshire,170,30,0,0,0,0,137,0,3,170
Kentucky,Providence,3050,408,5,0,0,7,2441,17,179,3057
Kentucky,Crestwood,4914,68,11,47,0,610,4137,39,108,5020
Kentucky,Wayland,313,5,4,0,0,2,292,0,12,315
Kentucky,Allen,191,0,0,0,0,0,191,0,0,191
Kentucky,Marion,2935,109,0,0,0,60,2716,60,50,2995
Kentucky,Dycusburg,78,0,0,0,0,0,78,0,0,78
Kentucky,Ghent,362,1,0,7,0,6,325,0,23,362
Kentucky,Catlettsburg,1931,110,3,0,7,21,1741,14,56,1952
Kentucky,Dixon,1069,80,0,0,0,8,966,8,15,1077
Kentucky,Mount Olivet,499,14,0,0,0,0,485,0,0,499
Kentucky,Hazard,5170,67,18,317,0,0,4720,0,48,5170
Kentucky,Prestonsburg,3645,230,0,36,0,41,3282,13,71,3673
Kentucky,Buckner,5465,577,38,6,0,140,4634,16,67,5478
Kentucky,Flemingsburg,2837,197,0,0,0,151,2419,89,92,2948
Kentucky,Burkesville,1733,261,0,0,0,25,1408,0,39,1733
Kentucky,Elizabethtown,29474,2946,74,1013,56,1565,22351,459,1567,30031
Kentucky,Bellefonte,856,9,4,23,0,0,809,0,11,856
Kentucky,Worthington,1579,12,6,0,0,5,1556,0,5,1584
Kentucky,Radcliff,22693,6604,120,699,103,2252,11665,524,1723,23690
Kentucky,Cumberland,2039,11,0,4,0,24,1939,0,61,2039
Kentucky,Campbellsburg,961,5,0,15,0,35,892,2,14,963
Kentucky,Creekside,295,3,0,4,0,0,285,0,3,295
Kentucky,New Castle,1094,27,2,0,0,7,1023,0,35,1094
Kentucky,Barbourmeade,1416,35,0,6,0,26,1334,0,15,1416
Kentucky,Brownsboro Farm,664,4,0,18,0,13,627,0,2,664
Kentucky,Sparta,332,9,0,0,0,28,286,7,14,344
Kentucky,Eubank,397,11,0,0,0,5,366,3,15,400
Kentucky,Millersburg,718,14,0,0,0,12,692,0,0,718
Kentucky,Paris,9874,1332,0,89,0,529,7872,32,52,9906
Kentucky,Hazel,391,44,0,0,0,14,314,1,21,394
Kentucky,Whitesville,499,0,0,0,0,0,468,0,31,499
Kentucky,Camargo,1399,0,0,0,0,48,1299,9,43,1399
Kentucky,Fountain Run,193,2,0,0,0,0,191,0,0,193
Kentucky,Williamstown,3924,54,20,0,0,0,3798,7,45,3924
Kentucky,Poplar Hills,415,173,0,0,0,160,70,33,12,448
Kentucky,Norwood,450,4,0,8,0,5,429,0,4,450
Kentucky,Northfield,1142,8,0,82,0,23,1025,0,4,1142
Kentucky,Murray Hill,596,21,0,10,0,7,555,0,6,599
Kentucky,Meadowbrook Farm,140,0,0,2,0,10,128,0,0,140
Kentucky,Maryhill Estates,212,0,0,0,0,0,212,0,0,212
Kentucky,Hurstbourne,4383,33,0,532,0,90,3663,33,91,4442
Kentucky,Graymoor-Devondale,2959,202,0,99,0,141,2462,16,68,2988
Kentucky,Moorland,460,8,0,0,0,6,442,0,4,460
Kentucky,Middletown,7865,463,109,121,0,575,6357,157,295,8077
Kentucky,Houston Acres,469,19,0,6,0,0,444,0,0,469
Kentucky,Coldstream,1394,444,0,50,0,19,843,17,40,1413
Kentucky,Brownsboro Village,359,4,0,4,0,3,348,0,2,361
Kentucky,Broeck Pointe,326,30,0,0,0,10,286,0,2,328
Kentucky,Beechwood Village,1338,23,0,17,0,13,1267,4,21,1345
Kentucky,Riverwood,483,0,0,7,0,9,465,0,2,483
Kentucky,London,8020,209,60,84,0,13,7416,19,224,8025
Kentucky,Rolling Fields,714,0,0,0,0,0,711,3,0,714
Kentucky,Ten Broeck,129,0,0,3,0,0,124,0,2,129
Kentucky,Inez,870,0,0,0,0,0,870,0,0,870
Kentucky,Bradfordsville,248,0,13,0,0,4,231,0,0,248
Kentucky,North Corbin,2211,0,0,0,0,0,2211,0,0,2211
Kentucky,West Buechel,1501,732,4,170,0,94,494,10,24,1528
Kentucky,Spring Valley,778,12,0,4,0,20,725,0,17,778
Kentucky,Plantation,896,73,0,20,0,46,745,0,16,900
Kentucky,Lyndon,11427,1625,0,284,9,761,8615,60,151,11505
Kentucky,Blaine,55,10,0,0,0,0,45,0,0,55
Kentucky,Mount Sterling,7180,440,85,7,0,163,6414,0,71,7180
Kentucky,Germantown,72,0,0,0,0,0,72,0,0,72
Kentucky,Dover,283,0,0,0,0,0,283,0,0,283
Kentucky,Loretto,670,0,5,2,0,3,622,3,38,673
Kentucky,Concord,9,0,0,0,0,0,9,0,0,9
Kentucky,Whitesburg,2335,11,12,16,0,21,2231,0,44,2335
Kentucky,Jenkins,2358,33,0,2,0,33,2269,12,42,2391
Kentucky,Thornhill,273,12,0,0,0,2,255,0,4,273
Kentucky,Muldraugh,1066,81,5,0,0,43,901,23,36,1089
Kentucky,Mount Vernon,2702,17,140,0,0,0,2539,0,6,2702
Kentucky,Fairview,144,0,0,0,0,0,140,0,4,144
Kentucky,Hardinsburg,2357,62,0,0,0,13,2218,13,64,2370
Kentucky,Beaver Dam,3560,38,0,33,0,336,3077,0,76,3560
Kentucky,Hartford,2722,89,0,7,0,51,2564,51,11,2773
Kentucky,Russell Springs,2550,0,0,0,0,404,2094,404,52,2954
Kentucky,Waverly,375,5,0,0,0,0,366,0,4,375
Kentucky,Barlow,571,4,0,1,0,10,548,0,16,579
Kentucky,La Center,894,110,0,6,0,0,778,0,0,894
Kentucky,Harrodsburg,8403,628,12,145,0,312,7124,10,182,8413
Kentucky,Bloomfield,860,134,8,2,0,9,695,0,12,860
Kentucky,Glasgow,14370,1067,17,53,0,689,11942,160,684,14612
Kentucky,Ledbetter,1770,59,0,0,0,133,1578,0,0,1770
Kentucky,Hustonville,530,0,0,4,0,0,522,0,4,530
Kentucky,Maysville,8797,726,6,128,0,243,7301,13,380,8797
Kentucky,Richmond,34566,2618,46,484,7,743,29723,142,1007,34770
Kentucky,Ferguson,936,18,0,0,0,21,885,0,16,940
Kentucky,Orchard Grass Hills,1862,130,3,11,0,119,1565,2,63,1893
Kentucky,Louisa,2947,43,5,0,0,73,2812,0,36,2969
Kentucky,Carlisle,2323,33,9,0,0,30,2239,4,20,2335
Kentucky,Sturgis,1771,86,5,24,0,0,1656,0,0,1771
Kentucky,Leitchfield,6784,232,85,0,0,28,6249,131,87,6812
Kentucky,Hindman,568,10,0,0,0,2,550,0,6,568
Kentucky,Brooksville,666,0,0,23,0,9,628,0,6,666
Kentucky,Lebanon Junction,2046,0,0,0,0,4,2042,0,0,2046
Kentucky,Cold Spring,6319,12,0,49,0,0,6209,0,49,6319
Kentucky,Hickman,2318,901,6,3,0,38,1360,15,29,2352
Kentucky,Earlington,1458,216,0,0,0,53,1117,0,81,1467
Kentucky,Whitley City,1694,63,8,82,0,8,1541,0,0,1702
Kentucky,Manchester,1440,160,0,0,5,5,1224,9,42,1445
Kentucky,Irvine,2230,13,37,0,0,0,2167,0,13,2230
Kentucky,Crofton,508,18,0,0,1,3,460,0,29,511
Kentucky,Winchester,18413,1339,17,155,0,621,15968,52,358,18510
Kentucky,Lancaster,3832,169,0,17,0,17,3545,0,84,3832
Kentucky,Cynthiana,6348,338,0,0,0,224,5456,76,314,6408
Kentucky,Robards,514,12,0,1,0,0,491,0,10,514
Kentucky,Rockport,225,0,0,0,0,11,214,0,0,225
Kentucky,Columbia,4722,470,0,23,0,98,4090,15,41,4737
Kentucky,South Carrollton,217,0,0,0,0,0,202,0,15,217
Kentucky,Powderly,917,0,0,0,0,7,904,0,10,921
Kentucky,Mayfield,9940,1345,0,57,11,1316,7115,362,210,10416
Kentucky,Carrollton,3849,193,0,0,0,216,3391,216,49,4065
Kentucky,Prestonville,99,0,0,0,0,8,85,8,6,107
Kentucky,Martin,517,7,0,6,0,0,504,0,0,517
Kentucky,Fort Campbell North,13882,2428,248,636,95,2552,7464,259,931,14613
Kentucky,LaFayette,180,7,0,0,0,5,164,1,4,181
Kentucky,Scottsville,4412,125,0,0,0,0,4204,0,83,4412
Kentucky,Kevil,624,8,0,0,0,8,601,6,7,630
Kentucky,Burgin,1087,54,0,10,0,0,966,0,57,1087
Kentucky,Bardstown,13042,1504,0,36,0,170,10845,76,500,13131
Kentucky,Burlington,17069,994,0,167,0,735,14470,60,786,17212
Kentucky,Florence,31940,1843,43,847,0,1367,27289,579,598,32566
Kentucky,Sadieville,357,0,0,0,0,0,352,0,5,357
Kentucky,Shelbyville,15660,1695,0,254,0,2380,10916,213,485,15943
Kentucky,Caneyville,647,0,1,0,0,1,619,0,26,647
Kentucky,Clarkson,995,15,9,0,0,75,883,0,13,995
Kentucky,Pineville,1808,41,3,0,0,3,1694,0,70,1811
Kentucky,Ewing,252,10,0,0,0,0,242,0,0,252
Kentucky,Woodlawn,205,5,0,4,0,5,190,4,1,209
Kentucky,Wilder,3083,75,0,113,0,13,2874,0,21,3096
Kentucky,Pine Knot,1350,170,0,43,0,63,1032,0,42,1350
Kentucky,Lawrenceburg,11272,503,0,0,0,123,10493,0,192,11311
Kentucky,Stanford,3673,204,4,0,8,189,3246,0,182,3833
Kentucky,Slaughters,261,0,0,4,0,10,245,0,2,261
Kentucky,Butler,706,64,0,0,0,0,642,0,0,706
Kentucky,Elkton,2291,273,0,0,0,198,1758,32,62,2323
Kentucky,Sebree,1362,21,0,0,8,546,800,188,48,1611
Kentucky,Hopkinsville,31483,9577,148,394,113,1315,19246,322,819,31934
Kentucky,Owingsville,2052,17,13,27,0,47,1902,0,46,2052
Kentucky,Pippa Passes,631,8,0,8,0,15,583,3,20,637
Kentucky,Brooks,2575,15,0,8,0,207,2278,26,49,2583
Kentucky,Fox Chase,528,6,6,0,0,2,481,1,33,529
Kentucky,Hebron Estates,1080,0,7,0,0,8,1027,0,38,1080
Kentucky,California,133,0,0,0,0,0,133,0,0,133
Kentucky,Southgate,3859,203,0,138,0,162,3257,0,111,3871
Kentucky,Bardwell,743,0,21,13,0,6,703,0,0,743
Kentucky,Wilmore,6299,254,79,269,0,151,5340,67,206,6366
Kentucky,Vicco,319,0,0,0,0,0,302,0,17,319
Kentucky,Oneida,339,7,0,0,0,5,327,5,0,344
Kentucky,Garrison,550,0,0,0,0,0,550,0,0,550
Kentucky,Corydon,838,92,0,0,0,59,640,0,47,838
Kentucky,Adairville,947,151,0,21,0,23,727,17,25,964
Kentucky,Morehead,7674,273,45,175,0,249,6779,10,165,7696
Kentucky,Auburn,1293,90,0,0,0,122,1076,0,66,1354
Kentucky,Lewisburg,783,21,0,8,2,22,721,7,9,790
Kentucky,Russellville,7008,1295,0,24,0,101,5433,2,155,7010
Kentucky,Park City,635,34,0,0,0,0,574,0,27,635
Kentucky,Junction City,2080,70,0,2,0,46,1934,0,28,2080
Kentucky,Hendron,4821,237,0,13,0,62,4398,0,111,4821
Kentucky,Reidland,4467,278,0,0,0,0,4136,0,53,4467
Kentucky,Oakbrook,9301,130,0,472,0,198,8215,28,286,9329
Kentucky,Salem,674,5,0,2,1,17,642,0,8,675
Kentucky,Livermore,1304,0,0,0,0,0,1230,0,74,1304
Kentucky,Covington,40552,4550,130,198,2,2220,31973,1375,1599,42047
Kentucky,Crescent Springs,4035,30,0,23,0,141,3773,0,68,4035
Kentucky,Villa Hills,7410,15,8,0,0,89,7256,0,42,7410
Kentucky,Nortonville,879,2,0,0,4,6,859,0,14,885
Kentucky,Stearns,1052,0,0,0,0,0,1040,0,12,1052
Kentucky,Stamping Ground,847,39,0,0,0,6,802,6,0,853
Kentucky,Franklin,8762,1489,56,122,0,245,6704,118,245,8979
Kentucky,Corinth,233,0,0,0,0,0,233,0,0,233
Kentucky,Campbellsville,11413,628,0,198,0,413,9522,81,833,11675
Kentucky,Island,515,0,0,0,0,86,425,0,4,515
Kentucky,Paducah,24879,5745,167,79,32,775,17516,151,676,25141
Kentucky,Pleasureville,1016,16,0,0,0,5,995,0,0,1016
Kentucky,Albany,2293,4,0,6,0,120,2140,78,60,2408
Kentucky,Rochester,287,0,0,0,4,0,283,0,0,287
Kentucky,Blandville,103,0,0,0,0,0,103,0,0,103
Kentucky,Independence,27183,475,32,617,13,281,25330,163,436,27347
Kentucky,Kenton Vale,123,0,0,0,0,9,114,9,0,132
Kentucky,McHenry,417,0,0,0,0,39,378,0,0,417
Kentucky,Morganfield,3463,757,0,0,0,57,2539,19,124,3496
Kentucky,Corbin,7194,1,0,0,0,182,6960,74,51,7268
Kentucky,Lakeside Park,2749,61,0,0,0,100,2633,0,16,2810
Kentucky,Ludlow,4515,67,0,0,0,206,4193,7,59,4532
Kentucky,Ryland Heights,1106,0,0,0,0,16,1090,0,0,1106
