State,City,Population,Black,American Indian/Alaskan Native,Asian,Native Hawaiian / Pacific Islander,Hispanic/Latino,White,Other,Two or More,Total
Kentucky,Hanson,733,0,0,0,0,14,708,0,17,739
Kentucky,Cloverport,908,22,0,0,0,19,864,6,3,914
Kentucky,Woodbury,42,0,0,0,0,0,42,0,0,42
Kentucky,Sandy Hook,714,8,0,0,0,5,692,5,9,719
Kentucky,Henderson,28800,3010,79,165,5,906,23546,456,1044,29211
Kentucky,Simpsonville,2786,98,0,68,37,335,2165,108,83,2894
Kentucky,Campton,544,0,0,3,0,0,541,0,0,544
Kentucky,Shepherdsville,12117,80,51,108,0,292,11260,214,257,12262
Kentucky,Fort Thomas,16313,297,22,294,0,368,15099,43,247,16370
Kentucky,Brownsville,832,7,6,0,0,11,807,0,10,841
Kentucky,Fulton,2522,613,16,4,0,79,1734,12,76,2534
Kentucky,Dawson Springs,2690,32,0,6,0,12,2549,0,98,2697
Kentucky,Arlington,376,30,24,0,0,22,285,24,13,398
Kentucky,Mackville,252,0,0,0,0,0,245,0,7,252
Kentucky,Springfield,2982,573,0,25,0,310,2015,136,59,3118
Kentucky,Willisburg,380,0,0,0,0,0,380,0,0,380
Kentucky,Williamsburg,5269,269,0,86,0,154,4668,0,92,5269
Kentucky,Morgantown,2627,19,0,0,0,399,2160,131,66,2775
Kentucky,Bromley,944,63,3,0,0,40,807,9,22,944
Kentucky,Frenchburg,776,0,0,0,0,0,771,0,5,776
Kentucky,Carrsville,36,0,0,0,0,0,36,0,0,36
Kentucky,Massac,4888,359,0,58,0,121,4218,22,132,4910
Kentucky,Georgetown,32902,2249,55,451,0,1351,27608,743,1313,33770
Kentucky,Fancy Farm,601,1,0,0,0,0,600,0,0,601
Kentucky,Fairview,294,0,0,0,0,0,294,0,0,294
Kentucky,Ezel,153,0,0,0,0,0,153,0,0,153
Kentucky,Emlyn,448,0,0,0,0,0,448,0,0,448
Kentucky,Elizaville,151,0,0,0,0,0,151,0,0,151
Kentucky,Dwale,142,0,0,0,0,0,142,0,0,142
Kentucky,Doe Valley,1877,0,0,0,0,0,1854,0,23,1877
Kentucky,Dexter,319,0,0,0,0,10,309,0,10,329
Kentucky,Crayne,174,0,0,0,0,0,164,0,10,174
Kentucky,Coldiron,202,0,0,0,0,0,202,0,0,202
Kentucky,Diablock,318,0,0,0,0,0,318,0,0,318
Kentucky,Chaplin,314,0,0,0,0,19,295,0,0,314
Kentucky,Farley,4398,128,5,0,0,153,3954,14,144,4398
Kentucky,Cerulean,283,180,0,0,0,0,103,0,0,283
Kentucky,Cayce,69,0,0,0,0,0,53,5,11,69
Kentucky,Cawood,497,62,0,0,0,0,435,0,0,497
Kentucky,Cannonsburg,719,0,0,0,0,0,719,0,0,719
Kentucky,Burna,229,0,0,0,0,0,229,0,0,229
Kentucky,Buffalo,379,0,0,18,0,0,352,0,9,379
Kentucky,Boston,113,0,0,0,0,0,113,0,0,113
Kentucky,Smithland,270,0,0,1,0,15,254,4,3,277
Kentucky,Crab Orchard,960,15,0,0,0,29,898,15,5,962
Kentucky,Calhoun,883,5,0,5,0,42,831,11,0,894
Kentucky,Sacramento,476,24,0,2,0,0,443,0,7,476
Kentucky,Smiths Grove,764,88,0,6,0,0,634,0,36,764
Kentucky,Betsy Layne,727,0,0,0,0,0,727,0,0,727
Kentucky,Cecilia,667,0,0,0,0,0,667,0,0,667
Kentucky,Fort Wright,5724,125,16,112,0,128,5240,65,103,5789
Kentucky,Farmers,38,0,0,0,0,0,38,0,0,38
Kentucky,Flat Lick,1316,0,0,0,0,0,1316,0,0,1316
Kentucky,Midway,1749,103,0,6,0,117,1476,47,80,1829
Kentucky,Onton,39,0,0,0,0,0,39,0,0,39
Kentucky,Edmonton,1676,52,4,26,0,4,1505,0,85,1676
Kentucky,New Hope,144,0,0,0,0,0,144,0,0,144
Kentucky,Millstone,49,0,0,0,0,0,49,0,0,49
Kentucky,Mays Lick,291,22,0,0,0,0,269,0,0,291
Kentucky,Mayking,365,0,0,0,0,0,365,0,0,365
Kentucky,Marrowbone,126,0,0,0,0,0,126,0,0,126
Kentucky,Manitou,341,0,0,0,0,0,341,0,0,341
Kentucky,Magnolia,590,0,0,0,0,0,590,0,0,590
Kentucky,Maceo,330,0,0,0,0,0,330,0,0,330
Kentucky,McCarr,93,0,0,0,0,5,88,0,0,93
Kentucky,Farmington,161,29,0,0,0,0,132,0,0,161
Kentucky,Lowes,26,0,0,0,0,0,26,0,0,26
Kentucky,Kenvir,375,0,0,0,0,0,375,0,0,375
Kentucky,Jeff,193,0,0,0,0,0,193,0,0,193
Kentucky,Hiseville,195,0,0,0,0,0,195,0,0,195
Kentucky,High Bridge,306,0,0,0,0,0,293,0,13,306
Kentucky,Hebron,6160,144,0,29,0,384,5185,9,418,6169
Kentucky,Hazel Green,84,0,0,0,0,0,84,0,0,84
Kentucky,Hardyville,407,0,0,0,0,0,395,12,0,407
Kentucky,Gracey,76,0,0,0,0,20,56,0,0,76
Kentucky,Gilbertsville,539,0,0,0,0,0,539,0,0,539
Kentucky,Union,5815,37,0,361,0,53,5119,15,237,5822
Kentucky,Freeburn,281,0,0,0,0,0,281,0,0,281
Kentucky,Francisville,9401,191,0,181,0,196,8563,0,270,9401
Kentucky,Lovelaceville,17,0,0,0,0,0,17,0,0,17
Kentucky,Elsmere,8570,592,0,0,0,431,7318,263,229,8833
Kentucky,White Plains,812,8,0,4,0,2,787,0,11,812
Kentucky,Taylor Mill,6746,237,0,16,0,224,6214,0,95,6786
Kentucky,Silver Grove,1450,8,0,7,0,94,1338,0,3,1450
Kentucky,Green Spring,738,42,6,13,0,19,653,0,5,738
Kentucky,Grayson,4015,134,37,0,3,194,3572,22,58,4020
Kentucky,Olive Hill,1715,0,0,0,0,0,1711,0,4,1715
Kentucky,Glenview Hills,367,0,0,0,0,8,355,4,0,367
Kentucky,Langdon Place,901,122,0,52,0,19,669,6,36,904
Kentucky,Somerset,11376,284,0,0,0,565,10324,46,222,11441
Kentucky,Lynnview,1043,26,3,11,0,111,877,8,27,1063
Kentucky,Shively,15741,8048,0,42,0,748,6547,67,347,15799
Kentucky,Wildwood,264,0,0,6,1,5,252,0,0,264
Kentucky,Monterey,133,0,0,0,0,0,133,0,0,133
Kentucky,Burnside,1087,0,6,0,0,31,1027,0,23,1087
Kentucky,Jamestown,2052,136,11,36,0,105,1690,61,59,2098
Kentucky,Wickliffe,813,67,2,2,0,29,681,3,43,827
Kentucky,Hawesville,990,28,0,12,0,0,927,0,23,990
Kentucky,Fordsville,617,4,0,0,0,26,587,0,0,617
Kentucky,Masonville,1231,0,0,0,0,77,1154,0,53,1284
Kentucky,Jackson,2022,0,6,6,0,0,2004,0,6,2022
Kentucky,Versailles,9192,665,0,34,0,880,7354,197,282,9412
Kentucky,Monticello,6088,320,0,0,0,464,5215,196,89,6284
Kentucky,Glencoe,347,0,0,0,0,19,324,11,4,358
Kentucky,Bowling Green,65731,8573,110,3537,326,4949,46338,2375,2363,68571
Kentucky,Cambridge,165,0,0,0,0,3,151,3,11,168
Kentucky,Blue Ridge Manor,827,78,0,0,0,23,662,4,64,831
Kentucky,McKee,1060,6,2,0,0,3,1046,0,6,1063
Kentucky,Melbourne,441,0,0,7,0,13,419,0,2,441
Kentucky,Lynch,613,104,0,0,0,4,494,0,11,613
Kentucky,Dayton,5422,89,31,0,0,81,5103,16,102,5422
Kentucky,Barbourville,3119,82,24,5,0,21,2969,6,18,3125
Kentucky,Elkhorn City,1064,51,3,0,0,2,1003,0,7,1066
Kentucky,Stanton,2646,29,0,71,6,27,2477,2,36,2648
Kentucky,Livingston,126,0,5,0,0,0,121,0,0,126
Kentucky,Oak Grove,7411,1810,58,45,92,1113,4042,211,285,7656
Kentucky,Paintsville,4134,64,20,86,0,51,3906,25,33,4185
Kentucky,Cadiz,2608,469,0,0,0,25,2069,0,50,2613
Kentucky,Crestview,461,10,0,0,0,4,438,0,9,461
Kentucky,Park Hills,2983,181,8,69,0,0,2537,0,188,2983
Kentucky,Berry,352,0,0,0,3,11,333,11,5,363
Kentucky,Breckinridge Center,2363,993,0,46,0,156,1013,0,256,2464
Kentucky,Hardin,544,2,0,17,0,15,493,4,17,548
Kentucky,Murray,19037,1041,60,531,0,542,16224,53,792,19243
Kentucky,Mortons Gap,1241,65,0,0,0,0,1157,0,19,1241
Kentucky,Prospect,4876,169,0,257,0,109,4315,26,0,4876
Kentucky,Taylorsville,1547,172,7,0,0,118,1074,24,176,1571
Kentucky,Columbus,256,25,0,1,0,7,209,4,17,263
Kentucky,Uniontown,754,28,0,0,0,0,709,0,17,754
Kentucky,Walton,4281,40,0,35,0,27,4076,0,103,4281
Kentucky,Frankfort,27582,3805,81,648,0,1358,20483,894,1368,28637
Kentucky,Lewisport,1877,53,12,44,0,67,1683,0,18,1877
Kentucky,Smithfield,132,1,0,0,0,30,101,0,0,132
Kentucky,Bedford,698,0,0,0,0,13,658,16,13,700
Kentucky,Bonnieville,236,2,0,0,0,9,225,0,9,245
Kentucky,Mount Washington,14433,102,9,70,15,245,13732,44,284,14501
Kentucky,Salt Lick,411,0,0,10,0,0,396,0,5,411
Kentucky,Danville,16685,1702,15,228,0,816,13251,176,684,16872
Kentucky,Loyall,657,0,0,0,0,8,649,0,0,657
Kentucky,Crittenden,3861,51,0,0,0,34,3501,239,70,3895
Kentucky,Russell,3311,11,17,56,0,48,3160,0,19,3311
Kentucky,Tolu,60,0,0,0,0,0,60,0,0,60
Kentucky,Symsonia,549,0,0,0,0,0,549,0,0,549
Kentucky,Summersville,583,0,0,0,0,0,583,0,0,583
Kentucky,Verona,1502,43,0,0,0,0,1459,0,0,1502
Kentucky,Summer Shade,207,0,0,0,0,0,207,0,0,207
Kentucky,Spottsville,406,0,0,0,0,0,369,0,37,406
Kentucky,South Williamson,533,0,0,55,0,0,467,0,11,533
Kentucky,Sedalia,444,0,0,0,0,48,317,0,127,492
Kentucky,Salvisa,286,0,0,0,0,0,286,0,0,286
Kentucky,Rosine,136,0,0,0,0,0,136,0,0,136
Kentucky,Evarts,691,17,5,0,0,22,622,28,19,713
Kentucky,Rabbit Hash,426,0,0,0,0,0,418,0,8,426
Kentucky,Pryorsburg,308,6,0,0,0,14,244,0,44,308
Kentucky,Pleasant View,527,0,0,0,0,0,527,0,0,527
Kentucky,Plano,1015,25,0,0,0,0,973,0,17,1015
Kentucky,Petersburg,551,0,0,0,0,0,551,0,0,551
Kentucky,Payne Gap,340,0,0,0,0,0,340,0,0,340
Kentucky,Pathfork,432,0,0,0,0,0,432,0,0,432
Kentucky,Pembroke,852,175,0,0,0,29,666,1,10,881
Kentucky,Fairfield,86,0,0,0,0,0,84,0,2,86
Kentucky,New Haven,609,2,0,0,0,4,595,2,6,609
Kentucky,Cave City,2772,365,0,35,0,120,2191,35,90,2836
Kentucky,Grand Rivers,336,0,0,0,0,0,329,0,7,336
Kentucky,Sharpsburg,466,76,1,0,0,53,332,5,29,496
Kentucky,Centertown,471,0,0,15,0,0,449,0,7,471
Kentucky,Virgie,129,0,0,0,0,0,129,0,0,129
Kentucky,Westport,271,0,0,0,0,0,271,0,0,271
Kentucky,Rockholds,289,0,0,0,0,0,289,0,0,289
Kentucky,Water Valley,217,5,6,14,0,3,188,0,1,217
Kentucky,Flatwoods,7186,149,0,58,0,0,6866,4,109,7186
Kentucky,Wallins Creek,411,0,0,33,0,0,378,0,0,411
Kentucky,Strathmoor Village,679,18,15,8,0,10,626,0,6,683
Kentucky,Spring Mill,269,12,0,0,0,0,248,1,8,269
Kentucky,South Park View,2,0,0,0,0,0,2,0,0,2
Kentucky,Utica,487,0,0,0,0,0,487,0,0,487
Kentucky,Rineyville,2793,22,0,34,0,12,2703,0,22,2793
Kentucky,Poole,186,0,0,0,0,0,186,0,0,186
Kentucky,McKinney,135,0,0,0,0,0,135,0,0,135
Kentucky,McDowell,635,0,0,0,0,18,617,0,18,653
Kentucky,Ironville,918,0,0,0,0,0,918,0,0,918
Kentucky,Hickory,272,24,0,46,0,11,198,4,0,283
Kentucky,Sycamore,150,34,0,0,0,16,116,0,0,166
Kentucky,Coxton,154,12,0,0,0,0,142,0,0,154
Kentucky,Cunningham,292,0,0,0,0,0,292,0,0,292
Kentucky,Allensville,207,50,0,0,0,0,157,0,0,207
Kentucky,Elk Creek,1600,19,0,107,0,26,1448,0,0,1600
Kentucky,Maytown,294,0,0,0,0,0,294,0,0,294
Kentucky,Ages,457,16,0,0,0,34,407,16,0,473
Kentucky,Anthoston,273,0,0,0,0,0,246,0,27,273
Kentucky,Dunmor,278,0,0,0,0,0,278,0,0,278
Kentucky,Belfry,313,0,0,73,0,0,240,0,0,313
Kentucky,Big Clifty,337,0,0,0,0,0,333,0,4,337
Kentucky,Cleaton,159,0,0,0,0,0,151,0,8,159
Kentucky,Combs,299,0,0,0,0,0,223,0,76,299
Kentucky,Arjay,502,0,24,0,0,0,478,0,0,502
Louisiana,Jordan Hill,87,0,0,0,0,0,87,0,0,87
Louisiana,Fifth Ward,738,0,0,0,0,0,691,0,47,738
Louisiana,Hester,361,30,0,0,0,7,324,0,0,361
Louisiana,Hayes,1106,0,0,0,0,0,1106,0,0,1106
Louisiana,Grand Point,2996,1030,0,0,0,0,1966,0,0,2996
Louisiana,Gloster,161,0,0,0,0,0,161,0,0,161
Louisiana,Glencoe,230,152,0,0,0,78,0,0,0,230
Louisiana,Gillis,403,0,0,0,0,64,339,64,0,467
Louisiana,Frierson,225,62,0,0,0,42,108,0,13,225
Louisiana,Fort Jesup,278,0,0,0,0,0,278,0,0,278
Louisiana,Jeanerette,5410,4096,0,0,0,106,1150,106,58,5516
Louisiana,Dubach,1083,340,0,37,0,0,701,0,5,1083
Louisiana,Varnado village,460,55,1,14,0,4,377,0,9,460
Louisiana,New Iberia,29992,12245,32,608,0,1250,15250,284,757,30426
Louisiana,Arnaudville,1330,134,0,0,0,37,1025,37,134,1367
Louisiana,Port Sulphur,2175,1488,24,18,0,0,369,0,276,2175
Louisiana,Belle Chasse,13490,1087,189,288,0,1383,10267,533,410,14157
Louisiana,Heflin village,224,0,0,12,0,49,155,0,8,224
Louisiana,Chalmette,23602,5162,131,752,14,2630,14448,358,814,24309
Louisiana,Eunice,10407,3607,0,0,0,631,5958,0,231,10427
Louisiana,Morse village,938,8,0,0,0,0,893,0,37,938
Louisiana,Pioneer village,202,29,8,0,0,0,165,0,0,202
Louisiana,Joyce,148,0,0,0,0,0,148,0,0,148
Louisiana,Dulac,1504,37,804,0,0,15,648,0,0,1504
Louisiana,Kraemer,826,0,0,0,0,0,826,0,0,826
Louisiana,Carencro,8775,4140,18,2,0,246,4253,114,79,8852
Louisiana,Lafourche Crossing,2270,296,0,69,0,34,1871,15,0,2285
Louisiana,Cotton Valley,1039,749,0,0,0,8,284,0,4,1045
Louisiana,Lillie village,218,77,0,0,0,0,141,0,0,218
Louisiana,Arabi,4501,537,3,156,0,340,3304,113,189,4642
Louisiana,Leesville,6055,2080,77,178,5,540,3103,73,185,6241
Louisiana,Hornbeck,561,5,0,0,0,13,539,0,4,561
Louisiana,Fort Polk North,2425,519,24,125,0,448,1180,267,139,2702
Louisiana,Sibley,1333,428,0,14,0,39,851,0,22,1354
Louisiana,East Hodge village,266,261,5,0,0,0,0,0,0,266
Louisiana,Downsville village,92,0,0,0,0,3,89,3,0,95
Louisiana,Violet,5424,3496,0,0,0,462,1473,220,82,5733
Louisiana,Rosepine,1971,142,29,16,0,265,1495,45,63,2055
Louisiana,Doyline village,777,115,0,2,0,26,634,4,4,785
Louisiana,Fort Polk South,9233,1883,31,173,77,1765,5132,522,336,9919
Louisiana,Abbeville,12286,5678,65,647,0,302,5432,95,97,12316
Louisiana,Farmerville,3815,2125,14,0,0,40,1397,12,253,3841
Louisiana,Labadieville,2092,271,0,0,0,90,1724,0,7,2092
Louisiana,Bossier City,67935,18214,288,1168,156,5781,40714,764,2067,69152
Louisiana,Haughton,3390,435,0,24,0,35,2884,0,12,3390
Louisiana,Palmetto village,133,89,0,0,0,1,39,0,4,133
Louisiana,Springhill,4980,1511,37,0,0,15,3413,0,19,4995
Louisiana,Quitman village,273,6,0,2,0,0,253,12,0,273
Louisiana,Reeves village,244,1,0,0,0,9,234,9,0,253
Louisiana,Simpson village,591,0,1,2,0,20,550,0,18,591
Louisiana,New Llano,2528,1164,26,144,39,220,859,57,81,2590
Louisiana,Clayton,569,434,0,0,0,0,135,0,0,569
Louisiana,Norco,2917,63,57,14,0,0,2783,0,0,2917
Louisiana,Albany village,1194,36,0,0,0,4,1154,0,0,1194
Louisiana,Vinton,3343,398,0,51,0,96,2777,15,21,3358
Louisiana,Sulphur,20241,1115,49,94,0,1063,17540,99,436,20396
Louisiana,Hahnville,3430,1710,10,0,0,151,1554,0,25,3450
Louisiana,Tallulah,6929,5356,0,0,0,58,1509,40,6,6969
Louisiana,Richmond village,568,111,0,0,0,7,445,3,2,568
Louisiana,Dry Prong village,502,21,0,6,0,4,461,0,10,502
Louisiana,Port Vincent village,612,1,18,0,0,10,583,0,0,612
Louisiana,French Settlement village,1133,0,0,0,8,4,1121,0,0,1133
Louisiana,Delcambre,2267,250,14,0,0,114,1836,0,63,2277
Louisiana,Oil City,1113,434,0,0,0,116,635,0,0,1185
Louisiana,Lafayette,126515,39012,256,2308,0,5157,77463,765,2587,127548
Louisiana,Rodessa village,214,19,7,0,0,16,170,0,2,214
Louisiana,Welsh,3234,585,0,0,0,175,2367,9,130,3266
Louisiana,Barataria,979,63,0,0,0,0,801,0,115,979
Louisiana,Wilson village,501,403,0,0,0,0,61,0,37,501
Louisiana,Estherwood village,895,0,0,0,0,0,871,0,24,895
Louisiana,Kinder,2909,432,41,4,0,8,2330,0,101,2916
Louisiana,Oberlin,1660,577,0,0,0,25,864,15,204,1685
Louisiana,Converse village,389,12,40,0,0,13,312,9,12,398
Louisiana,Noble village,258,3,37,15,0,24,170,9,24,282
Louisiana,Zwolle,1960,867,172,3,0,148,715,63,84,2052
Louisiana,Hodge village,404,92,0,0,0,0,312,0,0,404
Louisiana,North Hodge village,467,79,0,16,0,23,341,3,5,467
Louisiana,New Orleans,389648,232789,632,11294,98,21403,119323,5297,7115,397951
Louisiana,Marion,999,613,0,0,0,4,376,0,6,999
Louisiana,Estelle,17099,4950,0,990,13,2102,8498,1085,506,18144
Louisiana,Bernice,1616,1010,0,0,0,210,392,60,4,1676
Louisiana,Elton,1370,561,51,52,0,41,635,0,39,1379
Louisiana,Shongaloo village,142,0,0,0,0,0,142,0,0,142
Louisiana,Ruston,22055,10628,31,628,0,379,10033,211,409,22319
Louisiana,Houma,33520,8272,1954,213,0,1559,20433,290,1169,33890
Louisiana,Cameron,209,0,0,0,0,0,209,0,0,209
Louisiana,Maringouin,932,752,0,0,0,0,180,0,0,932
Louisiana,Choudrant village,1252,116,0,5,0,22,1102,27,0,1272
Louisiana,Vienna,503,5,0,0,0,11,465,9,22,512
Louisiana,Melville,1172,594,0,0,0,113,388,20,152,1267
Louisiana,Opelousas,16399,12594,57,20,0,190,3423,58,84,16426
Louisiana,Bayou Cane,20829,3497,880,284,0,1385,14556,438,274,21314
Louisiana,Schriever,6407,1576,207,102,0,412,4000,178,135,6610
Louisiana,Eros,192,0,2,3,0,0,187,0,0,192
Louisiana,Jonesboro,4560,2515,0,1,0,15,2021,15,8,4575
Louisiana,Poydras,2668,225,0,0,0,161,2223,0,78,2687
Louisiana,Dubberly village,239,25,6,2,0,10,196,10,0,249
Louisiana,Minden,12442,6601,64,72,42,168,5343,19,171,12480
Louisiana,Bonita village,241,177,0,0,0,0,56,0,8,241
Louisiana,Lacassine,366,180,0,0,0,0,186,0,0,366
Louisiana,Dixie Inn village,257,151,0,0,0,0,104,0,2,257
Louisiana,Ringgold,1601,1020,6,0,0,0,548,0,27,1601
Louisiana,Prospect,445,0,0,0,0,0,445,0,0,445
Louisiana,Reddell,1041,295,0,0,0,8,746,0,0,1049
Louisiana,Roanoke,349,92,0,0,0,0,257,0,0,349
Louisiana,Rock Hill,135,0,0,0,0,0,135,0,0,135
Louisiana,Romeville,195,180,0,0,0,0,15,0,0,195
Louisiana,St. James,788,700,0,0,0,0,88,0,0,788
Louisiana,Presquille,1595,0,0,0,0,179,1416,0,0,1595
Louisiana,St. Maurice,392,325,0,0,0,0,67,0,0,392
Louisiana,Belcher village,306,29,0,0,0,47,230,35,5,346
Louisiana,Duson,1780,595,8,0,0,73,1094,0,10,1780
Louisiana,Bayou Corne,18,0,0,0,0,18,0,0,0,18
Louisiana,Welcome,932,894,0,0,0,0,0,0,38,932
Louisiana,Watson,1193,0,0,0,0,54,1139,0,0,1193
Louisiana,Wallace Ridge,867,114,0,0,0,0,753,0,0,867
Louisiana,Singer,363,0,0,0,0,0,363,0,0,363
Louisiana,Prairieville,31721,3140,0,695,0,1845,24455,561,1440,32136
Louisiana,Point Place,498,126,0,0,0,0,213,137,22,498
Louisiana,Pointe a la Hache,217,217,0,0,0,0,0,0,0,217
Louisiana,Lakeshore,1918,824,0,18,0,47,1029,27,20,1965
Louisiana,Lakeview,1467,308,11,3,0,0,1137,0,8,1467
Louisiana,Lawtell,1441,940,0,0,0,0,501,0,0,1441
Louisiana,Lemannville,1078,772,21,0,0,64,209,43,22,1131
Louisiana,Lockport Heights,1683,5,0,0,0,0,1596,0,82,1683
Louisiana,Longville,639,0,0,0,0,0,639,0,0,639
Louisiana,Milton,2330,112,0,0,0,0,2218,0,0,2330
Louisiana,Oretta,352,0,0,0,0,0,352,0,0,352
Louisiana,Minorca,1703,416,0,0,0,0,1287,0,0,1703
Louisiana,Monterey,462,0,0,0,0,0,462,0,0,462
Louisiana,Moonshine,224,224,0,0,0,0,0,0,0,224
Louisiana,Ossun,1870,828,0,0,0,16,1026,0,16,1886
Louisiana,Paulina,1085,99,0,0,0,0,986,0,0,1085
Louisiana,Pitkin,803,0,64,0,0,35,671,0,33,803
Louisiana,Pleasure Bend,234,0,0,0,0,0,234,0,0,234
Louisiana,Vienna Bend,1228,644,131,21,0,0,337,57,38,1228
Louisiana,Ventress,784,0,0,0,0,10,774,0,0,784
Louisiana,Union,611,356,0,0,0,0,250,0,5,611
Louisiana,Triumph,493,17,0,88,0,0,366,0,22,493
Louisiana,Jena,3390,398,1,0,6,143,2879,19,16,3462
Louisiana,Roseland,1072,667,16,3,0,14,359,6,13,1078
Louisiana,Elizabeth,489,12,3,0,0,0,470,0,4,489
Louisiana,Many,2757,1385,16,6,0,41,1260,0,68,2776
Louisiana,Fisher village,292,98,0,0,0,4,184,0,6,292
Louisiana,Rayne,8075,2680,0,0,0,42,5088,0,265,8075
Louisiana,Moss Bluff,12034,1100,31,51,0,254,10395,133,223,12187
Louisiana,Haynesville,2599,1707,31,0,0,25,812,0,49,2624
Louisiana,Ferriday,3326,3002,0,0,0,0,324,0,0,3326
Louisiana,Westlake,4661,853,65,0,0,27,3622,44,77,4688
Louisiana,Norwood village,276,39,0,0,0,2,235,0,0,276
Louisiana,Jackson,4952,2982,44,0,0,171,1721,56,39,5013
Louisiana,Marksville,5476,2203,33,64,0,134,2792,14,300,5540
Louisiana,Chataignier village,247,136,0,0,0,18,93,1,0,248
Louisiana,Saline village,620,154,0,11,0,0,437,0,18,620
Louisiana,Thibodaux,14515,4422,22,195,0,462,8945,197,429,14672
Louisiana,Gonzales,10677,5111,0,169,0,980,4151,474,296,11181
Louisiana,Montz,2219,405,0,0,0,14,1772,0,28,2219
Louisiana,Atlanta village,139,44,0,0,0,0,90,0,5,139
Louisiana,Sicily Island village,452,336,0,0,0,0,116,0,0,452
Louisiana,Venice,245,2,0,0,0,19,224,0,7,252
Louisiana,Jonesville,1889,1465,9,0,0,0,401,0,14,1889
Louisiana,Siracusaville,597,485,0,22,0,0,25,0,65,597
Louisiana,Sorrel,559,215,0,0,0,0,344,0,0,559
Louisiana,Spokane,266,0,0,8,0,0,258,0,0,266
Louisiana,Starks,364,0,0,0,0,0,364,0,0,364
Louisiana,Start,1035,0,0,0,0,27,996,0,12,1035
Louisiana,Sugartown,69,0,0,0,0,0,69,0,0,69
Louisiana,Luling,13614,2324,108,287,0,490,10248,238,173,13868
Louisiana,Basile,1713,527,1,10,0,219,901,216,41,1915
Louisiana,Church Point,4511,1155,0,0,0,338,2977,0,67,4537
Louisiana,Pleasant Hill village,562,246,0,0,0,0,300,0,16,562
Louisiana,Bogalusa,11793,5666,23,8,0,369,5533,61,243,11903
Louisiana,Grayson village,531,68,0,0,0,0,463,0,0,531
Louisiana,Tangipahoa village,651,626,0,0,0,0,25,0,0,651
Louisiana,Boutte,2952,2111,0,0,0,118,677,14,73,2993
Louisiana,Franklinton,3774,2028,0,0,0,27,1666,0,62,3783
Louisiana,Denham Springs,9991,1465,35,0,0,367,8009,102,92,10070
Louisiana,Cut Off,5897,73,202,77,0,761,4398,555,386,6452
Louisiana,Grand Cane village,286,53,2,0,0,0,231,0,0,286
Louisiana,Westminster,2819,126,0,372,0,64,2153,0,104,2819
Louisiana,Lydia,544,68,0,32,0,0,444,0,0,544
Louisiana,Montegut,2084,0,135,0,52,0,1777,0,120,2084
Louisiana,Leonville,990,372,0,0,0,104,507,8,0,991
Louisiana,Raceland,10686,3603,105,0,0,341,6520,33,139,10741
Louisiana,Grand Coteau,808,600,0,0,0,8,200,3,0,811
Louisiana,Port Barre,1774,315,0,0,0,21,1426,21,12,1795
Louisiana,Baskin village,252,27,0,0,0,0,225,0,0,252
Louisiana,Red Chute,6468,269,0,131,0,401,5597,164,130,6692
Louisiana,Plain Dealing,926,355,30,0,0,36,511,8,3,943
Louisiana,Livingston,2095,75,0,13,0,38,1957,0,12,2095
Louisiana,Hosston village,269,32,10,0,0,16,211,0,1,270
Louisiana,Grosse Tete village,818,267,0,0,0,0,529,0,22,818
Louisiana,Waterproof,701,629,0,4,0,0,54,0,14,701
Louisiana,Paradis,1759,0,0,0,0,30,1630,0,99,1759
Louisiana,St. Rose,7665,3114,26,102,0,1152,3252,390,66,8102
Louisiana,Jefferson,10341,2476,46,95,0,930,6607,183,155,10492
Louisiana,Jean Lafitte,1971,1,141,0,0,85,1687,25,57,1996
Louisiana,Bridge City,6894,3432,11,222,0,1147,2009,503,201,7525
Louisiana,Avondale,4989,1807,13,696,0,363,2147,0,20,5046
Louisiana,Mooringsport,569,67,18,3,0,3,473,0,8,572
Louisiana,Newellton,1386,931,0,0,0,21,434,0,0,1386
Louisiana,Scott,8761,1266,0,454,0,667,6129,150,252,8918
Louisiana,Golden Meadow,2023,81,78,38,0,173,1625,97,28,2120
Louisiana,Chackbay,5573,168,33,0,0,86,5033,51,202,5573
Louisiana,Mansfield,4820,3745,18,0,16,59,929,24,29,4820
Louisiana,Midway,1245,648,0,0,0,0,597,0,0,1245
Louisiana,Lisbon village,132,56,0,0,0,1,76,0,0,133
Louisiana,Dodson village,398,17,3,0,0,29,341,12,8,410
Louisiana,Keachi,275,30,0,0,0,47,195,1,13,286
Louisiana,Ponchatoula,7131,2359,0,61,0,147,4263,16,321,7167
Louisiana,Bastrop,10521,8366,11,79,0,8,1990,0,67,10521
Louisiana,Shreveport,193785,110578,785,3225,87,4816,71753,1829,3548,196621
Louisiana,Vivian,3599,1431,17,0,0,176,1909,187,55,3775
Louisiana,Jennings,10047,2582,73,10,0,26,7113,0,248,10052
Louisiana,Mound village,3,0,0,0,0,0,3,0,0,3
Louisiana,Bienville village,206,68,0,0,0,0,138,0,0,206
Louisiana,Ville Platte,7196,4223,20,0,0,0,2912,0,41,7196
Louisiana,Gibsland,626,498,0,0,0,0,98,23,7,626
Louisiana,Mount Lebanon,27,9,0,0,0,0,18,0,0,27
Louisiana,Turkey Creek village,461,0,0,0,0,1,459,0,2,462
Louisiana,Cottonport,1704,827,0,0,0,4,858,0,15,1704
