State,City,Nursery-Pre-School,Kindergarten,1st-4th,5th-8th,9th-12th
New Mexico,Polvadera,0,0,0,0,8
New Mexico,Pleasanton,0,0,0,0,28
New Mexico,Playas,0,0,0,0,0
New Mexico,Placitas CDP (Sandoval County),0,0,17,120,82
New Mexico,Placitas CDP (Doña Ana County),0,0,35,106,0
New Mexico,Pinos Altos,0,0,27,75,0
New Mexico,Pinon,0,0,0,0,0
New Mexico,Ranchos de Taos,0,0,35,182,290
New Mexico,Santa Rosa,17,45,79,182,126
New Mexico,Mesita,9,7,47,23,28
New Mexico,North Acomita Village,8,4,16,0,0
New Mexico,Mesilla,42,27,112,112,55
New Mexico,Hobbs,638,644,3023,2885,2035
New Mexico,Crystal,0,2,29,36,28
New Mexico,Elida,0,6,11,16,34
New Mexico,Santo Domingo Pueblo,57,33,122,149,200
New Mexico,Clayton,69,20,190,52,79
New Mexico,Chupadero,0,0,4,18,0
New Mexico,Eldorado at Santa Fe,42,11,120,129,134
New Mexico,Pecan Park,0,0,0,0,0
New Mexico,Pie Town,0,0,0,0,28
New Mexico,Ponderosa,7,0,0,20,29
New Mexico,Sheep Springs,5,8,13,14,22
New Mexico,Cedar Grove,0,5,13,5,28
New Mexico,Cuyamungue,6,8,19,46,30
New Mexico,Edgewood,122,63,292,378,283
New Mexico,El Rancho,18,12,49,65,73
New Mexico,Madrid,0,0,0,0,12
New Mexico,Puerto de Luna,0,0,0,0,0
New Mexico,Pulpotio Bareas,0,0,0,0,0
New Mexico,Quemado,0,0,0,0,0
New Mexico,Loving village,0,5,54,64,63
New Mexico,Rancho Grande,0,0,0,0,0
New Mexico,Rivers,0,0,0,0,0
New Mexico,Rodeo,0,0,0,0,0
New Mexico,Rodey,0,0,67,34,57
New Mexico,Rosedale,0,0,0,0,0
New Mexico,Rowe,0,0,14,0,0
New Mexico,Sacramento,0,0,0,0,0
New Mexico,Ribera,0,0,0,0,0
New Mexico,Casa Colorada,0,0,0,8,8
New Mexico,Carlsbad,434,327,1705,1897,1544
New Mexico,Paraje,7,9,21,58,47
New Mexico,El Valle de Arroyo Seco,17,69,183,139,114
New Mexico,Reserve village,0,16,34,25,47
New Mexico,Sanostee,4,16,17,25,26
New Mexico,North Valley,121,175,436,326,477
New Mexico,Fort Sumner village,24,18,55,87,89
New Mexico,Lake Sumner,0,0,0,29,32
New Mexico,Seama,0,0,18,16,10
New Mexico,Maxwell village,2,10,20,25,10
New Mexico,Pinehill,0,0,7,0,6
New Mexico,University Park,22,4,53,25,29
New Mexico,Sunland Park,463,334,1103,1380,1188
New Mexico,Clovis,692,523,2308,2143,2275
New Mexico,Angel Fire village,0,0,18,21,10
New Mexico,Encinal,8,0,0,5,22
New Mexico,Milan village,41,68,170,206,241
New Mexico,San Acacia,0,0,0,0,50
New Mexico,Thoreau,60,31,142,64,95
New Mexico,Zuni Pueblo,79,255,449,545,545
New Mexico,San Felipe Pueblo,25,64,175,141,163
New Mexico,Regina,0,0,0,10,0
New Mexico,Pueblo of Sandia Village,3,7,30,26,6
New Mexico,Jemez Pueblo,18,57,137,104,129
New Mexico,Cuba village,11,8,80,34,37
New Mexico,Eunice,0,72,211,292,211
New Mexico,Carrizozo,29,9,48,79,59
New Mexico,Twin Lakes,9,24,50,18,90
New Mexico,Ramah,0,23,24,0,0
New Mexico,San Jon village,4,7,26,14,20
New Mexico,Timberon,0,0,0,0,0
New Mexico,Columbus village,11,10,86,41,73
New Mexico,Bayard,69,16,269,87,109
New Mexico,Truth or Consequences,15,77,164,214,336
New Mexico,Corrales village,97,114,212,475,368
New Mexico,Algodones,0,6,54,48,75
New Mexico,Encino village,0,0,0,0,0
New Mexico,Red River,5,10,0,4,23
New Mexico,Taos,95,19,315,196,233
New Mexico,Santa Clara village,78,12,143,78,98
New Mexico,Lake Arthur,8,5,18,26,29
New Mexico,Boles Acres,15,21,102,97,90
New Mexico,House village,0,0,0,0,0
New Mexico,Torreon CDP (Sandoval County),0,0,4,19,21
New Mexico,Cundiyo,0,0,0,0,0
New Mexico,South Valley,383,555,2120,2125,2700
New Mexico,Aztec,70,195,412,335,418
New Mexico,Beclabito,6,10,18,9,12
New Mexico,Newcomb,0,3,23,30,21
New Mexico,Cochiti,15,15,30,49,23
New Mexico,Upper Fruitland,30,14,119,82,103
New Mexico,Glorieta,0,0,22,9,40
New Mexico,Manzano,0,0,0,0,0
New Mexico,Tajique,0,30,40,51,0
New Mexico,Des Moines village,21,0,12,0,5
New Mexico,Radium Springs,17,11,80,59,65
New Mexico,Capitan village,0,22,73,105,163
New Mexico,Sombrillo,0,2,2,2,7
New Mexico,Eagle Nest village,0,3,11,4,13
New Mexico,La Cienega,34,75,167,193,221
New Mexico,Rock Springs,4,0,35,83,40
New Mexico,Cimarron village,25,9,67,57,61
New Mexico,Yah-ta-hey,7,0,13,68,48
New Mexico,Acomita Lake,15,18,44,16,16
New Mexico,Jal,29,25,102,110,69
New Mexico,Brimhall Nizhoni,0,12,16,7,18
New Mexico,Moriarty,18,71,232,149,178
New Mexico,Rio en Medio,1,2,3,17,2
New Mexico,Nenahnezad,17,20,50,35,33
New Mexico,White Sands,18,25,74,65,49
New Mexico,Trout Valley,0,0,0,0,0
New Mexico,Santa Cruz,0,3,21,27,14
New Mexico,White Rock,63,65,302,381,533
New Mexico,Folsom village,0,0,0,0,5
New Mexico,Bosque Farms village,73,15,233,316,177
New Mexico,Jarales,13,0,107,111,94
New Mexico,Cloudcroft village,0,5,4,41,27
New Mexico,Nakaibito,0,0,7,36,28
New Mexico,Santa Clara Pueblo,31,5,40,42,59
New Mexico,Galisteo,25,0,0,22,24
New Mexico,Deming,163,270,881,1026,742
New Mexico,Navajo,37,54,165,187,97
New Mexico,Alcalde,16,0,12,12,8
New Mexico,Pecos village,20,0,62,53,64
New Mexico,Ojo Amarillo,8,12,50,71,37
New Mexico,Ruidoso village,79,0,342,284,138
New Mexico,Los Lunas village,176,267,776,1324,835
New Mexico,La Luz,24,0,71,74,57
New Mexico,San Antonio,0,0,0,0,0
New Mexico,Pueblo Pintado,26,9,45,11,8
New Mexico,Sena,0,0,0,0,0
New Mexico,San Fidel,0,0,20,66,0
New Mexico,San Jose CDP (Rio Arriba County),4,0,43,42,19
New Mexico,San Jose CDP (San Miguel County),0,0,0,0,0
New Mexico,San Lorenzo,0,0,0,0,0
New Mexico,San Luis,0,0,21,29,0
New Mexico,San Mateo,0,0,65,0,23
New Mexico,San Miguel,18,6,60,36,5
New Mexico,San Pablo,0,0,81,81,10
New Mexico,San Pedro,0,0,0,0,0
New Mexico,San Rafael,57,0,34,76,50
New Mexico,San Ysidro,38,72,102,112,85
New Mexico,Sausal,156,0,51,300,135
New Mexico,Seboyeta,0,0,0,0,0
New Mexico,Sedillo,0,25,18,28,28
New Mexico,San Antonito CDP (Socorro County),0,0,0,0,0
New Mexico,Soham,0,0,0,0,0
New Mexico,South Acomita Village,0,0,0,0,0
New Mexico,Spencerville,0,108,53,67,148
New Mexico,Sunshine,0,0,0,40,10
New Mexico,Talpa,0,0,0,20,66
New Mexico,Tecolote,0,0,16,18,17
New Mexico,Tecolotito,0,0,32,50,16
New Mexico,Tesuque Pueblo,2,1,11,20,17
New Mexico,Tierra Amarilla,0,0,0,43,41
New Mexico,San Cristobal,0,0,0,0,0
New Mexico,Sandia Park,0,0,0,0,0
New Mexico,Sandia Knolls,9,26,111,38,39
New Mexico,San Antonito CDP (Bernalillo County),0,29,71,79,68
New Mexico,Sandia Heights,25,0,17,78,116
New York,Middletown,402,638,1661,1651,1316
New York,New Windsor,45,111,485,456,491
New York,Walden village,62,135,464,431,544
New York,West Point,301,146,336,258,196
New York,Chester village,33,24,44,286,254
New York,Fishkill village,28,15,33,107,105
New York,Myers Corner,105,56,361,363,202
New York,Pine Plains,8,18,41,52,82
New York,Arlington,115,47,147,57,52
New York,Philmont village,0,0,40,89,19
New York,Brighton,466,406,1172,1587,1921
New York,Rochester,2782,2961,10749,10676,10821
New York,Stony Point,232,94,436,657,737
New York,Greenwood Lake village,22,0,42,80,61
New York,Mechanicstown,11,62,184,398,427
New York,Canton village,61,52,193,135,106
New York,Bardonia,47,102,143,148,245
New York,Piermont village,38,34,20,60,79
New York,Sloatsburg village,34,19,182,185,243
New York,Massena village,94,155,435,597,478
New York,Potsdam village,66,44,161,175,240
New York,Unadilla village,13,23,26,95,62
New York,Highland,55,36,232,367,111
New York,Lincoln Park,13,41,82,21,20
New York,Marlboro,73,45,124,104,175
New York,New Paltz village,53,9,104,108,117
New York,Pine Hill,0,0,4,6,0
New York,Angelica village,5,8,45,50,37
New York,West Haverstraw village,156,72,613,663,449
New York,Upper Nyack village,34,15,99,123,226
New York,Florida village,16,55,172,200,154
New York,Phoenix village,22,28,80,116,122
New York,Oriskany Falls village,15,11,56,47,39
New York,Holland Patent village,9,1,0,11,35
New York,Clark Mills,13,49,17,80,0
New York,Woodsburgh village,6,10,37,68,39
New York,Westbury village,185,160,810,674,583
New York,South Floral Park village,22,56,67,91,119
New York,Plandome Manor village,34,11,44,54,72
New York,Woodmere,402,541,1477,1178,1269
New York,Turin village,2,6,6,30,5
New York,Silver Creek village,12,33,138,87,136
New York,Jamestown,446,338,1310,1608,1629
New York,Falconer village,19,20,112,123,158
New York,Phelps village,55,48,55,41,94
New York,Sandy Creek village,19,46,51,36,21
New York,Bloomfield village,8,18,84,52,84
New York,Hoosick Falls village,88,13,110,154,241
New York,Albany,1376,791,3846,3891,3394
New York,Walton village,11,18,332,127,337
New York,Sidney village,34,85,304,247,226
New York,Richfield Springs village,10,34,36,34,26
New York,Milford village,6,5,15,16,16
New York,Cherry Valley village,7,2,23,42,16
New York,Celoron village,4,11,27,30,43
New York,Tuxedo Park village,3,3,28,51,35
New York,Massapequa,413,183,1005,929,1256
New York,East Meadow,694,403,1320,1584,1414
New York,Balmville,40,43,142,142,197
New York,Washingtonville village,156,65,256,337,402
New York,New York,138047,103836,385511,375338,383365
New York,Middle Island,150,156,261,413,534
New York,Ravena village,7,9,44,168,209
New York,Corinth village,54,15,150,88,185
New York,Clayville village,4,0,18,17,11
New York,South Dayton village,11,8,48,20,56
New York,Cattaraugus village,0,0,59,66,63
New York,Wainscott,11,8,0,8,17
New York,Setauket-East Setauket,180,70,706,769,860
New York,Old Field village,16,2,43,45,44
New York,Northwest Harbor,19,0,101,167,22
New York,Northville,62,0,12,29,107
New York,Lloyd Harbor village,27,48,138,304,342
New York,Huntington Station,621,506,2216,1839,2037
New York,Huntington,308,146,655,624,1028
New York,Clifton Springs village,38,5,128,107,98
New York,Fabius village,3,3,20,28,21
New York,Thomaston village,69,30,148,148,213
New York,Camillus village,0,28,38,51,90
New York,Sylvan Beach village,0,10,16,7,7
New York,Sherrill,66,11,159,110,119
New York,Remsen village,4,0,25,18,8
New York,Rockville Centre village,529,359,1121,1397,1573
New York,Plainedge,183,72,497,422,513
New York,Oyster Bay,89,78,355,322,418
New York,Old Brookville village,9,8,75,120,173
New York,North Valley Stream,278,217,681,896,942
New York,Manhasset,99,121,398,365,581
New York,Lynbrook village,230,257,837,872,1058
New York,Locust Valley,49,22,183,151,180
New York,Levittown,1002,481,2217,2492,2491
New York,Hicksville,452,302,1990,1796,2118
New York,Yorkville village,46,0,146,131,114
New York,Deposit village,53,19,58,66,117
New York,Searingtown,27,40,151,278,264
New York,Port Washington North village,172,34,123,116,182
New York,North Ballston Spa,0,18,15,47,66
New York,East Greenbush,52,66,153,247,331
New York,Thornwood,90,42,252,113,234
New York,White Plains,1016,708,2339,2262,2523
New York,Antwerp village,6,7,23,25,33
New York,Southampton village,12,10,113,113,107
New York,Olean,129,164,680,659,795
New York,Yorkshire,21,31,22,15,102
New York,Schuylerville village,20,5,123,98,104
New York,Glens Falls,206,191,590,677,532
New York,Cortland West,17,20,74,74,11
New York,Hamburg village,317,124,599,351,468
New York,Harris Hill,87,37,289,329,342
New York,Roslyn Harbor village,16,3,49,42,67
New York,Lake Erie Beach,22,38,190,118,225
New York,Cayuga Heights village,42,0,90,98,84
New York,Westvale,152,41,198,233,224
New York,Attica village,77,19,197,164,227
New York,Gainesville village,7,2,5,11,13
New York,Amsterdam,327,321,1075,823,1167
New York,Ames village,0,0,2,4,8
New York,Morrisonville,12,44,53,41,53
New York,Fultonville village,3,0,52,45,46
New York,Duanesburg,0,0,29,25,0
New York,Fair Haven village,5,0,18,17,42
New York,Rouses Point village,17,11,81,111,108
New York,Cohoes,238,120,677,544,562
New York,Plainview,428,241,1582,1422,1236
New York,Lancaster village,187,192,419,521,287
New York,Harbor Isle,42,36,62,39,42
New York,Saddle Rock village,21,11,46,33,40
New York,Greenvale,0,0,78,31,135
New York,Sparkill,18,54,138,145,95
New York,South Lima,0,0,15,0,0
New York,Smithville Flats,17,19,15,0,17
New York,Scottsburg,0,0,0,4,0
New York,Scio,3,0,28,49,31
New York,Schroon Lake,18,26,52,5,16
New York,Savannah,26,0,3,56,67
New York,Sanborn,22,0,37,42,33
New York,Salt Point,0,0,0,0,0
New York,Salisbury Mills,0,0,19,38,0
New York,St. Regis Falls,17,0,37,7,16
New York,Rushford,9,0,23,46,45
New York,Rosendale Hamlet,22,8,25,29,2
New York,Romulus,8,12,14,15,42
New York,Rodman,0,3,7,16,2
New York,Springwater Hamlet,0,18,6,5,16
New York,Stony Brook University,0,0,4,4,4
New York,Strykersville,15,5,50,29,31
New York,Sunset Bay,0,25,23,12,26
New York,Williamson,68,20,112,111,114
New York,West Valley,28,11,31,44,7
New York,West Chazy,19,0,32,5,9
New York,Websters Crossing,0,0,0,0,0
New York,Water Mill,0,0,70,77,37
New York,Watchtower,0,0,0,0,0
New York,Washington Mills,0,0,26,89,31
New York,Rhinecliff,24,0,61,27,76
New York,Wanakah,34,17,102,109,162
New York,Verona,31,0,27,41,41
New York,University at Buffalo,0,0,12,10,11
New York,Tuscarora,0,0,0,0,0
New York,Titusville,0,0,0,12,31
New York,Three Mile Bay,0,0,39,18,0
New York,Thousand Island Park,0,0,0,0,0
New York,SUNY Oswego,0,0,0,0,0
New York,Wadsworth,9,0,10,54,30
New York,Willsboro,8,26,54,29,42
New York,Retsof,0,0,20,11,26
New York,Prattsville,0,0,0,3,0
New York,Montrose,58,41,85,174,93
New York,Mineville,0,0,31,13,137
New York,Merritt Park,68,17,142,130,133
New York,Marion,18,0,24,100,88
New York,Malden-on-Hudson,0,0,0,19,0
New York,Madrid,7,7,33,34,50
New York,Machias,17,0,44,26,18
New York,Lorraine,0,0,0,0,14
New York,Long Lake,3,0,5,25,35
New York,Livonia Center,0,0,0,0,64
New York,Linwood,0,0,0,0,0
New York,Lime Lake,0,8,49,99,37
New York,Lakeville,0,0,0,105,60
New York,Kysorville,0,14,27,4,0
New York,Keuka Park,0,0,0,8,0
New York,Mountain Lodge Park,37,0,19,105,150
New York,North Creek,0,0,17,12,18
New York,North Gates,118,72,319,361,438
New York,North Rose,4,0,37,11,6
New York,Prattsburgh,16,20,88,92,32
New York,Pottersville,0,0,0,40,14
New York,Port Gibson,15,0,33,13,27
New York,Plessis,9,0,0,13,10
New York,Pine Valley,0,6,0,0,55
New York,Pike,2,3,2,13,22
New York,Piffard,0,0,0,59,0
New York,Pultneyville,12,0,16,23,38
New York,Pierrepont Manor,0,0,0,0,0
New York,Paul Smiths,0,0,0,0,0
New York,Pamelia Center,0,0,24,0,0
New York,Oxbow,0,0,16,6,8
New York,Ontario,42,0,0,33,66
New York,Parishville,6,0,35,85,20
New York,Old Forge,0,0,0,18,48
New York,Oak Beach-Captree,0,0,0,0,0
New York,Pavilion,0,16,48,20,7
New York,Wilmington,23,3,24,22,41
New York,Winthrop,0,0,0,0,0
New York,York Hamlet,0,17,0,0,17
New York,Oakdale,67,56,272,405,250
New York,Montauk,0,14,208,48,110
New York,Melville,376,158,845,788,910
New York,Orient,7,13,34,4,9
New York,Mattituck,0,0,76,199,152
New York,Lindenhurst village,337,263,1050,1148,1377
New York,Hauppauge,301,156,657,903,1230
New York,Great River,14,10,82,126,121
New York,West Glens Falls,142,123,405,308,394
New York,Stillwater village,16,48,108,97,164
New York,Fort Edward village,18,15,284,185,237
New York,Flanders,60,194,330,300,149
New York,Shinnecock Hills,35,0,19,16,203
New York,South Huntington,241,57,305,405,522
New York,Riverhead,129,262,556,533,548
New York,Quogue village,33,12,0,70,34
New York,Ridge,212,142,507,554,538
New York,Ronkonkoma,345,157,861,783,914
New York,Bedford,42,32,105,192,86
New York,Sharon Springs village,14,11,12,25,30
New York,Sherman village,20,0,62,42,73
New York,Farnham village,5,17,14,14,33
New York,Sherburne village,15,5,78,27,47
New York,Town Line,47,32,61,142,86
New York,Medford,332,307,1273,777,1461
New York,Bohemia,84,149,397,321,729
New York,North Lindenhurst,234,74,531,348,436
New York,Holley village,45,25,57,67,81
New York,Milton CDP (Ulster County),7,12,49,83,83
New York,Lake Mohegan,68,92,414,177,359
New York,Jefferson Valley-Yorktown,362,300,643,639,1013
New York,Harrison village,321,205,1478,1397,1462
New York,Greenville CDP (Greene County),0,0,18,21,22
New York,Catskill village,36,10,84,66,369
New York,Spencer village,0,10,61,50,29
New York,Greenwich village,13,36,151,109,106
New York,Margaretville village,9,3,20,15,16
New York,Hancock village,16,3,50,39,43
New York,Franklin village,1,0,23,11,24
New York,Lake Luzerne,38,10,47,18,28
New York,Beaver Dam Lake,0,46,58,8,172
New York,Port Henry,39,0,34,20,25
New York,Macedon,30,13,69,117,104
New York,Herrings,0,0,3,3,0
New York,Hermon,8,2,32,26,15
New York,Barneveld,0,2,29,5,9
New York,Limestone,12,5,5,71,35
New York,Salem,6,8,28,16,18
New York,Forestville,4,6,40,57,63
New York,Prospect,15,0,24,28,5
New York,Lyons,50,28,157,118,110
New York,Altmar,11,5,33,14,35
New York,Worcester,0,8,34,52,53
New York,Woodsville,4,0,0,3,7
New York,Witherbee,0,0,36,15,30
New York,Keeseville,40,38,112,166,196
New York,Island Park village,34,26,141,131,281
New York,Loch Sheldrake,39,0,37,62,36
New York,Quiogue,0,0,0,50,69
New York,Round Lake village,0,16,28,19,14
New York,Yonkers,3095,2212,9051,8777,10604
New York,Shrub Oak,86,0,28,52,156
New York,Bridgewater,8,6,40,65,43
New York,Wells,8,0,52,15,55
New York,Virgil,14,18,47,55,34
New York,Thendara,0,0,0,0,0
New York,Niskayuna,187,20,279,367,210
New York,Taconic Shores,23,0,27,10,14
New York,Edwards,18,0,33,25,27
New York,Copake Hamlet,0,0,0,0,11
New York,Copake Falls,0,0,0,16,0
New York,Seneca Falls,58,80,225,333,224
New York,Perrysburg,0,0,14,24,26
New York,East Randolph,6,23,29,59,57
New York,Mastic Beach village,8,139,475,684,851
New York,Randolph,26,27,65,52,69
New York,Lyndonville village,6,3,42,70,30
New York,Heritage Hills,10,0,12,58,38
New York,Laurel,0,18,30,18,69
New York,North Boston,0,47,126,124,82
New York,Dunkirk,167,225,616,517,641
New York,Panama village,0,11,28,18,18
New York,Croghan village,9,0,14,34,43
New York,Lowville village,17,39,124,134,182
New York,Montour Falls village,11,42,97,85,68
New York,Lodi village,6,7,19,3,9
New York,Waterloo village,3,63,229,283,160
New York,Alfred village,7,3,16,25,23
New York,Canaseraga village,9,3,36,38,25
New York,Houghton,25,19,53,60,61
New York,Islandia village,6,73,163,121,166
New York,East Hampton village,3,7,61,21,16
New York,Dering Harbor village,0,0,0,0,0
New York,Commack,643,427,1469,1933,2513
New York,Gowanda village,12,51,146,112,152
New York,Clarence Center,80,12,257,282,190
New York,Angola village,15,30,154,127,136
New York,Voorheesville village,46,37,130,145,204
New York,Coxsackie village,21,6,55,92,136
New York,Hunter village,19,0,0,0,0
New York,Glasco,10,0,216,171,183
New York,Kingston,411,401,1086,1251,864
New York,Plattekill,9,35,39,17,108
New York,Tillson,0,9,110,85,42
New York,Saranac Lake village,89,46,228,299,201
New York,Calverton,89,0,319,81,297
New York,Albion village,154,28,360,128,454
New York,Baywood,85,117,403,365,356
New York,Brightwaters village,56,35,95,131,216
New York,Brookhaven,39,72,154,174,124
New York,East Patchogue,390,210,810,1338,968
New York,Westmere,78,63,265,344,266
New York,Melrose Park,19,21,63,57,167
New York,Meridian village,7,0,19,44,24
New York,Medina village,160,44,272,279,313
New York,Fairview CDP (Westchester County),164,11,272,139,155
New York,Bay Shore,388,213,1588,1855,1857
New York,Granville village,34,56,110,60,129
New York,Nelsonville village,6,23,54,35,31
New York,Cheektowaga,731,631,2815,2607,3022
New York,Sackets Harbor village,27,10,75,95,103
New York,Redwood,10,6,6,23,43
New York,Delhi village,9,20,88,51,53
New York,High Falls,0,0,55,1,15
New York,Carthage village,93,76,148,159,282
New York,Black River village,15,15,62,66,74
New York,Ellicottville village,2,0,2,8,23
New York,Cragsmoor,0,0,19,0,7
New York,Stony Brook,428,232,520,590,643
New York,Shelter Island Heights,0,0,48,97,60
New York,Rocky Point,336,184,679,572,991
New York,Poquott village,14,12,42,51,68
New York,Salamanca,119,131,406,370,288
New York,Rye Brook village,226,65,474,476,825
New York,Tuckahoe village,146,40,289,207,411
New York,Elma Center,18,67,120,121,147
New York,Middleport village,27,40,96,57,118
New York,Copake Lake,3,0,55,31,10
New York,Newport village,0,0,17,57,24
New York,Little Falls,85,55,201,218,277
New York,Warrensburg,43,39,137,139,192
New York,Skaneateles village,16,24,145,191,136
New York,Lakeland,13,21,76,99,114
New York,Shortsville village,3,9,43,75,42
New York,Victory village,6,5,48,26,44
New York,Preston-Potter Hollow,0,0,12,10,24
New York,Hillcrest,61,107,276,344,418
New York,Peekskill,340,313,1345,1152,1202
New York,Mount Vernon,1216,790,3409,3035,3024
New York,Mamaroneck village,257,207,976,996,1098
New York,Carmel Hamlet,75,94,286,485,401
New York,North Hornell village,1,6,17,37,32
New York,Avoca village,5,14,46,52,63
New York,Mount Ivy,179,41,352,396,334
New York,Westhampton Beach village,22,16,45,52,62
New York,Leeds,0,24,22,46,16
New York,Dansville village,44,17,209,146,413
New York,Garden City South,120,77,87,141,253
New York,East Massapequa,237,293,882,850,797
New York,Cedarhurst village,153,61,408,441,398
New York,Baldwin,402,390,1085,1437,1573
New York,Atlantic Beach village,10,11,30,65,98
New York,Pleasantville village,235,108,296,365,831
New York,Larchmont village,248,88,532,530,283
New York,Chittenango village,17,108,242,221,463
New York,Centre Island village,0,8,25,27,34
New York,Mount Kisco village,131,54,482,573,719
New York,Bronxville village,168,125,466,482,438
New York,Briarcliff Manor village,161,69,284,476,480
New York,Oakfield village,35,28,101,106,100
New York,Tannersville village,0,0,36,68,26
New York,Glens Falls North,166,139,551,302,438
New York,Great Neck village,380,140,813,536,627
New York,Kings Point village,141,30,358,307,314
New York,Lido Beach,0,0,149,205,247
New York,Matinecock village,18,5,59,96,78
New York,North Babylon,214,275,1003,641,866
New York,North Bellport,47,119,607,575,922
New York,Ocean Beach village,0,0,0,0,0
New York,Endicott village,139,168,430,575,826
New York,Endwell,117,220,459,494,552
New York,Brewster Hill,0,60,164,42,20
New York,Wyoming village,2,5,12,26,31
New York,East Marion,35,0,32,14,20
New York,Seaford,423,124,637,674,839
New York,Nelliston village,14,3,36,27,32
New York,Mannsville village,2,5,28,27,25
New York,Menands village,82,30,228,225,259
New York,East Nassau village,15,5,19,35,52
New York,North Merrick,188,111,754,689,725
New York,Munsey Park village,113,23,303,181,228
New York,Mill Neck village,6,5,65,40,60
New York,Firthcliffe,68,72,181,359,380
New York,Nunda village,2,14,101,92,49
New York,East Farmingdale,67,91,425,281,222
New York,Freeport village,408,433,2127,2079,2314
New York,Roscoe,0,0,0,62,53
New York,Narrowsburg,6,0,0,15,11
New York,Central Square village,5,59,55,82,123
New York,Johnstown,75,161,398,443,433
New York,Tarrytown village,161,13,353,718,585
New York,Scotts Corners,0,0,0,0,73
New York,Rye,434,213,1079,1468,1048
New York,Amenia,32,0,52,76,70
New York,Brinckerhoff,14,13,52,107,119
New York,Dover Plains,22,0,63,29,11
New York,Lake Grove village,147,114,656,552,536
New York,Fairview CDP (Dutchess County),101,99,240,144,96
New York,Millerton village,7,9,9,33,41
New York,Staatsburg,13,0,0,9,0
New York,Avon village,54,31,104,193,116
New York,Gardnertown,68,74,266,288,300
New York,Otisville village,23,11,47,113,79
New York,Port Jervis,101,184,393,520,424
New York,Manorville,172,222,636,1219,1050
New York,Floral Park village,226,170,837,699,864
New York,Mechanicville,33,97,376,173,281
New York,Cooperstown village,7,12,51,59,89
New York,Fire Island,5,6,9,10,11
New York,Shoreham village,15,5,27,16,7
New York,Shirley,462,408,1808,1160,1956
New York,Shelter Island,0,0,32,204,119
New York,Garden City village,581,243,1255,1140,1561
New York,St. James,272,98,673,714,818
New York,Port Jefferson Station,139,57,392,229,177
New York,North Great River,0,49,207,39,306
New York,Mount Sinai,213,289,590,592,651
New York,Moriches,33,49,0,90,169
New York,Islip Terrace,97,70,236,202,476
New York,Islip,275,109,626,882,999
New York,Huntington Bay village,32,11,39,59,71
New York,Remsenburg-Speonk,46,12,70,73,69
New York,Lattingtown village,29,32,90,117,104
New York,Westhampton,91,21,85,130,275
New York,Smithtown,413,265,1154,1302,1652
New York,Malone village,148,38,304,182,202
New York,Chateaugay village,7,6,56,30,34
New York,Lake George village,19,0,56,6,57
New York,Hudson Falls village,162,58,363,274,303
New York,Cambridge village,56,11,114,132,74
New York,Woodstock,27,28,106,53,79
New York,Waterford village,12,9,71,62,149
New York,West Hurley,0,0,34,49,73
New York,Wallkill,24,0,90,161,67
New York,Stone Ridge,0,65,58,67,14
New York,Saugerties South,0,16,82,93,64
New York,Port Ewen,37,19,46,172,120
New York,Napanoch,0,4,45,82,82
New York,Accord,0,0,0,65,14
New York,Athens village,7,15,32,41,48
New York,Aquebogue,6,29,38,56,41
New York,Bridgehampton,20,5,62,30,72
New York,Little Valley village,14,11,36,68,35
New York,Centerport,112,54,250,237,329
New York,Allegany village,38,17,98,108,58
New York,Sag Harbor village,38,16,62,65,46
New York,Franklinville village,32,14,64,102,145
New York,Hillside,13,0,33,10,56
New York,North Collins village,16,34,71,74,70
New York,East Atlantic Beach,12,0,88,103,18
New York,Malverne Park Oaks,3,3,25,11,108
New York,Phoenicia,0,0,0,0,0
New York,Oceanside,703,345,1436,1414,1678
New York,Baxter Estates village,12,12,51,49,51
New York,Stannards,4,5,5,9,6
New York,Laurens village,3,0,19,9,7
New York,Natural Bridge,0,0,0,35,0
New York,Brownville village,5,2,79,71,98
New York,West Babylon,677,365,1981,2035,2326
New York,Dix Hills,411,360,1334,1577,1622
New York,Angola on the Lake,24,14,41,103,38
New York,Northampton,0,0,28,28,0
New York,Verplanck,14,0,7,76,77
New York,Unionville village,0,19,37,46,4
New York,East Rockaway village,264,91,431,444,436
New York,Bellmore,159,193,682,793,844
New York,Bellerose village,33,5,70,60,116
New York,Barnum Island,22,27,55,29,114
New York,Munsons Corners,48,141,73,133,69
New York,McGraw village,5,7,21,28,87
New York,Bay Park,31,0,117,48,110
New York,Village Green,88,17,112,136,59
New York,Fairmount,134,128,374,470,396
New York,Whitesboro village,39,0,35,217,429
New York,Vernon village,2,11,48,49,54
New York,New Hartford village,26,14,64,130,80
New York,Williamsville village,63,9,149,132,278
New York,Northwest Ithaca,21,6,44,9,43
New York,Woodridge village,32,11,56,57,34
New York,Garden City Park,85,60,288,398,358
New York,Canajoharie village,30,42,105,121,90
New York,Duane Lake,0,0,0,39,0
New York,East Glenville,58,62,356,324,365
New York,Newburgh,463,600,1996,1908,1854
New York,Montgomery village,104,46,348,138,195
New York,Wurtsboro village,13,23,55,27,30
New York,Smallwood,0,3,4,31,59
New York,Monroe village,198,86,556,465,440
New York,Liberty village,98,59,246,163,174
New York,Minetto,7,8,30,71,44
New York,Washington Heights,151,0,78,61,231
New York,Lacona village,20,5,28,66,66
New York,Highland Falls village,44,25,153,108,195
New York,Goshen village,61,120,267,192,328
