State,City,Nursery-Pre-School,Kindergarten,1st-4th,5th-8th,9th-12th
New York,Monticello village,67,60,516,190,243
New York,Mexico village,33,7,101,66,119
New York,Cleveland village,3,0,25,33,49
New York,Northville village,13,41,94,82,79
New York,Scotia village,156,216,514,487,146
New York,Maybrook village,23,100,105,90,162
New York,Sound Beach,129,104,419,310,497
New York,Argyle village,0,13,37,25,45
New York,Sayville,276,166,720,846,655
New York,Carle Place,55,87,121,190,328
New York,Bethpage,238,159,858,664,723
New York,Bayville village,92,70,210,340,399
New York,Oxford village,23,8,79,60,79
New York,Rensselaer,156,158,360,329,315
New York,Averill Park,0,0,63,49,0
New York,Zena,37,3,66,66,32
New York,Shokan,24,0,24,44,109
New York,Hurley,8,18,175,128,78
New York,Gardiner,0,20,47,15,35
New York,Ellenville village,15,43,350,214,338
New York,Red Oaks Mill,11,32,87,138,103
New York,Kennedy,3,1,8,26,10
New York,Pawling village,30,12,143,76,112
New York,Crown Heights,32,39,83,209,182
New York,Rifton,0,0,0,0,0
New York,Saugerties village,24,66,160,124,138
New York,Walker Valley,71,0,138,199,58
New York,Geneva,90,185,545,502,550
New York,Selden,237,164,717,1020,976
New York,Riverside,59,0,30,7,0
New York,Port Jefferson village,108,79,340,338,421
New York,North Haven village,8,11,42,57,39
New York,North Bay Shore,396,146,1138,1794,1406
New York,Mastic,164,309,896,818,1271
New York,Lake Ronkonkoma,368,329,856,1225,1069
New York,Poland village,3,8,18,24,12
New York,Jamesport,0,0,9,13,13
New York,Cayuga village,2,1,6,34,37
New York,Aurora village,1,0,5,1,22
New York,Sloan village,58,23,81,95,226
New York,Green Island village,35,13,97,109,126
New York,Wellsville village,103,44,174,90,211
New York,Cuba village,50,14,100,99,84
New York,Bolivar village,21,6,42,45,65
New York,Weedsport village,16,10,111,147,94
New York,Wading River,103,134,366,480,334
New York,Palenville,20,0,26,51,20
New York,Cairo,0,21,40,94,14
New York,Ballston Spa village,38,84,170,358,262
New York,Fleischmanns village,6,8,4,6,21
New York,Speculator village,0,3,4,17,24
New York,West Carthage village,18,10,110,49,55
New York,Hammond village,3,4,28,15,3
New York,Harrisville village,7,9,37,55,19
New York,Clinton village,24,0,65,104,86
New York,Alden village,38,17,91,124,153
New York,Sodus Point village,19,5,16,26,44
New York,Hillside Lake,0,0,69,77,48
New York,Churchville village,66,10,94,141,141
New York,West Nyack,0,0,134,135,262
New York,Cold Brook village,3,8,30,29,30
New York,Chatham village,0,0,86,38,57
New York,Spencerport village,49,64,211,101,192
New York,Milton CDP (Saratoga County),38,16,113,175,202
New York,Hewlett Neck village,4,7,26,45,71
New York,Jericho,243,164,628,669,791
New York,Lawrence village,168,36,445,611,574
New York,Newark Valley village,10,18,52,110,123
New York,Apalachin,9,18,11,46,76
New York,West Hampton Dunes village,4,0,0,2,0
New York,Bergen village,8,29,65,54,51
New York,Whitney Point village,8,8,38,44,74
New York,Binghamton,639,429,2265,1826,1788
New York,Norwood village,44,3,105,65,60
New York,Haviland,51,51,123,101,123
New York,Livonia village,20,24,69,94,105
New York,Sinclairville village,23,11,82,43,62
New York,Jamestown West,0,55,73,87,151
New York,North Hills village,45,30,207,145,89
New York,New Cassel,143,192,797,995,1061
New York,Mineola village,298,257,832,607,654
New York,Merrick,254,293,634,1112,1528
New York,Manorhaven village,149,122,459,379,242
New York,Castorland village,6,10,33,25,38
New York,Katonah,57,12,106,127,141
New York,Westmoreland,12,0,13,56,110
New York,Hunt,0,0,19,4,5
New York,Northport village,110,55,386,423,336
New York,North Patchogue,216,106,399,446,355
New York,Napeague,12,0,0,0,0
New York,West Islip,355,318,1280,1456,1287
New York,Eastport,45,22,176,42,58
New York,Cutchogue,46,11,65,296,184
New York,Brentwood,787,1086,3622,3599,4188
New York,Greenlawn,183,130,910,576,1019
New York,Wyandanch,155,171,646,736,486
New York,Old Bethpage,93,62,255,247,331
New York,North Lynbrook,0,0,0,31,0
New York,Muttontown village,8,12,128,237,326
New York,Long Beach,620,396,1066,1004,1092
New York,Laurel Hollow village,35,52,126,191,180
New York,Great Neck Plaza village,185,81,125,130,210
New York,Bainbridge village,20,29,134,87,111
New York,Schoharie village,24,7,8,34,34
New York,Esperance village,0,1,16,35,40
New York,North Wantagh,232,136,544,426,431
New York,Cobleskill village,43,42,50,181,114
New York,Armonk,100,103,203,233,312
New York,Dobbs Ferry village,422,227,366,585,757
New York,Northeast Ithaca,96,52,207,176,133
New York,Hammondsport village,3,8,21,22,29
New York,Cohocton village,15,16,59,78,60
New York,Warsaw village,22,0,92,189,172
New York,Syracuse,2122,1915,6596,6503,6996
New York,Marcellus village,0,35,73,99,165
New York,Tully village,7,25,22,59,103
New York,Wayland village,26,21,93,77,136
New York,Crompond,85,25,155,91,117
New York,South Corning village,8,7,70,37,54
New York,Albertson,62,41,271,213,270
New York,Cortland,98,220,690,594,704
New York,Earlville village,9,22,107,66,74
New York,Cazenovia village,5,19,62,125,155
New York,Valley Stream village,742,507,1663,2013,2348
New York,Sea Cliff village,126,64,218,211,355
New York,Baiting Hollow,9,34,41,61,84
New York,Asharoken village,8,0,18,22,24
New York,Bath village,48,7,302,318,134
New York,Westfield village,27,36,208,117,175
New York,Lakewood village,35,17,81,160,122
New York,Cassadaga village,3,9,15,23,18
New York,Deferiet village,12,14,18,10,26
New York,Clayton village,7,9,78,124,81
New York,Weston Mills,6,5,29,42,124
New York,Colonie village,141,86,258,239,278
New York,Union Springs village,22,21,58,71,97
New York,Wynantskill,63,2,158,239,108
New York,Victor village,31,41,161,163,147
New York,Beacon,250,166,565,518,679
New York,Depauville,0,0,27,22,20
New York,Middleville village,0,11,38,35,52
New York,Herkimer village,105,70,105,394,144
New York,Dolgeville village,30,52,224,87,159
New York,Heuvelton village,13,8,28,24,46
New York,Pomona village,76,27,154,153,99
New York,New City,552,455,1800,1478,2125
New York,Montebello village,72,69,120,335,395
New York,Kaser village,245,257,666,598,675
New York,Haverstraw village,201,206,855,814,721
New York,Schaghticoke village,23,3,25,32,55
New York,Evans Mills village,2,0,12,18,17
New York,Odessa village,10,4,9,16,4
New York,Watkins Glen village,28,38,94,68,104
New York,Richburg village,13,1,27,44,42
New York,Dundee village,33,4,113,45,40
New York,Shenorock,20,38,112,183,140
New York,Mahopac,52,25,258,356,526
New York,Rapids,0,0,100,20,69
New York,Arcade village,57,20,119,165,175
New York,Pelham village,270,116,522,417,390
New York,Croton-on-Hudson village,255,99,426,581,475
New York,Ardsley village,52,29,254,263,451
New York,West Hills,125,50,241,194,249
New York,Lansing village,47,15,161,122,92
New York,Groton village,54,22,100,63,77
New York,Burdett village,7,0,11,19,31
New York,West Seneca,527,467,1934,1974,1927
New York,Orchard Park village,36,12,164,218,177
New York,Lackawanna,332,122,985,839,900
New York,Holland,0,6,68,76,87
New York,Belmont village,9,10,55,35,41
New York,Interlaken village,3,0,22,27,29
New York,Schenectady,743,511,2889,2998,3049
New York,Chestnut Ridge village,165,246,470,403,367
New York,Fulton,130,169,755,663,609
New York,Jeffersonville village,2,7,10,4,26
New York,Scotchtown,144,88,250,615,449
New York,Spring Valley village,601,705,2635,2249,2297
New York,Orangeburg,22,13,64,192,225
New York,Nanuet,395,104,878,767,668
New York,Grand View-on-Hudson village,9,0,19,11,15
New York,Germantown,0,18,53,41,46
New York,Claverack-Red Mills,0,0,33,27,55
New York,Spackenkill,37,61,164,369,319
New York,Harriman village,50,89,180,187,180
New York,Pleasant Valley,41,14,38,0,73
New York,Caledonia village,40,51,38,88,121
New York,Wellsburg village,5,4,42,8,22
New York,Horseheads village,82,71,312,235,358
New York,Elmira Heights village,9,102,120,256,237
New York,Palmyra village,85,109,113,246,82
New York,Star Lake,4,15,46,37,22
New York,Suffern village,290,31,430,470,514
New York,Pearl River,242,186,836,779,946
New York,Lima village,38,30,149,85,91
New York,Nyack village,109,99,433,282,205
New York,Kiryas Joel village,1069,1405,3515,2493,2606
New York,Waterville village,29,11,37,48,113
New York,West Bay Shore,83,70,278,209,163
New York,Cape Vincent village,20,2,31,36,55
New York,Mooers,0,0,0,21,19
New York,Stewart Manor village,50,14,66,104,101
New York,Holbrook,401,178,992,1441,1565
New York,Gordon Heights,119,21,215,235,337
New York,Fort Salonga,87,91,413,688,630
New York,Fishers Island,2,0,0,2,2
New York,Orange Lake,147,0,254,379,186
New York,Farmingville,237,186,800,709,953
New York,East Moriches,43,33,187,399,362
New York,Scarsdale village,523,371,1264,1534,1456
New York,Port Chester village,456,320,1374,1866,1664
New York,Pelham Manor village,89,41,443,571,517
New York,Lockport,202,356,975,979,933
New York,Gasport,54,43,58,117,106
New York,Painted Post village,49,6,137,77,53
New York,Gang Mills,21,32,318,323,263
New York,Hamilton village,31,15,69,56,59
New York,Greece,152,179,711,508,612
New York,Rhinebeck village,39,3,145,57,117
New York,Millbrook village,11,0,24,27,140
New York,Constableville village,6,6,16,9,9
New York,Fredonia village,154,53,147,477,328
New York,Cherry Creek village,11,0,29,42,31
New York,Silver Springs village,9,8,27,62,74
New York,West Hempstead,426,197,903,1214,1335
New York,University Gardens,44,26,226,294,279
New York,Uniondale,453,217,1446,1273,1449
New York,Russell Gardens village,14,4,37,55,62
New York,Copenhagen village,16,30,22,32,42
New York,Roosevelt,306,227,719,532,1040
New York,Oyster Bay Cove village,37,17,109,106,107
New York,Roslyn village,54,28,104,179,103
New York,North Amityville,398,160,992,1057,1304
New York,New Suffolk,0,0,0,0,14
New York,Nesconset,225,185,874,958,913
New York,Whitehall village,63,17,108,138,134
New York,Dresden village,17,0,17,23,32
New York,Livingston Manor,6,35,38,42,108
New York,Port Washington,392,288,898,718,792
New York,Lyons Falls village,11,4,26,51,24
New York,Middleburgh village,33,11,39,33,104
New York,Palatine Bridge village,3,0,7,18,26
New York,Port Dickinson village,53,14,88,82,98
New York,Mohawk village,34,9,97,108,228
New York,Lisle village,0,2,22,10,4
New York,Le Roy village,41,34,265,253,300
New York,Johnson City village,331,301,784,537,596
New York,Glen Cove,470,441,970,1128,988
New York,Troy,584,598,2415,2006,1892
New York,Nassau village,3,29,73,44,30
New York,Dexter village,21,25,76,29,13
New York,Nichols village,6,8,40,35,39
New York,Webster village,87,127,220,185,291
New York,Honeoye Falls village,23,60,164,117,290
New York,Brockport village,18,27,256,269,271
New York,Stottville,0,0,107,91,54
New York,Hudson,63,67,257,271,256
New York,Elba village,10,5,16,40,36
New York,Fort Plain village,24,5,99,102,78
New York,Ithaca,202,59,568,668,590
New York,Richmondville village,6,6,66,40,47
New York,Hannibal village,4,6,24,48,24
New York,Blauvelt,153,107,246,344,393
New York,Scottsville village,39,39,142,47,77
New York,Irondequoit,513,522,2080,2096,2332
New York,West Elmira,71,25,309,237,169
New York,Van Etten village,22,9,44,46,43
New York,Elmira,550,358,1498,1245,1290
New York,Newark village,174,168,401,337,430
New York,Rensselaer Falls village,10,4,34,37,13
New York,Gouverneur village,37,8,128,197,196
New York,Viola,154,117,663,602,706
New York,South Nyack village,76,9,66,119,153
New York,Mount Morris village,21,17,188,171,79
New York,New Square village,444,379,1087,1187,961
New York,Malverne village,170,49,298,333,327
New York,Lake Success village,22,24,133,196,257
New York,Hewlett Harbor village,24,14,34,73,102
New York,Hewlett Bay Park village,7,3,18,18,25
New York,Ransomville,0,8,63,44,203
New York,North Tonawanda,506,231,1096,1148,1446
New York,Niagara Falls,875,648,2268,2561,2446
New York,Kensington village,40,9,62,62,60
New York,Plandome village,28,8,57,123,157
New York,Ilion village,128,102,519,490,364
New York,Corfu village,1,0,24,29,20
New York,Ogdensburg,129,126,606,372,408
New York,Brocton village,4,8,41,66,78
New York,Freeville village,2,0,18,12,12
New York,Bemus Point village,0,12,10,5,9
New York,Redford,0,0,0,72,13
New York,Cumberland Head,17,14,20,4,17
New York,Au Sable Forks,11,6,25,41,21
New York,Port Byron village,9,3,36,59,72
New York,Putnam Lake,35,42,149,76,363
New York,Sodus village,11,46,91,116,77
New York,Lake Carmel,73,24,382,353,525
New York,Riverside village,14,2,25,22,20
New York,Hornell,123,89,307,435,675
New York,Addison village,2,18,110,102,160
New York,Miller Place,156,45,687,948,798
New York,Geneseo village,13,6,122,217,218
New York,Big Flats,62,17,209,327,226
New York,Clyde village,31,42,164,181,132
New York,Waddington village,6,0,36,13,31
New York,Cold Spring village,29,29,98,52,89
New York,Frankfort village,12,20,50,209,103
New York,Chappaqua,36,14,98,42,118
New York,Wheatley Heights,66,75,330,282,363
New York,Elwood,219,90,472,517,864
New York,Cold Spring Harbor,67,37,253,330,336
New York,Centereach,681,179,1501,1738,1748
New York,Bayport,118,27,263,458,526
New York,Amagansett,4,0,5,20,30
New York,Hartsdale,41,29,189,88,125
New York,East Quogue,42,38,199,412,279
New York,East Northport,543,177,808,1019,1163
New York,Candor village,18,20,29,28,29
New York,East Islip,224,163,904,671,891
New York,Copiague,444,229,919,877,1013
New York,Central Islip,430,558,1564,1672,2026
New York,Babylon village,285,121,447,423,732
New York,Amityville village,254,162,407,253,380
New York,Burke village,4,3,21,9,9
New York,South Glens Falls village,95,40,269,126,155
New York,Hyde Park,18,25,66,91,141
New York,Brushton village,2,0,20,14,21
New York,Coram,883,310,1704,2458,2171
New York,Crugers,0,0,50,52,39
New York,Golden's Bridge,26,51,110,96,75
New York,Hawthorne,134,59,207,201,155
New York,West Sayville,65,22,278,322,300
New York,Alexander village,17,2,23,53,50
New York,Wappingers Falls village,51,114,237,185,251
New York,Wolcott village,16,39,70,103,117
New York,Red Creek village,18,8,33,77,88
New York,Millport village,2,0,29,35,22
New York,Tuckahoe,0,51,32,5,33
New York,Terryville,83,40,428,940,830
New York,Richville village,6,5,22,23,10
New York,Springs,168,118,373,302,117
New York,Deer Park,569,324,1364,1166,1440
New York,Center Moriches,40,175,599,530,521
New York,Bellport village,45,7,65,32,76
New York,Belle Terre village,5,10,31,47,52
New York,Kings Park,238,303,701,904,891
New York,Holtsville,284,127,844,1239,1049
New York,Hampton Bays,214,85,741,482,657
New York,Halesite,24,0,149,195,108
New York,East Shoreham,112,67,456,553,434
New York,Frewsburg,0,0,0,119,89
New York,Ripley,0,9,43,15,40
New York,New Berlin village,0,0,28,65,59
New York,Friendship,23,37,62,70,91
New York,DeRuyter village,2,8,25,27,23
New York,Monsey,1014,899,3079,2212,2186
New York,Congers,79,28,330,501,607
New York,Airmont village,193,201,682,887,590
New York,Pittsford village,35,29,78,88,108
New York,Hilton village,220,88,385,270,358
New York,Fairport village,68,18,151,254,266
New York,Lorenz Park,0,10,111,115,91
New York,Springville village,70,71,257,186,254
New York,Kinderhook village,19,6,28,43,60
New York,Valatie village,16,28,104,73,93
New York,Galeville,44,99,224,246,131
New York,Baldwinsville village,87,61,250,225,331
New York,Bellerose Terrace,19,11,91,215,125
New York,Sleepy Hollow village,198,30,540,610,387
New York,Corning,158,72,577,446,378
New York,Cove Neck village,1,4,15,15,17
New York,Canisteo village,38,19,108,119,214
New York,Ghent,13,0,24,15,26
New York,Tonawanda,157,118,493,559,697
New York,Canastota village,27,123,295,231,244
New York,Tonawanda,678,497,2732,2234,2373
New York,Niverville,35,31,53,62,122
New York,Warwick village,64,108,249,417,402
New York,Vails Gate,11,68,87,112,207
New York,Sand Ridge,0,0,18,48,38
New York,Mayfield village,17,7,15,44,34
New York,Gloversville,301,148,705,615,709
New York,Broadalbin village,2,8,76,92,78
New York,Brewerton,62,51,145,106,124
New York,Rotterdam,242,152,958,799,1330
New York,Delanson village,27,12,16,13,24
New York,Tribes Hill,13,0,34,61,41
New York,Fort Johnson village,12,38,38,80,16
New York,Castile village,14,12,49,42,55
New York,Seneca Knolls,15,0,54,65,91
New York,Nedrow,24,22,153,86,109
New York,Minoa village,68,99,204,200,115
New York,Manlius village,60,39,277,300,170
New York,Lyncourt,112,0,217,264,60
New York,Jordan village,12,9,71,54,91
New York,Almond village,13,11,52,23,20
New York,Portville village,21,18,37,49,37
New York,Youngstown village,33,12,94,156,162
New York,Lewiston village,16,6,112,125,121
New York,East Hills village,173,174,650,510,465
New York,Watervliet,133,43,381,535,389
New York,Plattsburgh,138,174,485,523,634
New York,Peru,0,16,49,28,111
New York,North Massapequa,272,207,687,777,1152
New York,North Bellmore,439,265,908,882,1049
New York,Manhasset Hills,57,17,197,137,198
New York,Lakeview,23,118,265,421,611
New York,Farmingdale village,125,126,353,225,352
New York,Hewlett,99,57,384,251,244
New York,Hempstead village,1215,718,3611,2370,2765
New York,Harbor Hills,0,27,105,0,33
New York,Franklin Square,531,261,1347,1465,1890
New York,East Norwich,60,14,213,131,174
New York,Brookville village,22,31,173,117,143
New York,Wampsville village,0,0,4,19,34
New York,Munnsville village,4,15,33,22,29
New York,Greene village,53,9,59,89,109
New York,Herricks,86,33,175,227,210
New York,Glenwood Landing,0,0,179,350,316
New York,Great Neck Gardens,58,25,136,139,17
New York,Inwood,161,240,464,554,596
New York,Penn Yan village,112,34,151,283,293
New York,Trumansburg village,14,28,57,87,72
New York,Newfield Hamlet,0,0,0,16,38
New York,Glen Head,76,56,247,301,311
New York,Mattydale,102,96,305,385,355
New York,Liverpool village,22,4,91,64,80
New York,Fayetteville village,54,68,112,294,277
New York,Rome,395,355,1621,1144,1363
New York,Oriskany village,4,11,47,47,47
New York,New York Mills village,39,40,228,86,192
New York,Woodbury,176,70,311,430,447
New York,Williston Park village,116,130,279,486,432
New York,Upper Brookville village,6,7,83,40,98
New York,South Valley Stream,96,80,378,275,427
New York,South Hempstead,106,27,126,170,178
New York,Plandome Heights village,32,16,44,64,79
New York,Old Westbury village,71,37,142,272,304
New York,North New Hyde Park,170,247,645,769,908
New York,Massapequa Park village,337,146,863,1138,966
New York,South Lockport,102,96,367,239,385
New York,Alexandria Bay village,8,4,30,15,26
New York,East Ithaca,0,30,114,45,48
New York,Glen Park village,16,11,45,29,21
New York,Lake Katrine,12,0,89,33,144
New York,Auburn,370,319,1291,812,1064
New York,Ovid village,5,14,15,23,37
New York,Valley Falls village,3,1,42,39,26
New York,Solvay village,106,62,325,173,382
New York,Ossining village,422,287,1053,1340,1282
New York,Sands Point village,52,72,163,195,202
New York,Oneida Castle village,10,4,56,23,15
New York,East Hampton North,46,37,243,233,210
New York,Waverly village,64,55,232,192,170
New York,Tupper Lake village,63,45,183,227,157
New York,Greenport village,0,87,33,76,62
New York,Chenango Bridge,76,26,163,103,149
New York,Nissequogue village,22,27,61,77,115
