None,High_School,Associates,Bachelors,Graduate,Europe,Asia,Africa,Oceania,Americas,Never_Married,Married,Divorced,Separated,Widowed,Female,Male,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Pacific_Islander,Hispanic_Latino,White,Other,Two_or_More,Median_Income,Unemployment,Population,Nursery_Pre-School,Kindergarten,1st_4th,5th_8th,9th_12th,Violent_Crime
2637,3200,4010,2402,1801,0.0,176,44,0,0,42.357,27.06,1705,428,1447,54.275,12070,7578,602,356,54,3522,14226,922,597,18815,5.095,26397,433,329,1220,4.296,1769,0.606
215,1889,1689,913,531,0.0,81,7,0,0,20.803,43.028,781,49,224,44.714,4393,3316,18,68,0,972,3473,804,223,40625,3.096,7946,246,32,601,4.707,347,0.39
368,811,519,154,100,0.0,8,0,0,0,24.915,32.401,358,80,129,52.594,1526,980,34,15,0,161,2004,13,43,27263,5.126,3219,14,58,335,5.654,200,0.249
3232,6238,7674,4841,2367,0.0,1037,158,0,0,24.425,37.776,3250,827,1656,53.35,17642,11332,74,1417,21,4573,19635,497,1012,31433,2.401,37818,919,527,2266,5.191,2108,0.481
333,429,804,715,381,0.0,18,0,0,0,22.837,48.221,132,115,21,49.639,2095,269,0,18,0,195,3632,0,84,33193,4.087,4160,77,92,233,5.649,84,0.024
3740,5986,5726,2457,1159,0.0,815,233,0,0,34.674,25.812,2575,1208,1736,53.403,14171,15284,83,1059,0,1470,12051,487,640,20478,3.867,30412,778,357,1550,6.931,1847,0.427
507,516,980,238,128,0.0,0,0,0,0,24.564,32.836,238,285,216,48.227,1840,2115,0,0,0,10,1408,0,21,25293,5.008,3554,24,73,179,5.177,187,0.675
1844,3708,5552,6185,2858,0.0,5500,616,0,16,24.991,40.75,3072,236,1121,54.485,13308,7180,29,6976,8,4047,10425,1797,736,34483,2.616,29239,486,490,1617,3.998,1450,0.068
865,2182,2847,1119,508,0.0,310,242,0,0,24.175,41.209,1031,115,374,51.402,5669,3180,0,470,0,1058,6262,135,891,30417,3.352,11665,278,185,522,7.733,699,0.137
904,1275,1168,830,317,0.0,192,22,0,0,38.55,23.401,724,50,268,49.385,3331,2588,0,192,0,1291,1826,450,398,30594,1.93,6581,59,102,495,6.595,387,0.745
190,119,96,5,6,0.0,0,0,0,0,19.247,34.17,48,28,30,52.999,337,18,0,59,0,156,521,6,26,20455,1.674,717,7,21,63,4.184,51,0.0
845,3460,4817,3047,1425,0.0,500,473,0,0,25.954,41.083,1884,189,798,53.731,9083,7893,148,707,0,2506,7840,1558,577,29158,2.201,19631,317,360,1228,3.316,1023,0.326
346,774,581,193,228,0.0,0,0,0,0,14.65,37.121,511,77,319,57.134,1343,135,0,0,0,0,2926,32,40,27225,6.192,3133,78,41,122,7.245,154,0.67
895,1002,674,145,181,0.0,84,14,0,0,28.837,28.746,469,51,466,54.228,2019,1375,3,129,0,353,2423,0,134,15652,1.632,4411,104,29,210,8.116,326,0.68
87,347,143,87,34,0.0,0,0,0,0,31.426,36.941,119,18,62,59.001,394,325,0,0,0,0,635,0,1,20179,3.642,961,0,15,23,1.873,60,0.104
1896,3453,1588,800,249,0.0,34,0,0,0,32.618,23.74,1486,316,731,55.759,5915,6058,0,34,0,260,6752,78,247,20204,5.333,13370,319,166,720,6.717,754,0.666
41,201,77,20,7,0.0,0,0,0,0,37.39,28.571,45,9,46,48.148,294,340,1,0,0,34,192,21,0,22059,0.529,567,0,14,20,3.88,68,0.0
267,454,302,63,36,0.0,0,0,0,0,33.217,21.777,164,93,159,55.981,758,1065,0,0,0,19,572,5,74,20684,3.31,1722,21,47,114,4.065,136,0.465
1670,3898,2266,1002,809,0.0,176,25,0,0,52.092,19.556,1598,529,852,49.71,9461,8580,11,170,0,437,9286,147,365,14095,6.256,18813,239,290,569,4.056,846,0.351
464,832,667,260,247,0.0,0,0,0,0,41.097,23.722,425,88,333,54.755,2203,2376,9,19,0,300,2181,219,4,21551,3.697,4869,71,25,355,2.855,161,0.226
103,304,85,16,8,0.0,0,0,0,0,32.596,33.923,78,15,42,53.687,314,444,0,0,0,69,165,0,0,18438,2.065,678,13,2,13,4.572,16,0.147
4208,9240,14471,23804,12574,0.0,4326,1401,0,0,24.695,42.34,7553,678,3142,50.322,46825,12862,335,4448,31,14548,59988,2351,2353,41131,1.818,94257,1810,1445,5348,5.56,5711,0.134
125,177,142,23,15,0.0,0,0,0,0,35.84,26.72,80,10,56,36.16,399,74,0,0,0,25,505,0,21,14695,2.56,625,4,0,23,0.8,5,0.0
1549,4230,8689,17139,11688,0.0,10580,529,0,0,19.393,46.762,4801,496,2056,49.596,32597,7881,227,12784,23,5425,36873,936,1599,54157,2.465,64672,1655,974,4385,7.012,4212,0.065
77,55,112,9,4,0.0,0,0,0,0,19.952,33.413,31,20,11,56.25,182,165,0,0,0,33,207,6,11,23221,1.923,416,19,0,17,8.654,25,0.0
2080,3127,3945,1884,1514,0.0,439,122,10,0,59.666,17.028,1685,561,966,51.827,14934,13311,63,518,19,1647,14681,543,1251,11898,5.98,31001,386,163,747,4.1,932,0.355
34,96,73,9,8,0.0,3,0,0,0,24.012,28.571,36,6,31,47.416,173,124,5,3,0,13,170,0,14,21741,2.128,329,0,13,18,6.687,20,0.0
613,1147,913,233,115,0.0,0,0,0,0,35.546,25.781,528,158,303,48.802,2244,1792,0,0,0,404,2131,63,38,17493,3.628,4383,36,109,183,3.034,296,0.89
721,2310,3508,2521,927,0.0,151,622,0,0,25.146,37.939,1303,341,748,55.316,6678,8722,21,240,0,1518,4146,754,487,31418,3.72,14945,359,86,832,4.931,937,0.221
102,141,132,12,17,0.0,0,0,0,0,19.106,25.886,54,29,96,57.781,274,238,0,0,0,0,403,0,8,20278,1.695,649,8,8,69,6.009,16,0.0
338,524,261,82,50,0.0,31,0,0,0,30.583,28.695,108,43,135,52.913,873,1617,0,31,0,1,205,1,0,15282,3.668,1854,33,16,192,11.111,93,0.324
278,1161,753,204,163,0.0,0,0,0,0,27.088,28.494,390,231,275,52.253,1664,868,9,0,0,47,2477,18,102,18145,2.095,3485,79,36,159,1.291,85,0.918
735,1836,855,299,203,0.0,18,0,0,0,28.228,30.985,623,220,332,54.449,2974,3706,0,18,0,715,2065,188,32,21151,2.497,6529,244,155,644,3.645,333,0.521
475,1184,850,329,317,0.0,0,0,0,0,29.237,29.309,300,83,279,55.452,2476,4054,0,0,0,69,1345,0,90,18582,1.403,5558,210,48,329,8.096,280,0.522
2312,1561,1036,1087,505,0.0,1271,126,0,10,32.643,29.787,780,142,399,43.014,5967,880,339,1577,0,5779,2177,640,259,24709,2.034,10471,216,122,522,7.172,552,0.506
1355,3440,5154,3834,2045,0.0,537,0,67,0,20.868,44.156,2093,310,946,52.143,11056,5579,82,603,138,1334,14715,117,882,38801,3.753,23102,564,226,1060,6.675,1146,0.104
391,569,339,70,36,0.0,45,0,0,0,21.318,31.535,197,85,141,50.686,1115,1302,18,33,0,127,755,95,46,15633,2.211,2261,64,63,179,6.325,93,0.442
943,2265,3254,1626,542,0.0,158,107,0,0,17.052,42.664,1393,259,296,48.126,7085,4276,187,173,0,1815,6278,270,1106,31430,4.064,13658,220,233,1009,4.84,675,0.103
261,572,788,162,99,0.0,0,0,0,0,25.246,34.774,331,22,138,50.262,1519,661,0,0,0,42,2304,12,47,24271,2.063,3054,68,24,148,5.501,171,0.262
18,143,141,79,32,0.0,47,0,0,0,73.121,11.193,60,0,0,54.902,552,532,0,57,0,59,592,0,38,16076,2.533,1224,13,12,19,0.572,18,1.062
356,914,1623,400,382,0.0,141,0,0,0,18.207,35.2,777,151,477,55.756,2260,1352,0,192,31,221,3271,79,41,31155,0.998,5108,27,213,203,5.325,228,0.039
621,833,510,94,70,0.0,0,6,0,0,28.958,16.364,322,243,290,51.466,1738,3083,0,0,0,0,498,0,0,14028,2.904,3581,100,167,449,4.552,156,0.028
8515,13314,15190,5431,3970,0.0,525,106,0,0,36.969,23.248,7586,2686,3981,54.275,34125,54818,194,696,38,1720,16077,594,1316,20219,6.843,74631,1702,1036,4234,5.429,4550,1.084
296,285,307,54,3,0.0,0,0,0,0,38.121,24.379,109,46,77,49.379,652,1040,0,0,1,13,195,11,39,20263,2.873,1288,15,15,121,6.366,46,0.311
665,1537,1122,492,255,0.0,27,30,0,0,22.401,32.905,687,64,424,52.003,3139,2800,0,19,0,714,2940,18,161,29064,2.599,6540,46,57,574,9.771,370,0.199
1524,4501,5042,2617,1534,0.0,237,371,0,0,32.362,28.84,2974,397,916,54.601,10942,15451,12,336,0,1578,5724,323,1478,29309,3.647,24102,336,219,1401,7.078,1411,0.154
515,1802,1899,342,221,0.0,140,111,0,0,29.064,38.901,641,103,60,55.642,3373,4234,0,85,0,613,2556,0,199,23998,1.71,7604,26,67,649,5.168,755,0.21
47,85,130,20,25,0.0,0,0,0,0,26.068,23.504,64,14,48,57.051,201,161,0,0,0,4,298,0,5,17188,3.846,468,20,5,17,1.068,18,0.0
1450,3577,2744,726,420,0.0,66,10,0,0,24.704,29.322,1497,439,1146,55.76,6121,7847,9,18,0,917,4982,823,99,19880,1.886,13836,214,291,1136,4.337,725,0.513
551,1283,1255,721,391,0.0,76,225,0,0,42.457,22.892,498,252,263,57.111,2681,4900,0,54,0,271,1043,47,72,22848,4.111,6251,44,49,392,4.703,478,0.528
381,171,144,31,14,0.0,31,0,0,0,24.694,41.208,57,15,40,50.994,641,67,0,57,0,692,488,53,6,25307,1.606,1308,7,21,90,10.627,119,0.0
1895,3090,3504,1034,714,0.0,235,15,0,0,31.34,23.725,2353,437,861,56.505,6974,9076,0,292,36,1575,4870,268,326,17896,3.761,16034,351,243,893,4.596,974,1.091
7608,4360,4617,2729,1317,0.0,705,32,0,0,24.939,36.189,2868,829,1728,49.916,16757,2574,336,820,4,16216,13533,2057,416,24485,3.422,33458,517,324,2260,6.369,2254,0.278
314,526,527,98,37,0.0,7,0,0,0,21.413,40.009,235,23,190,49.415,1167,147,0,8,0,16,2129,17,0,21123,0.954,2307,15,10,105,4.161,128,0.087
475,1608,2092,2399,842,0.0,161,109,0,0,16.261,47.275,1128,89,193,52.498,5448,914,0,299,0,606,9626,57,37,42880,4.124,11469,228,196,538,7.917,614,0.026
129,238,276,73,64,0.0,0,4,0,0,20.301,39.894,125,43,103,52.837,532,92,11,0,0,7,990,4,24,21111,5.142,1128,3,6,44,7.27,89,0.355
64,69,181,61,79,0.0,0,41,0,0,46.111,35.889,44,24,31,35.444,581,117,0,4,0,52,725,7,6,14100,1.444,900,4,5,20,1.444,16,0.0
1082,1666,1239,443,291,0.0,21,17,0,0,22.916,34.752,898,122,498,52.685,3190,1079,37,33,0,775,4606,60,264,26615,2.566,6742,81,141,329,6.126,314,0.415
837,3134,3377,3254,1724,0.0,867,70,97,0,21.88,43.518,2033,238,886,55.023,7803,6172,113,1451,97,1091,7644,313,904,33407,3.539,17349,192,245,755,4.951,1206,0.167
225,823,471,130,36,0.0,12,0,0,0,32.29,24.063,279,19,232,56.431,1128,1427,0,0,0,177,969,139,54,18661,2.704,2589,13,9,195,3.708,185,0.077
104,158,95,13,10,0.0,0,0,0,0,38.189,21.457,57,16,52,56.89,219,303,3,0,6,47,149,15,0,17366,2.165,508,0,11,24,6.693,24,0.197
2002,6105,10022,22514,14868,0.0,17835,1314,0,0,19.173,50.948,4974,464,1789,51.128,40875,9468,411,22346,11,5575,44007,1132,2165,50679,2.7,83637,1593,1446,5183,7.101,6394,0.041
908,2134,4312,10528,6536,0.0,3551,428,0,0,21.181,48.597,2066,303,796,50.263,18985,3802,21,4399,23,3033,26450,219,872,52211,1.666,38171,575,427,2618,6.429,3505,0.029
171,154,107,43,22,0.0,8,0,0,0,30.133,24.8,67,26,31,56.933,323,410,0,8,0,0,315,0,17,18125,5.2,750,1,30,38,6.667,11,0.0
4170,9943,13700,29747,18223,0.0,7002,2353,0,0,31.332,39.171,8604,1196,3838,52.367,50210,20385,1563,7661,28,14572,60620,1520,2857,43654,2.145,105411,1757,1185,3926,4.556,4976,0.121
374,697,503,358,260,0.0,0,0,0,0,21.416,47.646,226,58,211,44.402,1594,512,0,0,0,97,2242,16,49,32963,2.267,2867,28,15,113,4.116,182,0.174
170,213,245,75,33,0.0,0,0,0,0,25.38,28.597,127,46,101,52.994,526,481,0,0,0,172,466,172,0,17407,4.915,1119,13,23,67,7.328,66,0.0
649,1616,2275,1202,366,0.0,204,0,0,0,20.481,36.125,1051,112,469,49.6,4971,1945,13,221,7,734,6754,120,218,36034,1.085,9863,130,331,664,7.493,804,0.132
566,918,374,500,58,0.0,0,0,0,0,59.161,18.263,277,55,120,29.804,2360,1907,0,0,0,90,1390,0,0,33565,0.416,3362,49,28,41,3.093,148,0.03
4408,4278,4264,13722,10710,0.0,2471,924,0,0,30.508,36.441,4109,978,1635,50.043,26547,5351,1653,3327,13,12447,30820,3788,1296,47199,1.498,53140,1156,665,2518,4.067,1535,0.352
738,3355,6156,8584,5033,0.0,1670,201,0,0,18.154,49.652,2381,270,1686,51.594,17022,2276,53,2046,0,2749,26731,422,1430,48054,1.92,35165,645,389,1891,7.178,2570,0.051
1186,3274,5030,13374,10924,0.0,6718,596,9,0,21.193,44.112,3539,455,2016,50.565,24231,5779,253,8099,11,4398,29301,531,1656,55759,1.799,49016,1222,946,3073,5.227,2422,0.161
1318,1882,1474,411,167,0.0,289,0,0,0,20.108,36.101,949,310,644,56.654,3117,543,11,289,0,153,5923,32,319,17369,1.738,7191,61,211,501,3.421,339,0.153
124,182,169,39,39,0.0,0,0,0,0,26.843,26.403,127,7,74,56.216,398,313,0,0,0,7,564,0,25,21047,1.65,909,7,3,41,3.63,64,0.66
691,1232,491,154,164,0.0,0,0,0,0,43.056,23.548,291,201,292,52.743,1766,2920,0,0,0,143,653,44,21,16386,10.222,3737,28,0,132,5.325,187,0.482
272,511,477,154,97,0.0,58,0,0,0,31.581,23.908,210,23,197,52.48,1121,1166,0,56,0,174,940,172,25,22832,1.992,2359,99,39,194,4.112,106,0.17
186,239,114,85,63,0.0,30,0,0,0,20.07,30.237,130,14,78,57.756,482,261,0,35,0,138,707,11,0,20463,2.279,1141,10,69,93,9.816,67,0.0
992,3542,4845,3393,1723,0.0,378,1220,0,19,23.07,40.146,2024,358,1048,50.922,10962,6317,58,717,102,2456,12328,809,708,32449,3.255,22336,514,227,1192,5.337,1624,0.107
5550,7943,10312,10127,5190,0.0,1377,1010,0,13,30.311,31.755,6766,1248,2278,51.094,29544,18602,583,1541,25,9579,29437,3203,2019,30848,2.857,60410,1273,1070,3174,5.156,2354,0.354
2907,5745,9709,12725,8613,0.0,3266,998,0,0,27.717,37.918,5675,656,1392,52.188,26763,16921,34,4336,135,7904,25721,3882,2147,42023,2.608,55976,1229,1019,3059,4.309,1774,0.209
746,1503,1424,820,357,0.0,61,325,0,0,31.556,26.182,883,196,249,52.35,3467,3822,0,48,0,1386,2014,607,194,25970,5.236,7276,126,76,585,6.789,531,0.715
239,237,121,8,3,0.0,0,0,0,0,27.146,37.226,72,39,47,49.701,504,227,0,0,0,35,721,32,19,17813,0.599,1002,10,5,49,5.289,75,0.0
934,2597,2642,1679,1029,0.0,250,319,0,0,24.98,34.191,1535,270,486,55.376,6749,5935,151,430,0,1005,6832,458,536,29857,3.914,15124,322,416,952,6.916,1067,0.377
928,1170,787,147,92,0.0,0,0,0,0,22.717,33.447,461,101,358,53.928,2164,1579,0,72,0,510,2468,318,107,16579,2.704,4697,62,24,525,5.514,131,1.554
47,205,217,217,174,0.0,0,4,0,0,22.974,50.045,88,22,35,52.093,538,232,0,0,0,34,815,18,46,31293,1.692,1123,10,13,30,4.898,46,0.0
2309,3235,1648,746,688,0.0,155,15,0,0,30.98,25.154,1582,657,688,51.053,6906,6695,55,202,9,2255,4811,839,473,19105,4.281,14109,329,252,804,6.266,1209,0.517
358,628,336,168,48,0.0,0,0,0,0,27.921,29.986,219,65,236,55.232,954,494,0,0,0,233,1394,9,10,19402,1.877,2131,9,89,69,1.173,114,0.939
169,248,165,39,34,0.0,0,0,0,0,24.902,38.379,88,29,62,47.852,534,309,2,0,0,112,601,32,19,26091,1.562,1024,10,13,68,6.25,31,0.293
2543,1504,1641,1196,483,0.0,3501,2983,3,0,31.939,31.131,757,219,357,50.932,6262,7387,112,3700,4,562,797,162,223,20786,5.148,12762,262,190,971,7.562,1053,0.494
9,159,144,213,104,0.0,5,15,0,0,29.853,31.861,164,0,37,63.186,275,167,0,5,0,30,545,0,18,40859,1.74,747,0,0,32,7.095,19,0.402
576,1250,2024,764,586,0.0,96,0,0,0,18.655,44.975,572,77,499,50.358,3808,2350,17,269,0,439,4495,31,188,36196,2.268,7671,92,140,523,6.14,440,0.404
549,977,454,113,60,0.0,0,0,0,0,35.25,23.927,237,144,209,56.347,1465,2024,0,0,3,442,887,279,0,19485,2.89,3356,34,91,248,5.155,226,0.596
262,1114,1763,1409,542,0.0,131,0,0,0,22.682,40.512,894,67,260,48.846,3658,585,0,121,0,389,5823,108,246,38085,0.979,7151,167,107,378,5.999,210,0.308
96,188,171,126,104,0.0,6,0,0,0,11.819,37.185,161,17,177,62.151,285,22,0,6,0,13,712,0,0,24471,0.398,753,0,0,7,1.062,0,0.664
83,274,163,55,17,0.0,0,0,0,0,20.767,33.653,88,6,70,51.012,460,101,3,0,0,1,779,0,55,21576,4.473,939,54,20,56,4.366,16,0.0
19,31,17,8,0,0.0,0,0,0,0,20.0,43.75,13,0,11,51.25,39,25,0,0,0,0,53,0,2,14063,0.0,80,0,0,0,6.25,0,0.0
930,1799,881,228,325,0.0,0,0,0,0,38.887,13.162,836,229,437,51.735,3546,4531,0,0,0,81,2538,16,197,16612,3.906,7347,117,117,523,7.336,761,0.776
65,93,59,35,20,0.0,60,0,0,0,17.363,41.099,42,18,3,51.648,220,23,0,60,0,22,346,8,4,28839,0.659,455,0,6,61,6.154,18,0.0
702,1515,664,277,126,0.0,20,0,0,0,34.827,22.585,423,85,463,52.711,2364,2470,0,20,0,81,2335,0,93,22191,3.981,4999,186,0,358,4.241,150,0.36
89,344,378,173,164,0.0,30,0,0,0,26.214,43.518,185,11,71,54.654,794,99,0,20,0,63,1556,20,13,30503,3.998,1751,13,15,74,3.826,184,0.114
31325,62436,67722,89409,71636,0.0,13744,3119,12,0,46.174,22.81,42397,8126,21986,51.331,233442,248683,1171,19964,142,20851,180462,5019,11537,31660,4.161,479655,7628,5516,21075,3.793,18068,0.795
86,181,140,44,20,0.0,0,0,0,0,22.857,44.0,72,2,19,51.714,338,90,7,0,0,82,523,0,5,23088,1.714,700,0,6,21,3.286,30,0.0
176,735,650,228,150,0.0,17,0,0,0,18.2,43.357,401,19,165,47.642,1332,24,22,17,0,75,2265,0,141,21686,0.904,2544,17,15,118,4.599,121,0.157
159,804,803,282,142,0.0,11,0,0,0,17.814,39.261,532,15,231,53.696,1466,0,180,0,0,115,2832,0,39,22389,1.864,3166,65,56,109,3.506,91,0.474
55,210,150,121,16,0.0,10,0,0,0,20.321,39.265,91,4,76,51.435,423,3,17,17,0,31,801,0,25,22138,0.804,871,10,0,54,7.463,66,0.0
812,1785,1881,456,118,0.0,0,0,0,0,23.073,41.872,933,50,350,48.391,3816,24,60,18,0,1631,5546,220,265,24968,2.529,7394,82,33,347,3.706,263,0.216
329,1256,1501,580,320,0.0,42,0,0,0,20.914,37.948,527,68,214,50.583,3516,0,73,42,0,932,5979,345,224,26729,2.488,7115,91,205,450,8.264,694,0.155
817,2707,3717,994,370,0.0,322,59,0,0,19.531,42.263,1454,229,520,48.407,7222,426,179,335,38,1866,10435,151,729,26201,2.708,13998,243,279,856,5.801,772,0.271
277,1254,4845,2970,1332,0.0,405,0,0,0,28.09,46.496,657,15,438,50.066,13960,91,48,429,53,2221,24252,688,908,10413,3.777,27957,343,293,993,4.525,1325,0.018
130,560,625,116,58,0.0,0,0,0,0,23.178,35.053,336,33,98,49.877,1224,0,92,0,0,88,2191,19,84,25106,3.071,2442,12,73,137,7.166,175,0.532
1783,7694,8239,3765,1202,0.0,230,0,0,0,21.927,41.624,3823,400,1941,51.371,15855,96,507,274,41,1213,29835,119,780,26939,2.193,32604,456,325,1534,4.392,1452,0.147
805,1068,1099,218,100,0.0,0,0,0,0,19.924,36.475,694,28,331,48.167,2997,2,29,9,9,2645,3053,195,54,18415,0.969,5782,83,86,454,4.393,323,0.259
2764,9034,12455,6567,3283,0.0,1068,167,32,0,27.066,36.326,5718,725,2329,51.47,26770,436,1049,966,118,5054,46421,1048,1897,21484,3.038,55162,755,754,2800,5.6,2950,0.379
429,286,179,6,17,0.0,21,0,4,0,24.67,35.474,113,37,49,54.322,761,0,8,18,4,1240,384,651,51,20033,1.561,1666,12,30,131,4.922,148,0.12
7709,17721,19147,7048,3194,0.0,856,20,65,0,23.517,37.088,9710,1126,3064,50.323,45535,489,1049,993,381,21769,65231,7751,3498,23264,3.072,91663,832,1220,5550,7.168,6105,0.292
185,813,778,286,122,0.0,10,0,0,0,22.031,41.458,355,37,263,49.854,1541,1,14,0,0,136,2812,27,166,21748,1.171,3073,18,37,92,4.523,207,0.488
6087,10078,10333,3316,1115,0.0,363,0,0,0,22.47,34.739,4950,743,2095,50.595,26286,169,1012,405,91,19857,31019,7489,2366,22724,3.554,53205,741,1006,3945,6.772,2859,0.344
388,760,830,273,112,0.0,0,0,0,0,16.334,47.725,249,48,111,48.896,1921,0,0,0,7,767,2884,0,145,26751,1.862,3759,94,77,163,6.864,367,0.16
770,1724,1075,421,220,0.0,10,1,0,0,24.723,30.9,812,106,449,51.454,3238,0,111,10,2,1221,5256,758,232,17677,2.234,6670,107,95,349,9.31,393,0.225
665,1025,1218,206,146,0.0,0,0,0,0,16.506,39.041,694,15,289,52.331,2475,38,0,14,0,993,3873,350,303,23054,2.176,5192,84,94,533,4.141,328,0.077
397,904,634,154,137,0.0,0,0,0,0,22.832,32.079,541,43,301,48.909,1779,0,0,0,0,886,2470,88,265,22478,4.193,3482,36,22,238,5.399,104,0.144
136,532,688,302,122,0.0,0,0,0,0,16.85,40.607,308,2,177,49.583,1511,0,2,7,0,122,2755,0,111,25297,1.401,2997,68,73,248,6.94,250,0.334
231,430,650,209,75,0.0,0,5,0,0,13.67,38.706,290,22,125,47.734,1430,0,9,0,0,383,2245,61,104,26775,2.961,2736,58,45,237,4.459,131,0.219
293,1576,3482,4060,3008,0.0,1195,91,0,0,46.624,31.799,1558,98,685,49.555,12699,311,317,884,0,1266,21854,317,675,17609,3.249,25174,331,155,836,2.761,931,0.052
548,1449,2221,572,301,0.0,25,0,0,0,15.157,46.154,726,88,248,51.177,3859,65,83,101,157,302,7123,19,234,27092,2.632,7904,183,66,608,5.276,643,0.063
412,561,449,64,36,0.0,0,0,0,0,19.552,41.088,167,28,112,46.748,1449,0,10,0,0,1282,1394,177,43,21922,0.956,2721,19,28,202,5.549,151,0.294
298,636,793,363,84,0.0,0,0,0,0,15.446,40.87,253,126,91,51.762,2108,0,61,0,0,473,3665,129,298,24379,3.684,4370,155,65,361,7.208,444,0.046
1693,2194,1886,693,121,0.0,32,0,0,0,19.551,37.286,877,159,415,49.909,5762,7,78,40,0,4062,7200,161,182,20557,1.261,11503,151,229,1087,7.415,466,0.269
3327,9622,13247,7245,3801,0.0,446,122,0,0,19.525,39.985,6109,1006,2619,49.68,30266,465,403,795,62,8276,48940,3637,1796,24557,2.01,60147,1138,1001,3891,6.64,3614,0.342
147,494,835,462,596,0.0,1,0,0,0,19.343,43.397,484,88,28,47.861,1682,0,3,17,0,1,3203,0,2,28434,2.108,3226,36,0,208,4.495,49,0.403
398,420,346,179,63,0.0,12,0,0,0,20.104,40.588,285,18,96,50.545,1043,0,7,12,0,669,1390,312,45,18602,5.358,2109,16,20,147,8.44,121,0.379
741,1057,1050,184,120,0.0,10,0,0,0,16.939,43.567,546,135,353,50.403,2155,0,148,10,0,1154,3020,381,25,19602,2.255,4345,32,29,279,4.327,193,0.345
151,584,504,243,69,0.0,32,8,0,0,20.423,46.749,198,9,123,52.812,1183,12,0,32,0,159,2288,110,38,20617,1.994,2507,48,34,103,4.787,173,0.04
24,232,591,1069,372,0.0,54,0,0,0,22.601,50.525,333,0,125,54.002,1270,51,0,71,0,251,2432,128,0,40405,0.616,2761,11,30,63,3.477,155,0.29
0,219,224,400,315,0.0,23,0,0,0,28.235,49.343,171,9,89,39.654,872,23,4,16,0,42,1353,0,7,27868,1.799,1445,24,0,15,0.0,23,0.069
290,539,915,370,81,0.0,41,0,0,0,15.601,38.287,326,91,107,51.938,1947,13,41,90,0,465,3288,78,179,22292,4.098,4051,140,151,266,5.678,146,0.148
349,1596,1047,387,96,0.0,0,0,0,0,13.689,51.196,304,55,224,46.846,2823,32,77,0,3,494,4580,111,132,22471,0.32,5311,87,0,405,5.649,229,0.132
3367,8423,12324,3894,2461,0.0,1307,360,0,0,20.039,39.635,5092,771,2005,51.701,23292,542,482,1347,34,7590,37914,1168,838,24427,1.561,48225,622,630,3296,6.175,2374,0.467
805,2032,3845,1736,691,0.0,404,43,0,0,15.936,45.383,1233,26,399,49.049,7504,51,96,356,54,1520,12125,89,616,30805,2.356,14728,231,304,948,6.437,978,0.373
2728,8468,13376,6302,2659,0.0,463,12,12,0,24.276,37.88,6651,447,2416,50.519,24547,264,893,573,12,2697,43917,345,1436,25853,2.925,49609,800,543,2230,4.384,2272,0.379
108,637,594,137,54,0.0,0,0,0,0,17.998,48.968,241,20,75,47.935,1160,0,5,0,5,83,2083,23,60,23024,4.354,2228,20,20,94,5.386,107,0.224
1033,1288,1438,877,606,0.0,22,0,0,0,18.634,45.308,748,58,181,48.928,4218,5,0,68,68,2814,5175,55,308,26839,0.581,8259,127,182,649,5.558,635,0.17
390,591,605,175,67,0.0,0,0,0,0,19.658,36.258,378,15,88,50.535,1618,17,115,0,0,954,2094,3,95,28111,2.904,3271,71,129,218,5.961,283,0.092
651,2114,3039,1813,1276,0.0,66,0,9,0,22.788,40.611,1686,128,672,52.474,5581,172,14,51,0,1145,10282,353,213,27742,2.648,11743,109,102,516,3.679,347,0.698
2800,15580,22301,15562,6509,0.0,1881,215,47,0,20.451,44.171,7419,514,3356,50.788,47740,686,303,2997,151,7339,83973,1205,2404,33332,1.535,97008,1817,1588,6523,6.491,5877,0.17
